id,user_id,achievement_id,current_progress,target_progress,is_completed,completed_at,metadata,created_at,updated_at
06f1c67d-8417-4ee6-a4f7-aab9c49b0399,4d0b00fd-dbb6-4941-9093-61ab7d7b1122,5a562bde-5b07-4460-a937-3674004f0f15,0,3,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
082d31e3-14cc-40c0-a20a-f06b93098eca,b37a40d9-ba6c-465f-abfc-c441b47edb4d,6541c1e1-1225-4440-a9f9-53b851c73f62,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
082e7e06-6689-4da2-a5e4-951833464fb5,40bbb718-086b-45b5-b816-55c836c7634d,52829c7d-2c04-4f19-9292-090b5c9425d3,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
08612efb-9ae0-4b2f-b25b-b183e5693252,9756b78f-ba05-416f-a90d-e35916b3d780,ee79afed-8d60-4e41-98ae-650b9010425a,0,5,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
086a660d-41e5-4b65-983e-ccd023f021f3,9756b78f-ba05-416f-a90d-e35916b3d780,5a562bde-5b07-4460-a937-3674004f0f15,0,3,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
09292872-74b1-46ce-aaed-cf9f738bab5a,7558a9c8-67c7-4c88-968e-f6a5e193d48c,26da4b72-19ce-4c46-a32e-f9cba7e06395,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
093eaacb-d834-4d0e-ad69-8951633c5d64,54e79a05-59f7-4cc8-b67f-f522a1b452e4,3cdecb3c-2a6c-423d-a6e9-773211694204,5,25,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:20:29.969177+00
09d9dc47-ff5b-4426-aedb-68553b38f0e0,1f63bfc3-62d7-48cb-b497-6699cb7d2037,3cdecb3c-2a6c-423d-a6e9-773211694204,0,25,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
0a0e0154-2825-4065-b1db-53c2698ed85c,41f409ee-1614-4bc6-8cce-a02086601dc9,1d30c5ca-b0c5-41b6-9dca-64a943532430,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
0a9af816-cff0-45a5-a37e-9ae3bec709b4,ae514bfc-c915-473d-bb40-de3b0323e79e,3cdecb3c-2a6c-423d-a6e9-773211694204,0,25,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
0acdb8dd-127a-4c8a-a238-343ee77c9768,40bbb718-086b-45b5-b816-55c836c7634d,cb44eff6-b70b-47d6-afb1-d43f9427752b,0,7,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
0bf2f28b-50e9-43a8-a429-9beeede73628,5697f078-c2f5-4da6-bb6c-db9ec9764d41,c3d21b05-5b2c-476d-b551-621e65e6b1c9,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
0c090ab9-c7be-46b5-8724-70878061ae5d,07f4a049-faf4-4852-8512-6ef64f2966ff,52829c7d-2c04-4f19-9292-090b5c9425d3,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
0cc95727-4b34-4ac6-b0a0-402f059877bf,9064ab32-12ce-415a-8c19-51b566608ee5,855d4ea5-5c4e-47f2-99ae-b39f8d2c17b4,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
0d5b3394-5bc8-486a-9f4d-eb0f0814b035,550a3a3f-9898-4e9c-b620-dd4b6ebaa8c4,cf97d32e-4053-45ee-acb1-b9a65a6e0dce,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
0f03c19c-e45c-47f7-bcd9-c9d6bde20ad7,ae514bfc-c915-473d-bb40-de3b0323e79e,319051ae-cf9a-4114-9926-ad9a9e7d4a3a,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
0f4f3923-e994-408b-905b-3b52bcf41a67,e64310ba-69bb-41e5-8174-b8d52432f735,cf97d32e-4053-45ee-acb1-b9a65a6e0dce,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
0f7aa57f-841b-4f2a-b15f-4d0350a30ece,2577157b-8ad4-4c64-870d-189dcf962c33,c3d21b05-5b2c-476d-b551-621e65e6b1c9,0,1,false,,{},2025-10-05 05:16:18.567334+00,2025-10-05 05:22:57.696675+00
105a2ed3-ba41-4ab6-af0b-7804ae251d23,7558a9c8-67c7-4c88-968e-f6a5e193d48c,a9200849-a50b-428d-9443-323985f498eb,0,1000,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
10cdec4d-781f-4920-bb20-60aa28cb0034,a5f0b00a-4c68-4c01-b459-ea55d3ab6907,e7a32785-434d-4493-8311-30397dab1981,0,5,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
10e2c687-02f8-4bb3-9d4c-7c76de3dfe72,b37a40d9-ba6c-465f-abfc-c441b47edb4d,ee79afed-8d60-4e41-98ae-650b9010425a,0,5,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
11ae16eb-6413-41c1-ad0a-5ca088d73802,41f409ee-1614-4bc6-8cce-a02086601dc9,c3d21b05-5b2c-476d-b551-621e65e6b1c9,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
11c51ede-3a1f-4696-b51c-40df80fb4b7d,46e25388-417a-4d84-9f3d-fb59c804304d,ee79afed-8d60-4e41-98ae-650b9010425a,0,5,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
12979412-6189-46a8-aa08-3b9bb33e656d,40bbb718-086b-45b5-b816-55c836c7634d,ee79afed-8d60-4e41-98ae-650b9010425a,0,5,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1404fc74-2ea0-4f65-8e71-342356108642,1dc09e87-282c-47a9-b0b8-6f84d79f300c,5a562bde-5b07-4460-a937-3674004f0f15,0,3,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
141766ee-ae51-4b08-b8b9-db2bb487c387,9064ab32-12ce-415a-8c19-51b566608ee5,e3eafc65-7170-49eb-8981-624b2838ffd7,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1463872a-1409-4c89-8969-5d24b5cf070e,a5f0b00a-4c68-4c01-b459-ea55d3ab6907,e4540d74-d3fe-4cf3-8e51-0cf7170b6c0a,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1494945a-610e-4ad9-9717-4d259483d614,5697f078-c2f5-4da6-bb6c-db9ec9764d41,ad816136-0000-4269-a7cb-f604ad75fdaa,0,3,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
14f659dc-463c-4a8a-9122-66576fcd42ba,840f99c4-7479-4098-9c2e-474a695178f0,855d4ea5-5c4e-47f2-99ae-b39f8d2c17b4,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
157ae4c4-a1af-4687-92c8-f84069298afa,a5f0b00a-4c68-4c01-b459-ea55d3ab6907,855d4ea5-5c4e-47f2-99ae-b39f8d2c17b4,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
161a9dc1-6b0b-4820-9a3c-f2873790d0dd,b37a40d9-ba6c-465f-abfc-c441b47edb4d,1d30c5ca-b0c5-41b6-9dca-64a943532430,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
161fb27d-3ab2-49b6-b233-d6705106f281,840f99c4-7479-4098-9c2e-474a695178f0,5ca1b83c-a17a-4338-8b2f-d7e6c95b7ad1,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
16467ce5-440c-4b29-b480-3ba760a88375,953666c4-4b76-4d52-8332-6be7323c0f55,cf97d32e-4053-45ee-acb1-b9a65a6e0dce,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
16e825a7-68b4-4519-85a4-0b39c38f83e6,54e79a05-59f7-4cc8-b67f-f522a1b452e4,1d30c5ca-b0c5-41b6-9dca-64a943532430,5,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:20:29.969177+00
170132fa-df94-4a52-8df4-3bb750722464,953666c4-4b76-4d52-8332-6be7323c0f55,c3d21b05-5b2c-476d-b551-621e65e6b1c9,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
17dc4c5b-7cff-4dbb-8cc7-4c92fc34e2e6,41f409ee-1614-4bc6-8cce-a02086601dc9,e7a32785-434d-4493-8311-30397dab1981,0,5,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
18ace7ec-4c6c-4092-aa7e-c510ebd15be6,1f63bfc3-62d7-48cb-b497-6699cb7d2037,0bc43330-8f86-4484-b100-75a0cf097acc,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
18ea9f2b-d603-481c-8c1d-b1a20fe45bb3,1f63bfc3-62d7-48cb-b497-6699cb7d2037,cf97d32e-4053-45ee-acb1-b9a65a6e0dce,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1921bcee-dabb-4d42-ba2b-6352328edda8,07f4a049-faf4-4852-8512-6ef64f2966ff,ee79afed-8d60-4e41-98ae-650b9010425a,0,5,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
193f9890-a07e-4c6e-8d83-05734c75ff88,07f4a049-faf4-4852-8512-6ef64f2966ff,319051ae-cf9a-4114-9926-ad9a9e7d4a3a,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
196538ff-70b9-469a-9527-11f34f8ff48b,40bbb718-086b-45b5-b816-55c836c7634d,855d4ea5-5c4e-47f2-99ae-b39f8d2c17b4,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
196619a3-8cfb-4575-89b1-e70e7dca9b93,840f99c4-7479-4098-9c2e-474a695178f0,c2982f54-45b5-4728-bfad-5ce022eb9591,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
197c8593-c189-4ffe-9837-f481f57ce9a0,c91f1974-e102-46dd-b1c3-ba3f06c039af,e4540d74-d3fe-4cf3-8e51-0cf7170b6c0a,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
198a4885-6d2c-4c5e-aea1-d987ed2d1e86,7558a9c8-67c7-4c88-968e-f6a5e193d48c,5ca1b83c-a17a-4338-8b2f-d7e6c95b7ad1,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
19ac6d1e-06f2-4f61-aea2-172ce013da64,9bbcbdbd-b478-43ab-afa5-ddec11d3a63c,a9200849-a50b-428d-9443-323985f498eb,0,1000,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
19bb6c9e-21ae-4cd3-aa2d-8791b11b3c93,7558a9c8-67c7-4c88-968e-f6a5e193d48c,319051ae-cf9a-4114-9926-ad9a9e7d4a3a,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
19fc463f-f28c-4208-8015-733218c68e56,a5f0b00a-4c68-4c01-b459-ea55d3ab6907,0bc43330-8f86-4484-b100-75a0cf097acc,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1a155c56-5dff-4358-a194-2b26aae457ba,9bbcbdbd-b478-43ab-afa5-ddec11d3a63c,26da4b72-19ce-4c46-a32e-f9cba7e06395,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1a7725ea-16f5-4453-aa2e-286fd79ef841,41f409ee-1614-4bc6-8cce-a02086601dc9,ad816136-0000-4269-a7cb-f604ad75fdaa,0,3,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1b956600-7249-4974-bb99-e69036cd5209,9bbcbdbd-b478-43ab-afa5-ddec11d3a63c,9096f447-c67c-44d1-b934-a54a412f85b9,0,50,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1ba50d20-6ed7-4398-8e24-faa75a2c121c,550a3a3f-9898-4e9c-b620-dd4b6ebaa8c4,1d30c5ca-b0c5-41b6-9dca-64a943532430,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1bbbde34-2b62-46f2-8ec9-90324b658c84,c91f1974-e102-46dd-b1c3-ba3f06c039af,6ba5c287-e36c-44b9-aa4a-2f6eb6dc9e51,0,7,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1c10be1d-d7b2-4c54-9cdd-4fbd7a4c90a5,1f63bfc3-62d7-48cb-b497-6699cb7d2037,a9200849-a50b-428d-9443-323985f498eb,0,1000,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1c5d9be0-53da-49fc-b8ad-ed7841074794,4d0b00fd-dbb6-4941-9093-61ab7d7b1122,9096f447-c67c-44d1-b934-a54a412f85b9,0,50,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1cbbd20d-7f8b-4df4-a1e3-f06bf85aa584,e64310ba-69bb-41e5-8174-b8d52432f735,6541c1e1-1225-4440-a9f9-53b851c73f62,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1cde4199-3ef1-40ca-beda-e08a4c5d2be2,1f63bfc3-62d7-48cb-b497-6699cb7d2037,5ca1b83c-a17a-4338-8b2f-d7e6c95b7ad1,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1d566259-9c15-4907-ba67-0965ed21f518,b37a40d9-ba6c-465f-abfc-c441b47edb4d,26da4b72-19ce-4c46-a32e-f9cba7e06395,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1d95868c-0344-4b98-96a4-5f59f1407206,c91f1974-e102-46dd-b1c3-ba3f06c039af,e3eafc65-7170-49eb-8981-624b2838ffd7,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1da809fa-1260-46b4-8c51-4b4220a27767,840f99c4-7479-4098-9c2e-474a695178f0,1d30c5ca-b0c5-41b6-9dca-64a943532430,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1e4dd990-7f37-4620-b201-c7c03d4d8ea0,54e79a05-59f7-4cc8-b67f-f522a1b452e4,319051ae-cf9a-4114-9926-ad9a9e7d4a3a,0,1,false,2025-10-05 05:14:12.332971+00,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:20:29.969177+00
1e8a9605-288a-4009-9aa3-39729c08b6df,2577157b-8ad4-4c64-870d-189dcf962c33,e3eafc65-7170-49eb-8981-624b2838ffd7,5,1,true,2025-10-05 05:16:18.567334+00,{},2025-10-05 05:16:18.567334+00,2025-10-05 05:22:57.696675+00
1e8c47f5-e364-45ba-aedb-b23bce7a0170,40bbb718-086b-45b5-b816-55c836c7634d,e4540d74-d3fe-4cf3-8e51-0cf7170b6c0a,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1f710868-7b27-4e18-abe8-7a1e11b4f25e,c91f1974-e102-46dd-b1c3-ba3f06c039af,dea78da3-e8d7-4a51-bf45-479a5a340d0e,0,30,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
1fb50f98-ba93-4a2e-9ec8-4742b43fe39f,b37a40d9-ba6c-465f-abfc-c441b47edb4d,d37eb1d3-4843-44e7-9dc8-c2b242c08176,0,5,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
20cf0b3e-899a-4e1e-91fd-8e5392027037,953666c4-4b76-4d52-8332-6be7323c0f55,9096f447-c67c-44d1-b934-a54a412f85b9,0,50,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
21817ca0-36cc-4fbb-8344-5855deba73ea,40bbb718-086b-45b5-b816-55c836c7634d,dea78da3-e8d7-4a51-bf45-479a5a340d0e,0,30,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
2250839f-36a5-4cf6-bc4d-94eb2b50110b,a5f0b00a-4c68-4c01-b459-ea55d3ab6907,e3eafc65-7170-49eb-8981-624b2838ffd7,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
225dbfd7-6135-4603-aef9-109426486e4f,41f409ee-1614-4bc6-8cce-a02086601dc9,52829c7d-2c04-4f19-9292-090b5c9425d3,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
2297485a-b609-435a-8383-730ce31938f0,07f4a049-faf4-4852-8512-6ef64f2966ff,9096f447-c67c-44d1-b934-a54a412f85b9,0,50,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
2335090f-f4ee-49c5-978a-59e2e58d0901,9bbcbdbd-b478-43ab-afa5-ddec11d3a63c,e3eafc65-7170-49eb-8981-624b2838ffd7,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
24552e29-ebd0-45db-9b65-6fe8a64b91f1,1f63bfc3-62d7-48cb-b497-6699cb7d2037,6ba5c287-e36c-44b9-aa4a-2f6eb6dc9e51,0,7,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
24f7d268-22b5-4aff-8f96-e94de16d5034,7558a9c8-67c7-4c88-968e-f6a5e193d48c,6541c1e1-1225-4440-a9f9-53b851c73f62,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
2535e35e-c016-4412-ae1c-99c6b35eb56a,953666c4-4b76-4d52-8332-6be7323c0f55,dea78da3-e8d7-4a51-bf45-479a5a340d0e,0,30,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
25a1bf20-4572-4f00-893a-2f0e830ec5ee,4d0b00fd-dbb6-4941-9093-61ab7d7b1122,a9200849-a50b-428d-9443-323985f498eb,0,1000,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
25cae366-ff3d-46ff-b0e5-d79e840b6fb6,a57eeb22-a246-4243-8e32-98297c6f3bad,cf97d32e-4053-45ee-acb1-b9a65a6e0dce,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
2661c32e-e93c-48f1-aec0-d4f7c92167bf,46e25388-417a-4d84-9f3d-fb59c804304d,6541c1e1-1225-4440-a9f9-53b851c73f62,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
267ce2ed-823a-4fa6-b3af-793f69d5e019,4d0b00fd-dbb6-4941-9093-61ab7d7b1122,1d30c5ca-b0c5-41b6-9dca-64a943532430,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
269a002b-73e5-4acb-8b49-1ef69a34a8aa,840f99c4-7479-4098-9c2e-474a695178f0,e3eafc65-7170-49eb-8981-624b2838ffd7,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
26a5813e-0f6f-43d1-aae5-073d68dbf1ad,c91f1974-e102-46dd-b1c3-ba3f06c039af,a9200849-a50b-428d-9443-323985f498eb,0,1000,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
26b6b337-ac37-411c-9773-53eb29ac1827,a5f0b00a-4c68-4c01-b459-ea55d3ab6907,3cdecb3c-2a6c-423d-a6e9-773211694204,0,25,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
2760f165-5440-4d18-93b1-89c6e524c934,9756b78f-ba05-416f-a90d-e35916b3d780,52829c7d-2c04-4f19-9292-090b5c9425d3,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
28adefb4-e14a-49fc-9956-2607f97cfb9d,c91f1974-e102-46dd-b1c3-ba3f06c039af,e7a32785-434d-4493-8311-30397dab1981,0,5,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
29e07f7f-885d-4f31-aa20-4305817031a7,ae514bfc-c915-473d-bb40-de3b0323e79e,e7a32785-434d-4493-8311-30397dab1981,0,5,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
29f7e684-a595-441b-a1b3-59689048dc24,953666c4-4b76-4d52-8332-6be7323c0f55,3cdecb3c-2a6c-423d-a6e9-773211694204,0,25,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
29fe9ab9-797b-49c2-8fe0-2d9f782b551b,953666c4-4b76-4d52-8332-6be7323c0f55,6541c1e1-1225-4440-a9f9-53b851c73f62,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
29ff5d09-5243-43dc-b7f8-2af3815df634,ae514bfc-c915-473d-bb40-de3b0323e79e,5ca1b83c-a17a-4338-8b2f-d7e6c95b7ad1,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
2a3b226f-fa7c-41c2-a8dd-50cf618adee4,9064ab32-12ce-415a-8c19-51b566608ee5,6541c1e1-1225-4440-a9f9-53b851c73f62,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
2a50c455-2678-4431-be63-1b836cc7ae07,a5f0b00a-4c68-4c01-b459-ea55d3ab6907,c2982f54-45b5-4728-bfad-5ce022eb9591,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
2c145bd6-bb0e-4e76-8a95-103451ee4463,8483907a-5521-43b1-b824-5068b02a2872,e4540d74-d3fe-4cf3-8e51-0cf7170b6c0a,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
2c69ca12-ff2c-4368-a965-4f432efa6698,9064ab32-12ce-415a-8c19-51b566608ee5,cb44eff6-b70b-47d6-afb1-d43f9427752b,0,7,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
2f136427-87ad-4a70-8cfa-7ad027bf1712,550a3a3f-9898-4e9c-b620-dd4b6ebaa8c4,26da4b72-19ce-4c46-a32e-f9cba7e06395,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
2f52963c-d5c1-4e7f-b612-1c318cdbe2d1,2577157b-8ad4-4c64-870d-189dcf962c33,3cdecb3c-2a6c-423d-a6e9-773211694204,5,25,false,,{},2025-10-05 05:16:18.567334+00,2025-10-05 05:22:57.696675+00
2f8bc6e9-289d-4962-8ee9-c2545e968206,07f4a049-faf4-4852-8512-6ef64f2966ff,5a562bde-5b07-4460-a937-3674004f0f15,0,3,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
304f616c-776a-4a36-bdd7-8a8c7a3f2fbe,2577157b-8ad4-4c64-870d-189dcf962c33,e7a32785-434d-4493-8311-30397dab1981,0,5,false,,{},2025-10-05 05:16:18.567334+00,2025-10-05 05:22:57.696675+00
31219033-3c97-4214-a2cf-b3d8e359dfc4,953666c4-4b76-4d52-8332-6be7323c0f55,e4540d74-d3fe-4cf3-8e51-0cf7170b6c0a,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
31488f07-572f-42db-b865-62263257368a,953666c4-4b76-4d52-8332-6be7323c0f55,855d4ea5-5c4e-47f2-99ae-b39f8d2c17b4,0,1,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
318548ad-d6f3-4242-9432-386b08ad76ff,40bbb718-086b-45b5-b816-55c836c7634d,5ca1b83c-a17a-4338-8b2f-d7e6c95b7ad1,0,10,false,,{},2025-10-05 05:07:57.257828+00,2025-10-05 05:10:12.906964+00
