id,instrumento_id,pergunta,opcoes,resposta_correta,respostas_corretas,tipo_pergunta,arquivo_audio,imagem_url,tempo_limite_segundos,explicacao,dificuldade,categoria,ativo,created_at
05dbe4d8-f9b5-4053-b1cd-6c6f7d098947,26cadf44-6d7b-4f9b-85d6-6b2c40715f45,Quem inventou o saxofone?,"[""Adolphe Sax"",""Antonio Stradivari"",""Johann Sebastian Bach"",""Claude Debussy""]",,"[""Adolphe Sax""]",multipla_escolha,,,30,O saxofone foi inventado por Adolphe Sax em 1840.,medio,historia,true,2025-06-16 02:27:56.351591
069cf5d8-89f0-4f17-b772-2cf899af4da8,8fbba87d-39e1-4542-b8bb-7c815fdc2b9a,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
08712fb6-273b-4416-80e1-0e28ccbac319,c75fe646-ff86-4420-98f0-a0f25d39de45,Que cientista famoso tocava violino?,"[""Isaac Newton"", ""Albert Einstein"", ""Galileu Galilei"", ""Charles Darwin""]",Albert Einstein,,multipla_escolha,,,30,Einstein tocava violino e chamava seu instrumento de Lina.,medio,historia,true,2026-02-13 17:39:51.350782
0892b20d-4a22-48c2-bce3-02717bc745bc,453ca164-6f0e-4554-b008-dd68bf4586c2,Como se chama a peça interna do violino?,"[""Cavalete"", ""Alma"", ""Pestana"", ""Cravelha""]",Alma,,multipla_escolha,,,30,A alma é um bastão interno que afeta o timbre e projeção.,medio,tecnica,true,2026-02-13 17:39:51.350782
0973ef7b-a442-4eab-a331-913e200833d2,35da6877-2528-4f37-9ab4-b44893ad1dbf,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
09e950a1-7d56-47f6-b7be-694bbae604da,df42056c-8a3e-454c-aeca-73b4d608b85c,Como se chama a peça interna do violino?,"[""Cavalete"", ""Alma"", ""Pestana"", ""Cravelha""]",Alma,,multipla_escolha,,,30,A alma é um bastão interno que afeta o timbre e projeção.,medio,tecnica,true,2026-02-13 17:39:51.350782
09f98048-3c25-43cd-996b-67df9174635b,4d78c5a4-04bf-452d-b326-83e7c72c10ef,Qual técnica oscila a afinação?,"[""Pizzicato"", ""Staccato"", ""Vibrato"", ""Legato""]",Vibrato,,multipla_escolha,,,30,O vibrato produz oscilação controlada da afinação.,medio,tecnica,true,2026-02-13 17:39:51.350782
09fc906f-7a16-429b-b169-ef50b2fa7cb7,e54b748d-3b1b-48ba-b65e-ec1e476e94ad,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
0a804b62-527f-47af-bcc7-0b03f9e73718,412c40b6-f4fc-4379-9d6f-5ce0ec2d669d,O arco do violoncelo é geralmente mais longo que o do violino.,"[""Verdadeiro"",""Falso""]",,"[""Verdadeiro""]",verdadeiro_falso,,,30,O arco do violoncelo é maior e mais pesado que o do violino.,medio,tecnica,true,2025-06-15 19:36:14.631505
0ac61b7e-07d6-4637-8a83-7a2ae8707f43,7b6ae164-dfdf-452d-a5c3-d01554861444,Como se chama a peça interna do violino?,"[""Cavalete"", ""Alma"", ""Pestana"", ""Cravelha""]",Alma,,multipla_escolha,,,30,A alma é um bastão interno que afeta o timbre e projeção.,medio,tecnica,true,2026-02-13 17:39:51.350782
0b2ee10e-80db-49d1-ad40-fd1ecbd3f770,761a3318-9a5e-46f3-88f2-62159b96100c,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
0b47a3c3-cdfb-4e65-9471-bc18f4b7807e,82052c70-0a9d-4d94-873e-3b402e032f55,Qual a extensão sonora do violino?,"[""2 oitavas"", ""3 oitavas"", ""4 oitavas"", ""5 oitavas""]",4 oitavas,,multipla_escolha,,,30,O violino cobre quase quatro oitavas de extensão sonora.,dificil,tecnica,true,2026-02-13 17:39:51.350782
0c7a0f03-1045-45f4-95fa-4bb78c094ea9,3e02292d-bd2f-46ed-9b9e-a0c8b0acd996,Como se chama a peça interna do violino?,"[""Cavalete"", ""Alma"", ""Pestana"", ""Cravelha""]",Alma,,multipla_escolha,,,30,A alma é um bastão interno que afeta o timbre e projeção.,medio,tecnica,true,2026-02-13 17:39:51.350782
0c950bf6-23f1-4da0-a29d-5b46f9b8d430,9b42a23b-ac7f-42e1-8a04-bde4c525fbde,O oboé pertence a qual família instrumental?,"[""Madeiras"",""Metais"",""Cordas"",""Teclado""]",,"[""Madeiras""]",multipla_escolha,,,30,"O oboé faz parte da família das madeiras, utilizando palheta dupla.",facil,tecnica,true,2025-06-20 13:35:33.950749
0d59c7b7-61e0-4a43-bef5-dfde8685e0ed,850c53c4-2ed6-4a12-a4ff-3fbaecd6bf73,O trombone surgiu na Europa no século XV.,"[""Verdadeiro"",""Falso""]",,"[""Verdadeiro""]",verdadeiro_falso,,,30,O trombone descende do sacabuche do século XV.,facil,historia,true,2025-06-20 14:38:50.726656
0e50ab13-36da-4817-a2ff-5cc836b0c5d1,4c61dc18-2b1e-48c8-8a2e-2c730679d4a5,Quantas cordas possui um violino?,"[""3"", ""4"", ""5"", ""6""]",4,,multipla_escolha,,,30,O violino possui quatro cordas afinadas em Sol-Ré-Lá-Mi.,facil,tecnica,true,2026-02-13 17:39:51.350782
0e54417d-a866-4c80-82c5-82e380c13549,e48ad87b-d237-45e4-a707-05374c4240fa,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
0f04f98e-e1e2-4e4d-94bc-a99d3bd4ed84,453ca164-6f0e-4554-b008-dd68bf4586c2,Quantas cordas possui um violino?,"[""3"", ""4"", ""5"", ""6""]",4,,multipla_escolha,,,30,O violino possui quatro cordas afinadas em Sol-Ré-Lá-Mi.,facil,tecnica,true,2026-02-13 17:39:51.350782
0f4f663b-8f94-41a5-8cbf-a5cffbad5266,64b94e98-6ad2-4e7f-9aa0-b57f6bb58df1,Qual a extensão sonora do violino?,"[""2 oitavas"", ""3 oitavas"", ""4 oitavas"", ""5 oitavas""]",4 oitavas,,multipla_escolha,,,30,O violino cobre quase quatro oitavas de extensão sonora.,dificil,tecnica,true,2026-02-13 17:39:51.350782
0fefe250-9540-4d12-a212-fd9061a996e8,750450cf-e14e-4f02-944e-b3c1bb0f87a4,"Quem é considerado o ""pai do violão moderno""?","[""A) Andrés Segovia"", ""B) Antonio de Torres"", ""C) Francisco Tárrega"", ""D) Julian Bream""]",,"[""B""]",multipla_escolha,,,30,Antonio de Torres Jurado (1817-1892) padronizou as dimensões e proporções do violão moderno no século XIX.,medio,historia,true,2025-06-08 01:08:54.801634
1095c543-fb7b-49cd-a08c-5aeef3f44486,d7c80fe1-ab43-4920-b2aa-d9b4f3ace166,O clarinete pertence a qual família instrumental?,"[""Metais"",""Cordas"",""Madeiras"",""Percussão""]",,"[""Madeiras""]",multipla_escolha,,,30,"O clarinete faz parte da família das madeiras, mesmo em versões de material sintético.",facil,tecnica,true,2025-06-15 18:41:05.950814
10ad8757-dd5b-4585-84ed-4b2e7a9e90c3,11a7bc0c-232f-40dc-92ac-4d15aebd2d52,Quantas cordas possui um violino?,"[""3"", ""4"", ""5"", ""6""]",4,,multipla_escolha,,,30,O violino possui quatro cordas afinadas em Sol-Ré-Lá-Mi.,facil,tecnica,true,2026-02-13 17:39:51.350782
10ed8c29-1fe8-460a-9d0f-a9bc21f92fe4,36040329-1aa6-428a-ad39-cd85de03493e,Qual luthier é considerado o mais famoso?,"[""Giuseppe Guarneri"", ""Antonio Stradivarius"", ""Andrea Amati"", ""Nicolò Amati""]",Antonio Stradivarius,,multipla_escolha,,,30,Antonio Stradivarius é considerado o maior luthier da história.,facil,historia,true,2026-02-13 17:39:51.350782
12d1ca1d-b221-4b02-abb7-820c5b64d4b9,ac116dcb-4fd4-4ef6-b6fb-f4ff1287bf68,Qual luthier é considerado o mais famoso?,"[""Giuseppe Guarneri"", ""Antonio Stradivarius"", ""Andrea Amati"", ""Nicolò Amati""]",Antonio Stradivarius,,multipla_escolha,,,30,Antonio Stradivarius é considerado o maior luthier da história.,facil,historia,true,2026-02-13 17:39:51.350782
1367a3d4-bb51-437e-a8fa-058c32fffba7,e48ad87b-d237-45e4-a707-05374c4240fa,Qual luthier é considerado o mais famoso?,"[""Giuseppe Guarneri"", ""Antonio Stradivarius"", ""Andrea Amati"", ""Nicolò Amati""]",Antonio Stradivarius,,multipla_escolha,,,30,Antonio Stradivarius é considerado o maior luthier da história.,facil,historia,true,2026-02-13 17:39:51.350782
13b98dac-1136-4de2-81e7-d70e7e3b3a45,64b94e98-6ad2-4e7f-9aa0-b57f6bb58df1,Qual luthier é considerado o mais famoso?,"[""Giuseppe Guarneri"", ""Antonio Stradivarius"", ""Andrea Amati"", ""Nicolò Amati""]",Antonio Stradivarius,,multipla_escolha,,,30,Antonio Stradivarius é considerado o maior luthier da história.,facil,historia,true,2026-02-13 17:39:51.350782
14b36e54-5cc3-4072-92cf-b7fc046c5531,c75fe646-ff86-4420-98f0-a0f25d39de45,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
16797454-3243-44e9-b3ff-8bcb2f5ee0e1,9a5e0eac-114e-4173-90af-32b55c870675,Como se chama a peça interna do violino?,"[""Cavalete"", ""Alma"", ""Pestana"", ""Cravelha""]",Alma,,multipla_escolha,,,30,A alma é um bastão interno que afeta o timbre e projeção.,medio,tecnica,true,2026-02-13 17:39:51.350782
16a2f094-e1af-472b-833d-e0b3688e6f5f,9c3a903d-8750-4ded-9341-c876a6d6de93,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
170e514d-b13c-4313-a80e-2fec8bc85371,b7425269-f2bb-454c-8c61-e3e9d028c9b4,Quantas cordas possui um violino?,"[""3"", ""4"", ""5"", ""6""]",4,,multipla_escolha,,,30,O violino possui quatro cordas afinadas em Sol-Ré-Lá-Mi.,facil,tecnica,true,2026-02-13 17:39:51.350782
178a0d83-ff75-43d1-b163-bd892fa28f9c,4d78c5a4-04bf-452d-b326-83e7c72c10ef,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
17d7a6e7-55b2-4b4f-a923-ffd086f8bfbb,56e32061-7ed6-495d-9bc1-00cdb345b02e,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
17f63fb0-8f76-4755-9cce-3452504e3584,6925f61b-ba48-473a-b69a-e3548036c1df,Que cientista famoso tocava violino?,"[""Isaac Newton"", ""Albert Einstein"", ""Galileu Galilei"", ""Charles Darwin""]",Albert Einstein,,multipla_escolha,,,30,Einstein tocava violino e chamava seu instrumento de Lina.,medio,historia,true,2026-02-13 17:39:51.350782
1808f150-caa9-4662-9ab8-b2af4d4540a8,36040329-1aa6-428a-ad39-cd85de03493e,Quantas cordas possui um violino?,"[""3"", ""4"", ""5"", ""6""]",4,,multipla_escolha,,,30,O violino possui quatro cordas afinadas em Sol-Ré-Lá-Mi.,facil,tecnica,true,2026-02-13 17:39:51.350782
182f4922-b7e0-48ae-b4a2-3b43583b6171,96b547b5-e685-40f8-952c-9dfce2ad4dc6,Qual a extensão sonora do violino?,"[""2 oitavas"", ""3 oitavas"", ""4 oitavas"", ""5 oitavas""]",4 oitavas,,multipla_escolha,,,30,O violino cobre quase quatro oitavas de extensão sonora.,dificil,tecnica,true,2026-02-13 17:39:51.350782
19477fac-9a20-4a4e-8b8e-3f8d34ad9a4e,56f643e0-a3e2-4067-84ac-334c454426f8,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
19ec9e01-214d-4d71-9166-6aacb41a5900,cca87ab1-8ad4-4876-a8d8-190f85927952,Que cientista famoso tocava violino?,"[""Isaac Newton"", ""Albert Einstein"", ""Galileu Galilei"", ""Charles Darwin""]",Albert Einstein,,multipla_escolha,,,30,Einstein tocava violino e chamava seu instrumento de Lina.,medio,historia,true,2026-02-13 17:39:51.350782
1a5bcae9-fecd-4ddf-8ec6-c1e8b6b7e5ef,b7425269-f2bb-454c-8c61-e3e9d028c9b4,Como se chama a peça interna do violino?,"[""Cavalete"", ""Alma"", ""Pestana"", ""Cravelha""]",Alma,,multipla_escolha,,,30,A alma é um bastão interno que afeta o timbre e projeção.,medio,tecnica,true,2026-02-13 17:39:51.350782
1a6e2a7b-a6d7-40f8-b8d5-c423229391cf,7b6ae164-dfdf-452d-a5c3-d01554861444,Quantas cordas possui um violino?,"[""3"", ""4"", ""5"", ""6""]",4,,multipla_escolha,,,30,O violino possui quatro cordas afinadas em Sol-Ré-Lá-Mi.,facil,tecnica,true,2026-02-13 17:39:51.350782
1b3673e5-54d2-4a6c-9db7-b4ebbe503cc9,0b9c8c6b-0e47-471c-b83b-01c931410692,Qual técnica oscila a afinação?,"[""Pizzicato"", ""Staccato"", ""Vibrato"", ""Legato""]",Vibrato,,multipla_escolha,,,30,O vibrato produz oscilação controlada da afinação.,medio,tecnica,true,2026-02-13 17:39:51.350782
1b40685a-73fe-4005-ab41-9e8a2c7f4241,453ca164-6f0e-4554-b008-dd68bf4586c2,Que cientista famoso tocava violino?,"[""Isaac Newton"", ""Albert Einstein"", ""Galileu Galilei"", ""Charles Darwin""]",Albert Einstein,,multipla_escolha,,,30,Einstein tocava violino e chamava seu instrumento de Lina.,medio,historia,true,2026-02-13 17:39:51.350782
1cc63612-bffb-48f5-9f93-847fa278094a,11a7bc0c-232f-40dc-92ac-4d15aebd2d52,Qual a extensão sonora do violino?,"[""2 oitavas"", ""3 oitavas"", ""4 oitavas"", ""5 oitavas""]",4 oitavas,,multipla_escolha,,,30,O violino cobre quase quatro oitavas de extensão sonora.,dificil,tecnica,true,2026-02-13 17:39:51.350782
1d058307-89f1-4732-81a4-404adf3bf7c1,c75fe646-ff86-4420-98f0-a0f25d39de45,Como se chama a peça interna do violino?,"[""Cavalete"", ""Alma"", ""Pestana"", ""Cravelha""]",Alma,,multipla_escolha,,,30,A alma é um bastão interno que afeta o timbre e projeção.,medio,tecnica,true,2026-02-13 17:39:51.350782
1e0df16b-c9b7-492e-9e50-a2cb7f3ba200,b73f1d80-3d73-487e-89b8-ab35274a8dd4,O contrabaixo acústico pode ser tocado com arco e pizzicato.,"[""Verdadeiro"",""Falso""]",,"[""Verdadeiro""]",verdadeiro_falso,,,30,O contrabaixo pode ser tocado com arco (fricção) ou pizzicato (dedilhado).,facil,tecnica,true,2025-06-16 05:35:57.478232
1e635b35-dc4e-478c-875a-34012fb7e38e,26cadf44-6d7b-4f9b-85d6-6b2c40715f45,O saxofone é usado em gêneros como jazz e samba.,"[""Verdadeiro"",""Falso""]",,"[""Verdadeiro""]",verdadeiro_falso,,,30,"O saxofone é muito versátil, presente no jazz, samba, rock e outros estilos.",facil,tecnica,true,2025-06-16 02:27:56.351591
1f95b7e6-8e9b-49fe-ab8d-c3bc89709cff,3957c464-86dc-4aa2-9f09-57b5eb2a6c6a,Qual luthier é considerado o mais famoso?,"[""Giuseppe Guarneri"", ""Antonio Stradivarius"", ""Andrea Amati"", ""Nicolò Amati""]",Antonio Stradivarius,,multipla_escolha,,,30,Antonio Stradivarius é considerado o maior luthier da história.,facil,historia,true,2026-02-13 17:39:51.350782
1ff11734-3e03-4103-a5b9-fb6515bcf5c7,36040329-1aa6-428a-ad39-cd85de03493e,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
212790f4-c8f9-4b46-9149-fd12450bfa75,1b699036-0f72-4c48-9801-e01f6f25e165,Qual luthier é considerado o mais famoso?,"[""Giuseppe Guarneri"", ""Antonio Stradivarius"", ""Andrea Amati"", ""Nicolò Amati""]",Antonio Stradivarius,,multipla_escolha,,,30,Antonio Stradivarius é considerado o maior luthier da história.,facil,historia,true,2026-02-13 17:39:51.350782
21b29f2b-d3e5-492d-ac86-7df0e550d6ab,9b42a23b-ac7f-42e1-8a04-bde4c525fbde,O oboé surgiu na França no século XVII.,"[""Verdadeiro"",""Falso""]",,"[""Verdadeiro""]",verdadeiro_falso,,,30,O oboé evoluiu do shawm e surgiu na França no século XVII.,facil,historia,true,2025-06-20 13:35:33.950749
21b3b593-7be6-4481-84e0-7d6ef05c2373,d7c80fe1-ab43-4920-b2aa-d9b4f3ace166,Mozart compôs um concerto para clarinete?,"[""Verdadeiro"",""Falso""]",,"[""Verdadeiro""]",verdadeiro_falso,,,30,"Mozart compôs o famoso Concerto em Lá maior, K. 622 para clarinete.",facil,historia,true,2025-06-15 19:29:35.990833
21bd8bef-6d0d-4e6e-a491-90ba4789fb9b,ee709f67-e4e4-4f9c-9001-7574e4d8dfa0,Quantas cordas possui um violino?,"[""3"", ""4"", ""5"", ""6""]",4,,multipla_escolha,,,30,O violino possui quatro cordas afinadas em Sol-Ré-Lá-Mi.,facil,tecnica,true,2026-02-13 17:39:51.350782
23c7577b-14ee-4658-b6c4-f73466784144,92ecdeff-3480-4f27-85cd-86f12622cf9f,Qual a extensão sonora do violino?,"[""2 oitavas"", ""3 oitavas"", ""4 oitavas"", ""5 oitavas""]",4 oitavas,,multipla_escolha,,,30,O violino cobre quase quatro oitavas de extensão sonora.,dificil,tecnica,true,2026-02-13 17:39:51.350782
2425017e-2033-43ae-98bc-72efd2cafbd4,92ecdeff-3480-4f27-85cd-86f12622cf9f,Que cientista famoso tocava violino?,"[""Isaac Newton"", ""Albert Einstein"", ""Galileu Galilei"", ""Charles Darwin""]",Albert Einstein,,multipla_escolha,,,30,Einstein tocava violino e chamava seu instrumento de Lina.,medio,historia,true,2026-02-13 17:39:51.350782
24b21049-e3de-4a74-8e2d-589f172a88fa,3e02292d-bd2f-46ed-9b9e-a0c8b0acd996,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
25224d53-3040-407c-a87d-5d00c4950a36,3957c464-86dc-4aa2-9f09-57b5eb2a6c6a,Qual técnica oscila a afinação?,"[""Pizzicato"", ""Staccato"", ""Vibrato"", ""Legato""]",Vibrato,,multipla_escolha,,,30,O vibrato produz oscilação controlada da afinação.,medio,tecnica,true,2026-02-13 17:39:51.350782
28a41ce2-fd51-428b-9657-bbe39eacc8a5,e48ad87b-d237-45e4-a707-05374c4240fa,Qual técnica oscila a afinação?,"[""Pizzicato"", ""Staccato"", ""Vibrato"", ""Legato""]",Vibrato,,multipla_escolha,,,30,O vibrato produz oscilação controlada da afinação.,medio,tecnica,true,2026-02-13 17:39:51.350782
28e1d6b0-d84a-40e0-8117-8743ed303ed1,df42056c-8a3e-454c-aeca-73b4d608b85c,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
28e8c88a-3d0a-447c-9a79-604b953b32f4,1f8c0a22-f3fc-4f51-8938-6e1cc6e24f85,Como se chama a peça interna do violino?,"[""Cavalete"", ""Alma"", ""Pestana"", ""Cravelha""]",Alma,,multipla_escolha,,,30,A alma é um bastão interno que afeta o timbre e projeção.,medio,tecnica,true,2026-02-13 17:39:51.350782
29ece028-1db6-4e0a-9954-b75be9821c45,cca87ab1-8ad4-4876-a8d8-190f85927952,Como se chama a peça interna do violino?,"[""Cavalete"", ""Alma"", ""Pestana"", ""Cravelha""]",Alma,,multipla_escolha,,,30,A alma é um bastão interno que afeta o timbre e projeção.,medio,tecnica,true,2026-02-13 17:39:51.350782
2a07f04c-89ef-4383-b0bb-27b76f63543c,df49fd27-9bcd-4462-a0f8-b36f0ff9f97f,Qual parte está indicada na imagem?,"[""Pickup"", ""Ponte"", ""Tarraxas"", ""Trastes""]",Pickup,,multipla_escolha,,,30,"A imagem mostra os pickups, que são os captadores magnéticos que convertem vibração em sinal elétrico.",facil,visual,true,2025-06-09 04:31:33.040825
2a4ed2f6-e2b4-4d3e-a45a-e552dbb0ad2c,0e52514e-58c3-463a-a6e4-f71a1439f9b7,Como se chama a peça interna do violino?,"[""Cavalete"", ""Alma"", ""Pestana"", ""Cravelha""]",Alma,,multipla_escolha,,,30,A alma é um bastão interno que afeta o timbre e projeção.,medio,tecnica,true,2026-02-13 17:39:51.350782
2a97d2de-d286-4de2-9d9a-eb086d36a85e,36b9d36d-f65b-4ba1-89be-4ab3707e874c,Qual função principal do fagote na orquestra?,"[""Linhas graves e efeitos cômicos"",""Melodia principal"",""Percussão"",""Acompanhamento de cordas""]",,"[""Linhas graves e efeitos cômicos""]",multipla_escolha,,,30,O fagote cobre linhas graves e efeitos característicos em obras orquestrais.,facil,tecnica,true,2025-06-20 02:52:13.984571
2acc7a60-b49b-4935-a3be-76c953c4ade1,ee709f67-e4e4-4f9c-9001-7574e4d8dfa0,Em que país surgiu o violino moderno?,"[""França"", ""Itália"", ""Alemanha"", ""Inglaterra""]",Itália,,multipla_escolha,,,30,"O violino moderno surgiu na Itália durante o século XVI, especificamente em Cremona.",facil,historia,true,2026-02-13 17:39:51.350782
2b2d414b-7bb8-469c-8c1f-f375bc92e41c,96b547b5-e685-40f8-952c-9dfce2ad4dc6,Qual técnica oscila a afinação?,"[""Pizzicato"", ""Staccato"", ""Vibrato"", ""Legato""]",Vibrato,,multipla_escolha,,,30,O vibrato produz oscilação controlada da afinação.,medio,tecnica,true,2026-02-13 17:39:51.350782
2b2f12a2-8831-4a82-bef9-0d21c8ecf32a,509d6a26-159a-4976-aa46-83f914f930aa,O vibrato no trompete é feito variando a pressão dos lábios.,"[""Verdadeiro"",""Falso""]",,"[""Verdadeiro""]",verdadeiro_falso,,,30,O vibrato no trompete é geralmente feito com os lábios e o ar.,facil,tecnica,true,2025-06-16 03:59:18.685879
2b7269c3-42e5-43ed-913c-48379cfdd925,761a3318-9a5e-46f3-88f2-62159b96100c,Como se chama a peça interna do violino?,"[""Cavalete"", ""Alma"", ""Pestana"", ""Cravelha""]",Alma,,multipla_escolha,,,30,A alma é um bastão interno que afeta o timbre e projeção.,medio,tecnica,true,2026-02-13 17:39:51.350782
