id,aula_id,tipo,descricao,created_at,updated_at
71645065-2f73-4488-9bd7-253a9483877e,923053d3-e54a-4698-9517-a46397c0584c,abertura,"Abertura/Integração — Audição de músicas populares do momento (sugestões dos alunos). Debate: por que essas músicas viralizam? O que chama mais atenção: ritmo, letra, dança?",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
731f668f-a18a-4507-a7de-ba77aa2bb42c,f925d0ab-4eb4-4502-aad5-5b617d0db260,principal,"Atividade Principal — Divisão em grupos: cada grupo grava um pequeno vídeo musical (pode ser trecho de música, arranjo ou atividade da aula). Incluir cena de bastidores ou making-of. Apresentação dos vídeos para a turma.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
73714e51-8e1a-4064-a63f-696860d3cf67,2a1cd10b-89d2-45f0-a051-93cdf98bc888,abertura,"Abertura/Integração — Roda de conversa: como seria sua banda ideal? Debate rápido sobre divisão de papéis (voz, melodia, harmonia, ritmo).",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
73950727-cc11-48f7-bbd6-8712d7559e9f,86fcfcbc-59fb-4769-8435-8bc12d2ed432,abertura,"Boas-vindas e devocional de abertura — Integração, reflexão e valores Nipo.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
73f839cf-06ed-4a7b-91aa-614184350678,57abf3d9-0c1a-4903-a518-81d88c4b7544,principal,"Atividade Principal — Roda de revisão: leitura, ritmo, harmonia, improviso e repertório. Mini-apresentações em grupo com repertórios escolhidos livremente. Feedback coletivo destacando pontos fortes e áreas de melhoria.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
79738813-ac44-4d52-a191-de5939bd233c,d5291adc-06b1-47d7-ba66-1735ec3c3a24,principal,"Atividade Principal — Apresentação da pauta e figuras, leitura coletiva, atividade em grupos para criar padrões rítmicos, desafio de variação.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
7aa857be-b416-4370-8623-89936ff9fdfd,3d52bedb-3cb0-4ccc-86bf-6eddd4632364,principal,"Atividade Principal — Espaço livre para grupos criarem algo novo: pode ser música com instrumentos, sons corporais ou objetos. Não há regra — cada grupo deve apresentar algo original no final. Compartilhamento em roda com feedback positivo.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
7b249d9f-f714-4318-8ffe-f692b6fe5285,86fcfcbc-59fb-4769-8435-8bc12d2ed432,principal,"Atividade principal: Padrões rítmicos em grupo — Criar, repetir e inventar sequências usando apenas o corpo.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
7c00e877-aa40-4877-9ac4-e6f5f0495614,3d52bedb-3cb0-4ccc-86bf-6eddd4632364,abertura,Abertura/Integração — Roda de conversa: O que é criatividade para você? Debate sobre músicas experimentais e artistas inovadores.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
7f65d1bd-539c-4934-bf3c-f16022d6e91f,eb103e6c-7aa9-43ab-8b2e-ac7dfcde918f,alpha,Atividade App/Desafio Alpha — Cada grupo grava um trecho de sua performance e posta no app. Legendar com o nome da música e o papel de cada integrante. Comentar em pelo menos 2 grupos diferentes.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
8622ea99-1572-4ef3-944d-961ac26e3b1d,1e357f0c-44ee-4f3b-a39a-851d4f5220b6,principal,Atividade Principal — Exploração de instrumentos livres para criação de frases melódicas; composição em dupla/grupo; apresentação para a turma; debate sobre originalidade e referências; estímulo à escrita da melodia em partitura/cifra simples.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
926d07f7-198c-40d1-a3f3-239c9540867d,37b53845-821a-4d7e-9b13-2598e34a42ff,abertura,"Abertura/Integração — Roda de apresentação: cada aluno compartilha o instrumento que gostaria de aprender/tocar ou já toca. Breve devocional sobre começos, superação de desafios e importância do cuidado. Vídeo/slide: Grandes músicos também começaram do zero!",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
92851a18-4928-49a6-9197-3e8ef3358774,d5291adc-06b1-47d7-ba66-1735ec3c3a24,abertura,"Abertura/Integração — Roda de perguntas sobre notas musicais, exposição de figuras rítmicas, jogo corporal: cada figura, um movimento.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
973930f1-5de6-4e9c-9c99-6049e2626861,57abf3d9-0c1a-4903-a518-81d88c4b7544,abertura,Abertura/Integração — Dinâmica de perguntas e respostas rápidas sobre conteúdos anteriores. Cada acerto dá direito a propor um pequeno som/ritmo para o grupo repetir.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
98d0a92f-d49b-4fcd-b34d-50ed573b8cfa,c23b8c68-a284-4c6d-82c8-8f54d00b3e00,principal,Atividade Principal — Pequenos grupos ou duplas exploram sons diferentes com objetos encontrados na sala ou trazidos de casa. Usar a atividade da apostila: 'Crie um ritmo com 3 objetos diferentes'. Cada grupo apresenta sua sequência de sons; o restante tenta adivinhar os objetos usados.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
99275495-f50a-4add-91b2-f3073f229942,f4ef0c67-c714-4152-a0c3-644d09d94d9d,abertura,Abertura/Integração — Debate inicial: como a tecnologia mudou a forma de ouvir e criar música? Apresentar exemplos de artistas que começaram com gravações caseiras.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
99f613f6-6fdb-464a-a157-d428acdc5d7e,494c3d0d-692b-4509-b90b-b92bd1345eb1,abertura,Abertura/Integração — Reflexão e devocional sobre coragem e união. Dinâmica rápida: cada aluno compartilha sua expectativa para o show.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
9cd799ab-92ad-47ff-b70b-29208bdee8e6,14e59217-40f5-4163-b724-e911314d213a,principal,"Atividade Principal — Dividir turma em grupos de 4–6 pessoas. Cada grupo cria uma música curta com letra, melodia e ritmo usando harmonia básica. Gravação de rascunho em áudio/vídeo. Troca de grupos para ouvir composições uns dos outros.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
9dbe2c53-a569-4399-bae7-44f331ad9d53,fe1d98e4-3a4c-4cd2-a68e-b5b3a8e2e51c,abertura,Abertura/Integração — Dinâmica de aquecimento (ritmo ou canto em círculo); conversa sobre aprendizados favoritos até agora.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
9f404692-3fdc-4ab7-b4d6-aed2499ec149,0beed730-fa51-467d-9805-9415149ba916,principal,"Atividade Principal — Aprender 2 músicas de louvor em grupo. Dividir papéis entre vozes, instrumentos de base e melodia. Criar arranjo simples e ensaiar em conjunto. Rodízio de papéis para todos experimentarem funções diferentes.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
a234693e-07c1-4745-bf37-bdef7d300c62,86fcfcbc-59fb-4769-8435-8bc12d2ed432,alpha,Jogo Alpha — Simon Musical — Desafio de memória e coordenação em roda.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
a349fb4e-c6c3-41a2-a176-e7f6a79e47f2,494c3d0d-692b-4509-b90b-b92bd1345eb1,principal,"Atividade Principal — Execução integral do repertório na ordem da apresentação. Ajuste de afinação, postura, entradas e saídas de palco. Simulação de transições entre músicas.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
a6628e24-7a9a-4efb-80ef-c990c716ef1e,c23b8c68-a284-4c6d-82c8-8f54d00b3e00,alpha,"Desafio Alpha/App — Em casa, gravar um vídeo criando uma música só com sons do ambiente (cozinha, quarto, quintal), usando no mínimo 3 objetos diferentes. Postar no app até a próxima aula. Comentar no vídeo de ao menos 1 colega.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
abe8cec4-396f-4755-9683-a0ec8c1f8785,053b763b-5606-42bc-b02a-a94364239a74,principal,"Atividade Principal — Execução integral do repertório com foco em sincronia e integração entre os grupos. Últimos ajustes técnicos de dinâmica, tempo e expressividade.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
ad852649-56fa-46d3-9782-d69c01c5aa34,1f48497c-d8e0-4a9b-b9d1-75b3df353047,principal,Atividade Principal — Improvisação individual sobre base rítmica simples. Improvisação em duplas (pergunta e resposta). Improvisação coletiva sobre ostinato criado pela turma. Discussão: como foi improvisar? O que ajudou?,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
b0b830f1-5a6e-43b9-9f86-75d17b2771e7,0beed730-fa51-467d-9805-9415149ba916,alpha,Atividade App/Desafio Alpha — Gravar e postar no app um vídeo de grupo cantando/tocando uma música de louvor. Escrever legenda sobre o que a música representa e comentar em duas postagens de colegas.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
b4896334-d4ed-4612-8225-df38ee211681,c368b564-6704-4c95-9d82-b2672babead5,alpha,Atividade App/Desafio Alpha — Gravar vídeo tocando uma progressão simples (ex: C – F – G – C) com acompanhamento ou melodia. Postar no app e comentar em 2 vídeos de colegas.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
b5dd61c8-900c-4e68-89d9-fb5850962009,a7d5335f-94f1-4646-8bc4-cc0c4cd663ea,alpha,"Atividade App/Desafio Alpha — No app, postar uma foto ou vídeo pessoal do show e escrever uma mensagem de encerramento: o que mais aprendeu e o que deseja para o próximo ciclo.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
b60bcaff-c5bc-4595-8e34-d0fcd6fff1f5,59d864ba-84ca-47e1-b31d-b5819021a986,principal,"Atividade Principal — Mini-apresentações (individuais ou em duplas). Após cada apresentação, roda Alpha de feedback: cada colega fala algo positivo e uma sugestão construtiva.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
b7d4fe97-8f83-474a-b193-b66b2d841589,1f48497c-d8e0-4a9b-b9d1-75b3df353047,alpha,"Atividade App/Desafio Alpha — Gravar e postar no app uma improvisação de até 1 minuto (pode ser com voz, instrumento ou sons do corpo). Comentar em pelo menos 2 vídeos de colegas destacando criatividade e originalidade.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
baf21b99-10bf-4865-b017-50b273b8f5fb,b154f8a4-d7be-40b8-8bde-c64d409bde2b,principal,Dinâmica de nomes e expectativas — Cada aluno compartilha objetivo pessoal.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
bc771f5f-aa36-40b4-b16a-90d22f437abb,f925d0ab-4eb4-4502-aad5-5b617d0db260,alpha,"Atividade App/Desafio Alpha — Postar no app o vídeo musical criado em grupo (com bastidores, se possível). Escrever na legenda uma curiosidade sobre o processo e comentar em dois vídeos de colegas.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
be3b1d41-82a7-443b-8a30-474416fc88cd,59d864ba-84ca-47e1-b31d-b5819021a986,abertura,Abertura/Integração — Momento devocional breve sobre valorização do esforço. Dinâmica: cada aluno compartilha uma conquista musical até aqui.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
c055f195-836c-48b8-9666-5040d17902a3,2b58068f-1294-44e2-b9b9-365ef995372d,principal,"Atividade Principal — Grupos criam jogos de leitura, apresentam desafios, escrita musical de pequenos trechos para leitura.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
c3345e8b-db61-4b73-ab29-87a09c4c8f83,1e357f0c-44ee-4f3b-a39a-851d4f5220b6,abertura,Abertura/Integração — Roda musical: cada dupla/grupo apresenta um pequeno motivo melódico improvisado; conversa sobre o que é melodia e suas possibilidades.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
c35b3ca7-dea2-4102-a2d8-0923f9552910,1168d1e0-4f46-4970-876e-6dc5f2d1f21c,principal,Atividade Principal — Aprender uma canção tradicional japonesa (melodia e ritmo). Explorar arranjo coletivo com instrumentos disponíveis. Dinâmica de adaptação: como seria essa música em ritmo brasileiro?,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
c41ae6c8-a82f-4fe5-9c15-a755ce618a2b,9ae951f2-e006-4afd-a07e-1ad588afcd09,abertura,Abertura/Integração — Dinâmica auditiva: adivinhar notas desafinadas vs. afinadas; conversa sobre importância da escuta apurada.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
c93ffeaa-3c40-43d8-a4a0-c1898482b5ab,3d52bedb-3cb0-4ccc-86bf-6eddd4632364,alpha,"Atividade App/Desafio Alpha — Cada aluno ou grupo deve postar no app uma criação experimental (vídeo/áudio). Pode ser melodia, ritmo, som inusitado ou composição livre. Comentar em duas criações de colegas destacando o que achou mais interessante.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
cffa5f40-ea71-4c3e-8acd-c0aebb5a861d,053b763b-5606-42bc-b02a-a94364239a74,abertura,Abertura/Integração — Reflexão e devocional sobre união e propósito coletivo. Alinhamento do cronograma da apresentação final.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
d142c40a-6113-4d83-a9ac-26e5c085af49,b9d6f98c-1f40-42de-b346-0c5e18eac1f5,principal,"Atividade Principal — Jogo do Maestro: um lidera, grupo responde. Ritmos em Roda: cada um inventa padrão rítmico. Desafio: mudanças rápidas de ritmo. Dinâmica: subgrupos sincronizam ritmo complexo.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
d864e398-2e6f-4234-93d9-7ec10d1c7208,ec18f04f-e44f-4a0f-97d1-bb4eadb3931a,alpha,Atividade App/Desafio Alpha — Registrar no app um trecho do ensaio (vídeo curto ou áudio) e escrever um comentário sobre o que precisa melhorar. Interagir com pelo menos 2 colegas com dicas ou elogios.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
dd20f4a5-3d33-4189-84eb-71f755b0e8e0,fe1d98e4-3a4c-4cd2-a68e-b5b3a8e2e51c,principal,Atividade Principal — Ensaio dos grupos para a mini-apresentação; prática de repertório livremente escolhida pelo grupo; apresentação interna para a turma; cada grupo recebe feedback dos colegas e professor.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
df456e76-8173-4c6d-8f32-80b0671c0b9e,57abf3d9-0c1a-4903-a518-81d88c4b7544,alpha,Atividade App/Desafio Alpha — Cada aluno deve postar no app um resumo em vídeo (curto) do que mais aprendeu até agora e um ponto que quer melhorar. Comentar em pelo menos 2 vídeos de colegas.,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
e4554a03-1861-4322-a62b-2e412364131b,053b763b-5606-42bc-b02a-a94364239a74,alpha,"Atividade App/Desafio Alpha — No app, escrever um diário breve sobre o ensaio (pontos fortes e fracos) e compartilhar uma meta pessoal para o dia da apresentação. Comentar em dois relatos de colegas.",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
