id,aula_id,titulo,descricao,publico_alvo,criterios_avaliacao,criado_em,created_at,updated_at
a3ccc96a-3e99-4ec9-bb2a-ba08a8bd6bc7,ec18f04f-e44f-4a0f-97d1-bb4eadb3931a,Desafio Alpha — Aula 25: Ensaio Geral I,Poste no app um trecho do ensaio geral e escreva sobre o que precisa melhorar. Comente no mínimo em dois colegas.,aluno,Participação no ensaio coletivo; Pontualidade e disciplina durante o ensaio; Cumprimento do desafio Alpha; Contribuição para ajustes musicais,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
a55deab6-d621-4746-bb33-85d6fcb54d38,37b53845-821a-4d7e-9b13-2598e34a42ff,Desafio Alpha — Aula 3: Iniciação Instrumental I,"Grave um vídeo em casa segurando corretamente o instrumento e tirando o primeiro som (nota, acorde ou sequência simples). Comente no vídeo de outro colega com dica ou elogio.",aluno,Postura correta e cuidado com o instrumento; Participação ativa e engajamento nos exercícios; Cumprimento e postagem do desafio Alpha no app; Feedback positivo dado a pelo menos 1 colega,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
b5a8f7d2-2766-4e14-a7de-04c989b9713a,0beed730-fa51-467d-9805-9415149ba916,Desafio Alpha — Aula 23: Repertório Gospel e Louvor,"Grave e poste no app um vídeo cantando ou tocando uma música de louvor, escreva na legenda o que ela representa para você e comente em dois vídeos de colegas.",aluno,Participação ativa no louvor coletivo; Capacidade de adaptação ao arranjo em grupo; Cumprimento do desafio Alpha; Expressividade e integração musical,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
b8530153-1567-416a-929a-e859f7059143,86fcfcbc-59fb-4769-8435-8bc12d2ed432,Desafio Alpha — Aula 1: Som do Corpo e Ritmo Básico,"Grave um vídeo em casa criando um ritmo com sons do corpo (ou objetos domésticos), poste no app até a próxima aula e comente no vídeo de um colega.",aluno,Participação ativa na aula; Criatividade na criação dos sons/ritmos; Registro do desafio Alpha no app,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
bba254a3-d371-45de-8ebc-482457a85db1,14e59217-40f5-4163-b724-e911314d213a,Desafio Alpha — Aula 14: Oficina de Composição Coletiva,Poste no app um registro (áudio/vídeo) da música criada em grupo e comente em pelo menos uma música de outro grupo.,aluno,Participação ativa na criação coletiva; Originalidade e criatividade da composição; Integração e escuta em grupo; Cumprimento do desafio Alpha no app,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
d1e5d4df-ff8a-4081-b703-f43364e35d84,1168d1e0-4f46-4970-876e-6dc5f2d1f21c,Desafio Alpha — Aula 18: Músicas do Japão,Grave e poste no app um vídeo cantando ou tocando uma música japonesa aprendida na aula. Escreva uma curiosidade cultural na legenda e comente em outro vídeo.,aluno,Participação na prática de repertório multicultural; Interesse pela diversidade cultural; Cumprimento e postagem do desafio Alpha; Colaboração nos arranjos,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
d3ffd7f8-e717-4b67-842c-9ea76e3d63dc,b154f8a4-d7be-40b8-8bde-c64d409bde2b,Desafio Alpha — Aula 0: Aula Inaugural,"No app, poste uma apresentação rápida (texto, foto ou vídeo curto) contando seu objetivo musical no curso e comente em uma apresentação de colega.",aluno,Participação na integração; Configuração do acesso ao app; Interação no desafio inaugural,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
d6a00ade-52f1-4373-b6c2-eb80233622a0,2b58068f-1294-44e2-b9b9-365ef995372d,Desafio Alpha — Aula 7: Alfabetização Musical II,"Escreva, fotografe ou grave uma leitura rítmica criada por você ou pelo grupo, envie pelo app e comente em outro desafio.",aluno,Leitura correta das figuras/notação; Participação ativa nos jogos e leitura em grupo; Criação/postagem do desafio Alpha; Interação colaborativa com colegas,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
d93206f6-eeb7-4fdc-bc89-ececb06b9e1b,65e4f168-9b96-41e4-b0e7-a79d090fa7aa,Desafio Alpha — Aula 9: Repertório Brasileiro II,"Grave um vídeo tocando um novo arranjo brasileiro em grupo, poste no app com legenda explicando a região/estilo e comente no vídeo de outro grupo.",aluno,Participação e integração nos arranjos; Capacidade de tocar e variar repertório; Cumprimento e postagem do desafio Alpha; Contribuição para a integração do grupo,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
e1b030e0-ead9-4ce2-b563-0864f60397d7,494c3d0d-692b-4509-b90b-b92bd1345eb1,Desafio Alpha — Aula 28: Ensaio Final/Preparação Show,"No app, poste uma mensagem ou vídeo de motivação para os colegas, destacando o que mais o anima para o show. Comente em três colegas.",aluno,Pontualidade e foco no ensaio final; Postura de palco durante a simulação; Cumprimento do desafio Alpha; Integração e apoio entre os colegas,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
e8f1d6d0-b702-461a-8e75-d1c7e0cdfc86,053b763b-5606-42bc-b02a-a94364239a74,Desafio Alpha — Aula 26: Ensaio Geral II,"No app, escreva um diário sobre o ensaio (pontos fortes/fracos) e compartilhe uma meta pessoal para a apresentação. Comente em dois colegas.",aluno,Comprometimento no ensaio; Evolução desde o ensaio anterior; Cumprimento do desafio Alpha; Postura e disciplina coletiva,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
ee33b270-32ca-403c-bdf5-19d12c14f5ab,d5291adc-06b1-47d7-ba66-1735ec3c3a24,Desafio Alpha — Aula 6: Alfabetização Musical I,"Crie e poste no app um pequeno padrão rítmico (em vídeo ou escrito/fotografado), colaborando com um colega.",aluno,Reconhecimento de figuras rítmicas; Participação nos jogos de leitura; Criação e postagem do desafio Alpha no app; Colaboração com colega,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
efb08155-ece6-4297-8e00-812baf014863,2a1cd10b-89d2-45f0-a051-93cdf98bc888,Desafio Alpha — Aula 22: Oficina de Bandas/Duplas,"Poste no app um vídeo curto ensaiando ou apresentando sua música em dupla/banda, coloque o nome do grupo na legenda e comente em duas postagens de colegas.",aluno,Participação ativa na banda/dupla; Capacidade de colaboração musical; Cumprimento do desafio Alpha; Clareza no arranjo coletivo,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
f65e985e-fde4-415a-ba7b-3a3533f0ef06,f4ef0c67-c714-4152-a0c3-644d09d94d9d,Desafio Alpha — Aula 16: Tecnologia na Música,Grave e poste no app um loop ou trecho musical feito no celular/tablet e comente em duas criações de colegas.,aluno,Participação na criação digital; Capacidade de explorar recursos tecnológicos; Cumprimento e postagem do desafio Alpha; Colaboração em dupla,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
f660fce5-ca84-41e3-908a-f5a7195e097f,923053d3-e54a-4698-9517-a46397c0584c,Desafio Alpha — Aula 19: Arranjos Pop/TikTok,"Poste no app um vídeo do arranjo pop/TikTok criado em grupo, escreva o nome da música na legenda e comente em duas postagens de colegas.",aluno,Participação na criação do arranjo; Criatividade na adaptação musical; Cumprimento do desafio Alpha; Integração e colaboração em grupo,2025-12-09 19:11:21.597925,2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
