id,aula_id,criterio,created_at,updated_at
2470776c-4be2-4b6c-b8d0-0707bfa248d2,ec18f04f-e44f-4a0f-97d1-bb4eadb3931a,"""Contribuição para ajustes musicais""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
2596332e-7af0-43d8-a7d7-678c3daeb4ad,14e59217-40f5-4163-b724-e911314d213a,"""Participação ativa na criação coletiva""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
270f4ccf-7989-4cc0-9dea-e29adf3a2c06,d5291adc-06b1-47d7-ba66-1735ec3c3a24,"""Reconhecimento de figuras rítmicas""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
2abb2c63-747e-4734-b205-de1d5246ced9,9ae951f2-e006-4afd-a07e-1ad588afcd09,"""Cumprimento do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
2cf96410-191f-4980-b3cf-060a20f67163,86fcfcbc-59fb-4769-8435-8bc12d2ed432,"""Criatividade na criação dos sons/ritmos""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
2edf6898-ecb3-42dc-9e60-2b60de65e7d7,9ae951f2-e006-4afd-a07e-1ad588afcd09,"""Conhecimento sobre cuidados básicos""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
310851b2-f38e-4343-bbd7-b116b7f1e1c5,c23b8c68-a284-4c6d-82c8-8f54d00b3e00,"""Criatividade na escolha/combinação dos objetos""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
31803972-64ff-495d-853c-79666d98d765,494c3d0d-692b-4509-b90b-b92bd1345eb1,"""Integração e apoio entre os colegas""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
34036ac2-a70d-4c1b-9de2-8dfd7373ecaf,fe1d98e4-3a4c-4cd2-a68e-b5b3a8e2e51c,"""Expressão musical em grupo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
34fabe01-09ae-4694-b4ec-f409d9799b3e,1e357f0c-44ee-4f3b-a39a-851d4f5220b6,"""Criatividade e originalidade da melodia""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
34fb277b-ba4c-4e60-83f4-3bd014d6ecf9,5b8d46c4-0bed-4f6b-b743-615035679b6b,"""Participação na prática coletiva""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
3a392293-cf24-4bb4-b34e-d322447f2844,b9d6f98c-1f40-42de-b346-0c5e18eac1f5,"""Coordenação e resposta rápida nos jogos""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
3d634b6c-b85e-4d2d-8bbf-66a99b56169a,923053d3-e54a-4698-9517-a46397c0584c,"""Participação na criação do arranjo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
3f3bc908-5f6e-4e67-825c-01d714a5ebcd,c368b564-6704-4c95-9d82-b2672babead5,"""Cumprimento e postagem do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
4242dc3c-dabd-4cb8-9323-bd0f892d4398,f4ef0c67-c714-4152-a0c3-644d09d94d9d,"""Cumprimento e postagem do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
424eb650-0317-4a45-af95-8c4a66fb9270,b9d6f98c-1f40-42de-b346-0c5e18eac1f5,"""Cooperação/apoio entre os colegas""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
45216975-28f9-47ec-83ef-88969d99a974,0beed730-fa51-467d-9805-9415149ba916,"""Capacidade de adaptação ao arranjo em grupo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
47217cd0-9980-4830-8336-c5bbb2a70838,9ae951f2-e006-4afd-a07e-1ad588afcd09,"""Capacidade de afinar o instrumento corretamente""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
491261c3-8a29-4ad3-aa40-21291222fcb5,1168d1e0-4f46-4970-876e-6dc5f2d1f21c,"""Cumprimento e postagem do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
4cc4b1e4-5130-4490-ba28-c287fdc31c19,053b763b-5606-42bc-b02a-a94364239a74,"""Evolução desde o ensaio anterior""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
4d0f2ee7-e1a2-439f-8c4e-7a89445318a4,923053d3-e54a-4698-9517-a46397c0584c,"""Cumprimento do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
4d80a86a-5d54-4e25-90b2-2387f7b9966a,9ae951f2-e006-4afd-a07e-1ad588afcd09,"""Atenção à escuta e manutenção""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
4e46de52-a9d4-43df-b12d-ed37ce55e033,0beed730-fa51-467d-9805-9415149ba916,"""Participação ativa no louvor coletivo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
4ffffec9-0086-46e7-ac55-8f3629a1c3ba,59d864ba-84ca-47e1-b31d-b5819021a986,"""Clareza e respeito no feedback""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
516a86bf-e16e-4d46-9013-2489afecf4a2,c368b564-6704-4c95-9d82-b2672babead5,"""Participação na prática coletiva""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
517c201c-12dd-4da1-b9ab-d87f3a685b47,b154f8a4-d7be-40b8-8bde-c64d409bde2b,"""Participação na integração""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
51979a44-71e7-42c5-8f92-2cbd1477a9eb,d5414bcb-4d76-4cb0-bf0a-8f166cca5b47,"""Cumprimento e postagem do desafio Alpha no app""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
533c7720-3145-4fb8-8a4e-ecf6cdd43a4f,1e357f0c-44ee-4f3b-a39a-851d4f5220b6,"""Cumprimento e postagem do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
58d5f764-ddcd-40fa-8d72-f11e149b06f4,c23b8c68-a284-4c6d-82c8-8f54d00b3e00,"""Cumprimento e postagem do desafio Alpha no app""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
58d63452-3094-451a-aeaa-278aa4adfb4f,fe1d98e4-3a4c-4cd2-a68e-b5b3a8e2e51c,"""Participação e preparação para apresentação""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
5dafe90d-7e21-41c2-985d-2efa9915fe8e,37b53845-821a-4d7e-9b13-2598e34a42ff,"""Participação ativa e engajamento nos exercícios""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
6021b232-9961-4474-b32c-f2397982714e,fe1d98e4-3a4c-4cd2-a68e-b5b3a8e2e51c,"""Cumprimento do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
60d68ed0-a27c-4367-9631-d782d23699b1,d5414bcb-4d76-4cb0-bf0a-8f166cca5b47,"""Postura e técnica durante a execução""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
6164bd0d-3b5b-4fd9-8696-4fdbd03e8c8a,f925d0ab-4eb4-4502-aad5-5b617d0db260,"""Participação na produção do vídeo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
647dd813-172b-4979-ae32-356953a4cbed,b9d6f98c-1f40-42de-b346-0c5e18eac1f5,"""Participação ativa em grupo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
6609fd99-25d6-4bee-a874-7289fe3bb13c,ec18f04f-e44f-4a0f-97d1-bb4eadb3931a,"""Participação no ensaio coletivo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
6a9c48e4-f7f9-4316-9077-7a6bc1692247,59d864ba-84ca-47e1-b31d-b5819021a986,"""Capacidade de autoavaliação""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
6ea00226-ec45-41b0-b520-10869c800fe0,a7d5335f-94f1-4646-8bc4-cc0c4cd663ea,"""Participação ativa no show""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
6fbf7827-2dde-4bde-a79f-7385451b2a01,3d52bedb-3cb0-4ccc-86bf-6eddd4632364,"""Compartilhamento no app""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
71306dc2-4223-4fcf-bb59-6d37a3caf20d,d5291adc-06b1-47d7-ba66-1735ec3c3a24,"""Criação e postagem do desafio Alpha no app""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
72b7a5c5-6527-49cd-85f1-4da7365069be,5b8d46c4-0bed-4f6b-b743-615035679b6b,"""Cumprimento e postagem do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
7452819f-ad14-44ed-8906-582ab7d30055,3d52bedb-3cb0-4ccc-86bf-6eddd4632364,"""Originalidade e liberdade criativa""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
769a3bfe-714b-4050-9828-e569231252e9,3d52bedb-3cb0-4ccc-86bf-6eddd4632364,"""Capacidade de dar feedback positivo aos colegas""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
78633fb7-fe39-45d3-a917-f448a989e1c9,d5414bcb-4d76-4cb0-bf0a-8f166cca5b47,"""Coordenação e escuta ao tocar em grupo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
792910c5-4cba-459f-ae20-6715bfe473b7,37b53845-821a-4d7e-9b13-2598e34a42ff,"""Feedback positivo dado a pelo menos 1 colega""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
79ca09b2-b876-45ff-b3d2-2f958af5df4b,a7d5335f-94f1-4646-8bc4-cc0c4cd663ea,"""Cumprimento do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
7fb4b395-8ddd-425f-ae9b-79e3b1653eb4,14e59217-40f5-4163-b724-e911314d213a,"""Originalidade e criatividade da composição""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
83116d21-df30-47a3-9ef5-ef91004c33de,0beed730-fa51-467d-9805-9415149ba916,"""Cumprimento do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
846aec2f-4657-4d00-acea-710241c30784,2b58068f-1294-44e2-b9b9-365ef995372d,"""Interação colaborativa com colegas""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
848b8dc6-dad5-4dec-86ea-e553db7d99d9,a7d5335f-94f1-4646-8bc4-cc0c4cd663ea,"""Expressividade artística""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
88521534-2730-4bae-89b7-37230a8084cc,f925d0ab-4eb4-4502-aad5-5b617d0db260,"""Cumprimento do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
88d801e8-7e5d-426c-b885-a829e260b622,fe1d98e4-3a4c-4cd2-a68e-b5b3a8e2e51c,"""Capacidade de dar e receber feedback construtivo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
8a1c415c-8186-48b9-b87b-22bedc4d5f96,86fcfcbc-59fb-4769-8435-8bc12d2ed432,"""Registro do desafio Alpha no app""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
8d1bfaf5-cf5e-4cdc-a506-c675da1bec61,1f48497c-d8e0-4a9b-b9d1-75b3df353047,"""Colaboração e respeito ao improviso do colega""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
8f28ad9e-7096-45da-808f-4c6b3c13ccf5,57abf3d9-0c1a-4903-a518-81d88c4b7544,"""Capacidade de identificar aprendizados e dificuldades""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
9020b9a5-0ffc-49bf-be48-d859ffe06796,65e4f168-9b96-41e4-b0e7-a79d090fa7aa,"""Capacidade de tocar e variar repertório""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
9272767f-762e-419d-bca8-f7696ae8d993,59d864ba-84ca-47e1-b31d-b5819021a986,"""Participação nas mini-apresentações""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
9405e9f9-6213-43a3-b8fd-f84d9dca25b5,65e4f168-9b96-41e4-b0e7-a79d090fa7aa,"""Contribuição para a integração do grupo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
956e7ce3-ffa7-4000-9f50-17d8bdfcc5c9,f4ef0c67-c714-4152-a0c3-644d09d94d9d,"""Participação na criação digital""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
96f3c139-791f-44c2-ae9e-f2ce52fbf982,c368b564-6704-4c95-9d82-b2672babead5,"""Identificação de acordes maiores e menores""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
971e6bdb-307e-4359-8932-f7df9692a321,65e4f168-9b96-41e4-b0e7-a79d090fa7aa,"""Participação e integração nos arranjos""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
9796ee58-be85-4762-9ec2-81656faf04ea,57abf3d9-0c1a-4903-a518-81d88c4b7544,"""Cumprimento do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
9aff6e87-2e15-475a-a7dc-250ed76a7882,1168d1e0-4f46-4970-876e-6dc5f2d1f21c,"""Interesse pela diversidade cultural""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
a151e4f3-1a8f-42ad-adab-686dcc4293cd,5b8d46c4-0bed-4f6b-b743-615035679b6b,"""Capacidade de tocar diferentes estilos""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
a1847cef-def4-472c-abd0-800e17752690,f925d0ab-4eb4-4502-aad5-5b617d0db260,"""Criatividade no audiovisual""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
a31dd6f9-f4ad-4292-a3d1-380c34716674,2a1cd10b-89d2-45f0-a051-93cdf98bc888,"""Clareza no arranjo coletivo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
a47d789a-81a4-4301-9ef7-8eddca972586,923053d3-e54a-4698-9517-a46397c0584c,"""Criatividade na adaptação musical""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
a979b3c8-35df-449e-a874-7411eba383e9,2a1cd10b-89d2-45f0-a051-93cdf98bc888,"""Participação ativa na banda/dupla""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
abecc6fc-a02f-41c3-ab67-1510ca1fd146,f925d0ab-4eb4-4502-aad5-5b617d0db260,"""Colaboração entre colegas""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
aca1a21d-3398-4584-9a33-209676a7460c,1168d1e0-4f46-4970-876e-6dc5f2d1f21c,"""Participação na prática de repertório multicultural""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
af6154f4-c276-4e5c-9b97-659dc3656719,1e357f0c-44ee-4f3b-a39a-851d4f5220b6,"""Capacidade de comentar construtivamente em outro trabalho""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
afc13451-49bc-4cd4-8667-c57cf7391403,a7d5335f-94f1-4646-8bc4-cc0c4cd663ea,"""Integração com colegas e comunidade""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
b3676a56-9e0f-48bf-82b1-0260dfc8a48e,86fcfcbc-59fb-4769-8435-8bc12d2ed432,"""Participação ativa na aula""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
b514f0cb-9cef-4d51-b430-5102035b4fd3,494c3d0d-692b-4509-b90b-b92bd1345eb1,"""Cumprimento do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
b929168e-13f1-4232-9075-b22a2c673065,c368b564-6704-4c95-9d82-b2672babead5,"""Execução de progressão simples""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
b9fa5e6a-68d5-48bd-a43d-157c20e4daab,1168d1e0-4f46-4970-876e-6dc5f2d1f21c,"""Colaboração nos arranjos""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
bd3df804-17dd-4b9e-9542-202ec1f5861b,f4ef0c67-c714-4152-a0c3-644d09d94d9d,"""Capacidade de explorar recursos tecnológicos""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
c2836897-96b5-4af8-8a92-25b047f1e34b,2b58068f-1294-44e2-b9b9-365ef995372d,"""Participação ativa nos jogos e leitura em grupo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
c37fac7d-3f89-495a-89ce-eddae1d500a3,59d864ba-84ca-47e1-b31d-b5819021a986,"""Cumprimento do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
c4e5681a-0bdf-4341-b325-1c137e4424c7,2a1cd10b-89d2-45f0-a051-93cdf98bc888,"""Capacidade de colaboração musical""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
c5733fd4-202c-49b8-b5c3-3163883a85dd,65e4f168-9b96-41e4-b0e7-a79d090fa7aa,"""Cumprimento e postagem do desafio Alpha""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
ca089fe4-f350-4f6a-bb91-a056a2054973,053b763b-5606-42bc-b02a-a94364239a74,"""Comprometimento no ensaio""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
d294dcb6-98f8-4cdc-b6ba-502f1585a80f,494c3d0d-692b-4509-b90b-b92bd1345eb1,"""Pontualidade e foco no ensaio final""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
d51ce178-02a6-4dcf-9d6c-a4091dc2caa0,14e59217-40f5-4163-b724-e911314d213a,"""Integração e escuta em grupo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
dba54f61-151b-43b5-af06-4bcf4bd3df58,d5291adc-06b1-47d7-ba66-1735ec3c3a24,"""Colaboração com colega""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
ddffd87d-267f-46b0-b4f4-874539b36a36,57abf3d9-0c1a-4903-a518-81d88c4b7544,"""Participação na revisão coletiva""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
e007f948-d3fc-47e3-a4d0-a7c534caf50b,923053d3-e54a-4698-9517-a46397c0584c,"""Integração e colaboração em grupo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
e1ce8ccc-4d30-4bd5-ae40-bf14ff0662d0,5b8d46c4-0bed-4f6b-b743-615035679b6b,"""Colaboração nos arranjos""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
e1dc328c-cff1-45d6-b52a-ad4598b3a586,b9d6f98c-1f40-42de-b346-0c5e18eac1f5,"""Cumprimento e postagem do desafio Alpha no app""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
e30d0424-51a5-44ba-a89e-758f7e725488,ec18f04f-e44f-4a0f-97d1-bb4eadb3931a,"""Pontualidade e disciplina durante o ensaio""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
e68483f6-170b-4ee7-b873-b81787e35e40,57abf3d9-0c1a-4903-a518-81d88c4b7544,"""Contribuição no feedback coletivo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
e7d0d46a-a907-4e3b-818a-d2d394de1732,d5291adc-06b1-47d7-ba66-1735ec3c3a24,"""Participação nos jogos de leitura""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
e8274488-ed34-4290-8dbe-3e4394039b91,37b53845-821a-4d7e-9b13-2598e34a42ff,"""Cumprimento e postagem do desafio Alpha no app""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
e88d46bf-612c-4c1c-9397-e90aa31cbaab,b154f8a4-d7be-40b8-8bde-c64d409bde2b,"""Configuração do acesso ao app""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
e9562cc2-ed17-4770-8e62-dad88b6626d2,14e59217-40f5-4163-b724-e911314d213a,"""Cumprimento do desafio Alpha no app""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
ebf8d04a-ff75-4127-8e87-8db4ef661b84,eb103e6c-7aa9-43ab-8b2e-ac7dfcde918f,"""Integração e sincronia em grupo""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
f9e6f6ab-ebbe-4e69-afcf-2de2440b4d68,d5414bcb-4d76-4cb0-bf0a-8f166cca5b47,"""Engajamento e incentivo ao colega""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
fbd38d34-a573-424a-94f9-1a6ad30b2f12,eb103e6c-7aa9-43ab-8b2e-ac7dfcde918f,"""Participação nos ensaios""",2025-12-16 00:06:50.606873+00,2025-12-16 00:06:50.606873+00
