id,codigo,titulo,descricao,subtitulo,objetivos,tipo,tipo_desafio,categoria,dificuldade,metodologia_id,pontos_base,pontos_recompensa,pontos_bonus,badge_id,criterios_conclusao,criterios_avaliacao,recursos_necessarios,prazo_dias,data_inicio,data_fim,dias_bonus_velocidade,imagem_url,icone,cor_tematica,ordem,ordem_exibicao,ativo,visivel_para,limite_participantes,total_participantes,total_concluintes,created_at,updated_at
3b022055-f164-42ee-8d4c-8d53f3dbf660,VIDEO-001,Apresentação Musical em Vídeo,Grave-se tocando e se apresentando.,Mostre sua postura e presença! Filme pelo menos 30 segundos.,"[""Demonstrar postura correta"",""Apresentar-se musicalmente"",""Desenvolver presença de palco""]",mensal,mensal,pratica,1,5122d3b5-3f1e-4cb0-bc9b-ff6e140a51a2,200,200,0,,"{""tipo"": ""video"", ""tarefas"": [{""id"": ""t1"", ""texto"": ""Preparar apresentação"", ""concluida"": false}, {""id"": ""t2"", ""texto"": ""Gravar vídeo"", ""concluida"": false}, {""id"": ""t3"", ""texto"": ""Enviar para avaliação"", ""concluida"": false}], ""duracao_minima"": 30}",,,14,,,,,📹,,21,21,true,todos,,0,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
3bde9cc9-89c0-404a-b66d-4d2ca6f721f2,AUDIO-006,Escala Cromática,Toque uma oitava cromática (12 semitons) com precisão. Desafio de técnica!,,,pratico,audio,tecnica,3,8622a0d3-c389-47bf-a3a9-843bfcc293a2,200,200,0,,"{""aula_requisito"": 10, ""tipo_evidencia"": ""audio""}",,,14,,,,,,,16,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
3eaa54ce-d883-4340-ad2e-ae3d92e2879d,AUDIO-011,Controle de Dinâmica,Toque uma melodia simples alternando entre piano (suave) e forte. Demonstre controle!,,,pratico,audio,expressao,2,8622a0d3-c389-47bf-a3a9-843bfcc293a2,150,150,0,,"{""aula_requisito"": 13, ""tipo_evidencia"": ""audio""}",,,10,,,,,,,21,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
3f5db3f2-5248-4812-9726-f433f54f4848,AUDIO-009,Acorde Quebrado de Dó Maior,"Toque as notas do acorde de Dó Maior em sequência (arpejo), subindo e descendo.",,,pratico,audio,tecnica,2,8622a0d3-c389-47bf-a3a9-843bfcc293a2,150,150,0,,"{""aula_requisito"": 11, ""tipo_evidencia"": ""audio""}",,,10,,,,,,,19,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
4379056d-d446-4a1d-9fba-daed126e091f,AUDIO-004,Arpejo de Dó Maior,Toque o arpejo de Dó Maior (Dó-Mi-Sol-Dó).,Foque em clareza e afinação. Transições suaves entre as notas.,"[""Executar arpejo"",""Controlar transições"",""Demonstrar clareza""]",semanal,semanal,pratica,2,8622a0d3-c389-47bf-a3a9-843bfcc293a2,150,150,0,,"{""tipo"": ""audio"", ""tarefas"": [{""id"": ""t1"", ""texto"": ""Gravar arpejo"", ""concluida"": false}]}",,,7,,,,,🎶,,14,14,true,todos,,0,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
45a0deb8-fe6d-4b90-b7cc-ab9c9f6d4950,QUIZ-001,Teoria Musical Básica,"Quiz sobre fundamentos da música: notas, claves, figuras rítmicas.",Responda 3 questões de múltipla escolha. Mínimo 2 acertos para passar.,"[""Identificar elementos básicos da notação musical"",""Reconhecer figuras rítmicas"",""Compreender a pauta musical""]",semanal,semanal,onboarding,1,a5a5b85d-bace-4415-90bb-01c80cb1564c,100,100,0,,"{""questoes"": [{""opcoes"": [""3"", ""4"", ""5"", ""6""], ""correta"": 2, ""pergunta"": ""Quantas linhas tem uma pauta musical?"", ""explicacao"": ""Uma pauta musical tem 5 linhas e 4 espaços. As notas são escritas nas linhas e nos espaços, formando a base da notação musical ocidental.""}, {""opcoes"": [""Semibreve"", ""Mínima"", ""Semínima"", ""Colcheia""], ""correta"": 2, ""pergunta"": ""Qual figura vale 1 tempo?"", ""explicacao"": ""A semínima vale 1 tempo (1 batida). A semibreve vale 4 tempos, a mínima 2 tempos, e a colcheia 1/2 tempo (meio tempo).""}, {""opcoes"": [""5"", ""7"", ""8"", ""12""], ""correta"": 1, ""pergunta"": ""Quantas notas musicais existem?"", ""explicacao"": ""Existem 7 notas musicais naturais: Dó, Ré, Mi, Fá, Sol, Lá e Si. Com os acidentes (sustenidos e bemóis), temos 12 semitons na escala cromática, mas apenas 7 notas naturais.""}], ""aula_requisito"": 0, ""minimo_acertos"": 2, ""tempo_limite_minutos"": 15}",,,7,,,,,📝,,1,1,true,todos,,1,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
4a7efa31-c005-4d9c-9298-613a46b1634a,AUDIO-002,"Toque ""Parabéns pra Você""",Interprete a melodia clássica de aniversário.,Sua primeira música completa! Foque em fluidez e expressividade.,"[""Interpretar melodia simples"",""Demonstrar expressividade"",""Controlar dinâmica""]",semanal,semanal,pratica,1,8622a0d3-c389-47bf-a3a9-843bfcc293a2,150,150,0,,"{""tipo"": ""audio"", ""tarefas"": [{""id"": ""t1"", ""texto"": ""Praticar a melodia"", ""concluida"": false}, {""id"": ""t2"", ""texto"": ""Gravar performance"", ""concluida"": false}]}",,,7,,,,,🎂,,12,12,true,todos,,0,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
4ef345f1-653d-4f42-ad12-474df6c8e86e,QUIZ-007,Compassos e Fórmulas de Tempo,"Identifique compassos binários, ternários e quaternários. Leia fórmulas de compasso!",,,quiz,quiz,teoria,2,a5a5b85d-bace-4415-90bb-01c80cb1564c,150,150,0,,"{""questoes"": [{""opcoes"": [""4 tempos por compasso, semínima = 1 tempo"", ""4 compassos por música"", ""4 notas por compasso"", ""4 instrumentos""], ""correta"": 0, ""pergunta"": ""O que significa a fórmula de compasso 4/4?"", ""explicacao"": ""4/4 significa: 4 tempos por compasso (número de cima) e a semínima vale 1 tempo (número de baixo = 4). É o compasso mais comum na música popular.""}, {""opcoes"": [""2 tempos"", ""3 tempos"", ""4 tempos"", ""6 tempos""], ""correta"": 1, ""pergunta"": ""Quantos tempos tem um compasso 3/4?"", ""explicacao"": ""Compasso 3/4 tem 3 tempos por compasso. É o compasso característico da valsa. A semínima continua valendo 1 tempo.""}, {""opcoes"": [""Ternário"", ""Binário"", ""Quaternário"", ""Quinário""], ""correta"": 1, ""pergunta"": ""Qual tipo de compasso é o 2/4?"", ""explicacao"": ""2/4 é binário (2 tempos por compasso). Comum em marchas e polcas. Binário = 2 tempos, Ternário = 3 tempos, Quaternário = 4 tempos.""}, {""opcoes"": [""Com duas claves"", ""Cada tempo se divide em 3"", ""Com pausas"", ""Com muitas notas""], ""correta"": 1, ""pergunta"": ""O que é um compasso composto?"", ""explicacao"": ""No compasso composto, cada tempo se divide em 3 partes (ternário). Exemplo: 6/8 (2 tempos compostos). No simples, cada tempo se divide em 2.""}], ""aula_requisito"": 12, ""minimo_acertos"": 2}",,,10,,,,,,,7,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
4fa1c470-fd80-4b87-b356-41fb56e939f6,VIDEO-004,Apresentação para Família,Filme-se tocando para sua família. Pratique performance com público!,,,performance,video,apresentacao,2,5122d3b5-3f1e-4cb0-bc9b-ff6e140a51a2,200,200,0,,"{""aula_requisito"": 12, ""tipo_evidencia"": ""video""}",,,14,,,,,,,29,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
54654c4b-2ebb-484f-a068-4111d7c518f2,AUDIO-010,Interprete uma MPB,Toque um trecho de uma música popular brasileira de sua escolha. Explore a brasilidade!,,,pratico,audio,repertorio,3,68632b58-86b0-44e7-becc-69099e78764d,200,200,0,,"{""aula_requisito"": 20, ""tipo_evidencia"": ""audio""}",,,14,,,,,,,20,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
55fb1327-1a05-4aaa-b125-8c5f52307aff,TEXTO-002,Seu Compositor Favorito,Pesquise e escreva sobre um compositor que você admira.,Mínimo 300 palavras. Explique por que ele é especial.,"[""Pesquisar compositor"",""Analisar obra musical"",""Desenvolver senso crítico""]",semanal,semanal,aprendizado,2,28ff3697-1df2-48a6-a961-2f10054a3720,150,150,0,,"{""tipo"": ""texto"", ""tarefas"": [{""id"": ""t1"", ""texto"": ""Pesquisar compositor"", ""concluida"": false}, {""id"": ""t2"", ""texto"": ""Escrever análise (mín. 300 palavras)"", ""concluida"": false}], ""palavras_minimo"": 300}",,,7,,,,,📚,,32,32,true,todos,,0,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
62ee05c6-7c38-4f18-94ab-950b96471361,QUIZ-004,Escalas Maiores,Identifique a estrutura das escalas maiores.,Quiz intermediário sobre teoria de escalas.,"[""Compreender estrutura de escalas maiores"",""Identificar padrões de tons e semitons""]",mensal,mensal,aprendizado,3,8622a0d3-c389-47bf-a3a9-843bfcc293a2,200,200,0,,"{""questoes"": [{""opcoes"": [""T-T-S-T-T-T-S"", ""T-S-T-T-S-T-T"", ""S-T-T-T-S-T-T"", ""T-T-T-S-T-T-S""], ""correta"": 0, ""pergunta"": ""Qual é a fórmula de tons de uma escala maior?"", ""explicacao"": ""A escala maior segue: Tom-Tom-Semitom-Tom-Tom-Tom-Semitom (T-T-S-T-T-T-S). Esta fórmula pode ser aplicada a partir de qualquer nota.""}, {""opcoes"": [""Nenhum"", ""1 sustenido (Fá#)"", ""2 sustenidos"", ""3 sustenidos""], ""correta"": 1, ""pergunta"": ""Quantos sustenidos tem a escala de Sol Maior?"", ""explicacao"": ""Sol Maior tem 1 sustenido: Fá#. A sequência é: Sol, Lá, Si, Dó, Ré, Mi, Fá#, Sol.""}, {""opcoes"": [""Sol Maior"", ""Ré Maior"", ""Dó Maior"", ""Fá Maior""], ""correta"": 2, ""pergunta"": ""Qual escala maior não tem acidentes?"", ""explicacao"": ""Dó Maior é a única escala maior sem sustenidos ou bemóis: Dó, Ré, Mi, Fá, Sol, Lá, Si, Dó. Por isso é geralmente a primeira escala ensinada.""}, {""opcoes"": [""Decoração na partitura"", ""Sustenidos ou bemóis no início"", ""Tipo de clef"", ""Símbolo de tempo""], ""correta"": 1, ""pergunta"": ""O que é uma armadura de clave?"", ""explicacao"": ""A armadura de clave são os sustenidos ou bemóis escritos logo após a clave, indicando a tonalidade da música (qual escala está sendo usada).""}], ""aula_requisito"": 6, ""minimo_acertos"": 3}",,,14,,,,,🎹,,4,4,true,todos,,1,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
62f312fa-39da-451e-a49b-d292b6e7b1da,QUIZ-005,Acordes e Harmonia Básica,"Tríades maiores, menores e formação de acordes.",Essencial para compreender harmonia!,"[""Formar acordes básicos"",""Identificar tríades maiores e menores"",""Compreender harmonia""]",mensal,mensal,aprendizado,3,8622a0d3-c389-47bf-a3a9-843bfcc293a2,200,200,0,,"{""questoes"": [{""opcoes"": [""2 notas"", ""3 notas"", ""4 notas"", ""5 notas""], ""correta"": 1, ""pergunta"": ""Quantas notas formam uma tríade?"", ""explicacao"": ""Uma tríade é formada por 3 notas: fundamental, terça e quinta. É o acorde básico da harmonia tradicional.""}, {""opcoes"": [""A fundamental"", ""A terça"", ""A quinta"", ""A sétima""], ""correta"": 1, ""pergunta"": ""O que torna um acorde maior ou menor?"", ""explicacao"": ""A terça define se o acorde é maior ou menor. Terça maior (2 tons) = acorde maior. Terça menor (1,5 tons) = acorde menor.""}, {""opcoes"": [""Dó-Ré-Mi"", ""Dó-Mi-Sol"", ""Dó-Fá-Sol"", ""Dó-Mi-Lá""], ""correta"": 1, ""pergunta"": ""Quais são as notas do acorde de Dó Maior?"", ""explicacao"": ""Dó Maior = Dó (fundamental) + Mi (terça maior) + Sol (quinta justa). Estas três notas formam a tríade de Dó Maior.""}, {""opcoes"": [""Tocar ao contrário"", ""Mudar a nota mais grave"", ""Acorde em outra oitava"", ""Acorde sustenido""], ""correta"": 1, ""pergunta"": ""O que significa \""inversão de acorde\""?"", ""explicacao"": ""Inversão é quando mudamos qual nota está no baixo (mais grave). Na posição fundamental, a fundamental está embaixo. Na 1ª inversão, a terça fica no baixo.""}], ""aula_requisito"": 8, ""minimo_acertos"": 3}",,,14,,,,,🎸,,5,5,true,todos,,1,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
687eb143-9df4-402d-9e5e-34c24c59753c,VIDEO-007,Mini Recital - 3 Músicas,Grave um mini recital com 3 músicas diferentes. Demonstre versatilidade!,,,performance,video,recital,5,5122d3b5-3f1e-4cb0-bc9b-ff6e140a51a2,500,500,0,,"{""aula_requisito"": 32, ""duracao_minima"": 180, ""tipo_evidencia"": ""video""}",,,45,,,,,,,32,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
7bb4c394-cca2-480b-854c-14de626ad8a6,TEXTO-001,O que Música Significa para Você?,Escreva sobre o que a música representa em sua vida.,Mínimo 200 palavras. Seja honesto e profundo.,"[""Refletir sobre música"",""Expressar-se por escrito"",""Desenvolver autoconsciência""]",diario,diario,onboarding,1,a8a09c03-0771-4b2a-911b-8a357f312b63,100,100,0,,"{""tipo"": ""texto"", ""tarefas"": [{""id"": ""t1"", ""texto"": ""Escrever reflexão (mín. 200 palavras)"", ""concluida"": false}], ""palavras_minimo"": 200}",,,7,,,,,✍️,,31,31,true,todos,,0,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
