id,nome,categoria,descricao,imagem_url,ativo,ordem_exibicao,criado_em,historia,origem,familia_instrumental,material_principal,tecnica_producao_som,dificuldade_aprendizado,anatomia_partes,curiosidades,created_at,updated_at,deleted_at
34f9e29b-3d22-464a-b31c-c3f4fbb73328,Agogô,Percussão,"Duas campânulas de metal unidas. Som agudo e marcante, usado no samba e candomblé.",https://images.unsplash.com/photo-1590736969955-71cc94901144?w=1200&q=80,true,304,2025-10-27 13:31:23.180063,"Instrumento de origem iorubá, essencial no samba e na música afro-brasileira. Tem duas ou mais campânulas.",África/Brasil,Percussão de Metal,Metal (ferro/aço),Baqueta,Iniciante,{},"[""Nome vem do iorubá: agogô = sino"", ""Usado extensivamente por Airto Moreira"", ""Essencial nas baterias de escola de samba""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
35aff373-706c-47d8-8004-d8edcddb1e0c,Baixo,corda,"🎸 Instrumento de cordas elétrico, essencial para linhas de baixo em diversos estilos musicais.",https://images.unsplash.com/photo-1612225330812-0bcb36db11e1?w=1200&q=80,true,7,2025-05-30 00:04:22.250942,"O baixo elétrico foi desenvolvido no século XX, tendo Leo Fender como um de seus criadores em 1951. Tornou-se o alicerce rítmico e harmônico de bandas em estilos como rock, funk, jazz e pop.",Estados Unidos,Cordas,"Madeira (corpo e braço), metal (cordas), componentes eletrônicos",Vibração das cordas amplificada por captadores elétricos.,iniciante,"{""corpo"": ""estrutura de madeira com captadores"", ""ponte"": ""suporte das cordas"", ""braço"": ""com trastes e escala"", ""headstock"": ""com tarraxas""}","[""Criado por Leo Fender em 1951"", ""Possui normalmente 4 cordas afinadas em quartas"", ""Base fundamental das bandas modernas""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
35da6877-2528-4f37-9ab4-b44893ad1dbf,Corne Inglês,Sopro,"Oboé contralto, mais grave e com som mais aveludado. Não é inglês nem tem forma de corno.",https://images.unsplash.com/photo-1618846835584-5e0c2e0362e7?w=1200&q=80,true,46,2025-10-27 13:31:23.180063,Famoso pelo solo na abertura do Guilherme Tell de Rossini. Dvorák o usou na Sinfonia do Novo Mundo.,"Europa, século XVIII",Madeiras,Madeira (grenadilha),Palheta dupla,Avançado,{},"[""O nome é um mistério - não é inglês e não tem forma de corno"", ""Dvorák escreveu solos lindos para ele na Sinfonia do Novo Mundo"", ""Soa uma quinta abaixo do oboé""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
36040329-1aa6-428a-ad39-cd85de03493e,Acordeão,Teclado,"Instrumento de teclas com fole, usado em música folclórica mundial. Som nostálgico do tango, forró e música francesa.",https://images.unsplash.com/photo-1605020420620-20c943cc4669?w=1200&q=80,true,403,2025-10-27 13:32:39.156989,Dominguinhos e Luiz Gonzaga o tornaram símbolo do forró. Astor Piazzolla revolucionou o tango com o bandoneón.,"Alemanha, 1822",Aerofone de Palheta Livre,Metal + madeira + couro,Sopro do fole em palhetas,Intermediário,{},"[""Luiz Gonzaga e Dominguinhos são mestres brasileiros"", ""Astor Piazzolla usava bandoneón (versão argentina)"", ""É usado mundialmente em música folclórica""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
36b9d36d-f65b-4ba1-89be-4ab3707e874c,Fagote,sopro,"🎶 Instrumento de sopro da família das madeiras, de som grave e encorpado, utilizado em orquestras e música de câmara.",https://images.unsplash.com/photo-1565551808976-d3b5e03f8a09?w=1200&q=80,true,12,2025-05-30 00:04:22.250942,"O fagote surgiu no período renascentista, evoluindo de instrumentos como a dulciana. Tornou-se essencial em orquestras sinfônicas por seu timbre único e capacidade de cobrir linhas graves e melódicas.",Europa,Madeiras,Madeira (geralmente bordo) com chaves de metal,Sopro através de palheta dupla que faz vibrar a coluna de ar no tubo.,avancado,"{""tubo"": ""comprido e dobrado"", ""chaves"": ""múltiplas chaves para controle das notas"", ""palheta"": ""palheta dupla acoplada ao tudel""}","[""Um dos maiores instrumentos das madeiras"", ""Tem extensão de mais de 2 metros quando desenrolado"", ""Usado para linhas graves e efeitos cômicos em orquestra""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
3702e3f9-bc82-42b6-ae32-c770081b3ec2,Congas,Percussão,"Par ou trio de tambores afro-cubanos de diferentes alturas. Essenciais na salsa, rumba e música latina.",https://images.unsplash.com/photo-1541689592655-f5f52825a3b8?w=1200&q=80,true,201,2025-10-27 13:30:13.154686,Desenvolvidas em Cuba a partir de tambores africanos. Mongo Santamaría e Tito Puente são mestres das congas.,"Cuba, século XIX",Percussão de Mão,Madeira/fibra + pele,Percussão com as mãos,Intermediário,{},"[""Mongo Santamaría compôs o hit Watermelon Man"", ""Geralmente são usadas em set de 2 ou 3"", ""Giovanni Hidalgo é considerado o maior conguero vivo""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
3957c464-86dc-4aa2-9f09-57b5eb2a6c6a,Zabumba,Percussão,Tambor grande de duas pel es tocado com baqueta e mão. Base rítmica do forró nordestino.,https://images.unsplash.com/photo-1519892300165-cb5542fb47c7?w=1200&q=80,true,302,2025-10-27 13:31:23.180063,Essencial no forró e baião. Luiz Gonzaga a popularizou. Tocada com baqueta em um lado e mão no outro.,Nordeste do Brasil,Percussão de Membrana,Madeira + pele,Baqueta + mão,Iniciante,{},"[""Luiz Gonzaga a tornou símbolo do forró"", ""Tocada com baqueta na direita e mão na esquerda"", ""É a batida que define o baião""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
3e02292d-bd2f-46ed-9b9e-a0c8b0acd996,Drum Machine,Eletrônico,"Bateria eletrônica programável. Definiu o som do hip-hop, house e música eletrônica.",https://images.unsplash.com/photo-1519892300165-cb5542fb47c7?w=1200&q=80,true,502,2025-10-27 13:32:55.628612,Roland TR-808 é a mais icônica. Afrika Bambaataa usou no Planet Rock. Definiu o som do hip-hop.,"Estados Unidos, anos 1970",Eletrônico,Circuitos eletrônicos,Programação de sequências rítmicas,Intermediário,{},"[""Roland TR-808 definiu o som do hip-hop"", ""Planet Rock de Afrika Bambaataa usou 808"", ""Kanye West tem álbum inteiro com 808s""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
412c40b6-f4fc-4379-9d6f-5ce0ec2d669d,Violoncelo,corda,🎻 Instrumento de corda tocado com arco,https://images.unsplash.com/photo-1572164686349-27f940692440?w=1200&q=80,true,20,2025-05-30 00:04:22.250942,História resumida do instrumento Violoncelo (a completar).,Origem a completar (região e contexto histórico).,A definir,A definir,A definir,iniciante,"{""partes"": [{""nome"": ""Parte 1"", ""descricao"": ""A completar""}, {""nome"": ""Parte 2"", ""descricao"": ""A completar""}, {""nome"": ""Parte 3"", ""descricao"": ""A completar""}, {""nome"": ""Parte 4"", ""descricao"": ""A completar""}, {""nome"": ""Parte 5"", ""descricao"": ""A completar""}, {""nome"": ""Parte 6"", ""descricao"": ""A completar""}]}",[],2025-12-16 00:04:52.501355+00,2026-02-13 16:40:07.288861+00,
4445b5c9-dcdf-4dd3-8ce6-bb04a22127ce,Triângulo,Percussão,"Barra de metal dobrada em triângulo. Som metálico e brilhante, essencial no forró.",https://images.unsplash.com/photo-1519678099-b33d85863f9b?w=1200&q=80,true,303,2025-10-27 13:31:23.180063,Usado em orquestras e no forró. No Nordeste ganhou técnica própria com abafamentos rítmicos complexos.,"Europa medieval, abrasileirado no Nordeste",Percussão de Metal,Aço,Baqueta metálica,Iniciante,{},"[""No forró é tocado com técnica complexa"", ""Beethoven o usou na Nona Sinfonia"", ""Um bom triangueiro é disputado no forró""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
453ca164-6f0e-4554-b008-dd68bf4586c2,Sampler,Eletrônico,"Equipamento que grava e reproduz sons. Base do hip-hop, permitiu samplear discos antigos.",https://images.unsplash.com/photo-1598653222000-6b7b7a552625?w=1200&q=80,true,503,2025-10-27 13:32:55.628612,Fairlight CMI foi o primeiro sampler famoso. Public Enemy e DJ Shadow são mestres do sampling.,"Estados Unidos, anos 1970",Eletrônico,Computador + memória digital,Gravação e reprodução digital,Avançado,{},"[""Peter Gabriel comprou o primeiro Fairlight"", ""Public Enemy revolucionou o hip-hop com sampling"", ""DJ Shadow criou álbum inteiro de samples em Endtroducing""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
492f792b-8d0c-46b7-a195-c8c32114696d,Clarinete Baixo,Sopro,"Versão grave do clarinete, com tubo curvo e campana voltada para cima. Som escuro e misterioso.",https://images.unsplash.com/photo-1619018086942-265ed48a5fcd?w=1200&q=80,true,44,2025-10-27 13:31:23.180063,Usado para texturas graves e misteriosas. Destaca-se em trilhas sonoras de filmes de terror.,"Europa, século XIX",Madeiras,Madeira (grenadilha),Palheta simples,Avançado,{},"[""Muito usado em trilhas de filmes de terror"", ""Eric Dolphy foi mestre do clarinete baixo no jazz"", ""Pode tocar notas mais graves que o fagote""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
4bc1c064-fa97-43f5-b6d7-d466ca66635d,Sintetizador,Eletrônico,"Instrumento eletrônico que sintetiza sons. Revolucionou a música pop, rock progressivo e eletrônica.",https://images.unsplash.com/photo-1563330232-57114bb0823c?w=1200&q=80,true,501,2025-10-27 13:32:55.628612,Robert Moog criou o sintetizador moderno. Wendy Carlos usou em Switched-On Bach. Keith Emerson o levou ao rock progressivo.,"Estados Unidos, 1964 (Robert Moog)",Eletrônico,Circuitos eletrônicos + teclado,Síntese eletrônica de som,Intermediário,{},"[""Wendy Carlos gravou Switched-On Bach inteiro no Moog"", ""Keith Emerson do ELP o tornou icônico no rock"", ""Kraftwerk criou a música eletrônica moderna com sintetizadores""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
4c61dc18-2b1e-48c8-8a2e-2c730679d4a5,Cuíca,Percussão,"Tambor de fricção com haste interna. Som característico do samba carioca, imita o som de um macaco.",https://images.unsplash.com/photo-1578516978406-a57e83b3b8fd?w=1200&q=80,true,301,2025-10-27 13:31:23.180063,"Usada no samba desde o início. Som único e inconfundível, essencial nas escolas de samba.","Brasil, século XVIII (origem africana)",Percussão de Fricção,Madeira + pele + vara,Fricção da haste interna,Avançado,{},"[""Paul Simon a usou em Can You Imagine"", ""É muito difícil de tocar bem"", ""Cada cuíca tem um timbre único""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
4d78c5a4-04bf-452d-b326-83e7c72c10ef,Sitar,Corda,"Instrumento de cordas dedilhadas indiano com 18-21 cordas. Som hipnótico e vibrante, usado na música clássica indiana e rock psicodélico.",https://images.unsplash.com/photo-1603048588665-791ca8aea617?w=1200&q=80,true,100,2025-10-27 13:29:39.373938,Ravi Shankar popularizou o sitar no Ocidente. George Harrison dos Beatles o usou em Norwegian Wood. Tem cordas simpáticas que vibram por ressonância.,"Índia, século XIII",Cordas Dedilhadas,Madeira + cabaça,Dedilhado das cordas,Avançado,{},"[""Ravi Shankar tocou no festival de Woodstock"", ""George Harrison foi aluno de Ravi Shankar"", ""Tem 13 cordas simpáticas que vibram por ressonância""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
509d6a26-159a-4976-aa46-83f914f930aa,Trompete,sopro,"🎺 Instrumento de sopro da família dos metais, presente em diversos estilos musicais.",https://images.unsplash.com/photo-1595428773991-a46c1fdc2a2d?w=1200&q=80,true,14,2025-05-30 00:04:22.250942,"O trompete tem origens antigas, com registros de instrumentos similares no Egito e Roma. O modelo moderno com válvulas surgiu no século XIX e tornou-se essencial em orquestras, bandas e no jazz.",Europa,Metais,Latão,Sopro de ar com vibração dos lábios no bocal e uso de válvulas para alterar afinação.,iniciante,"{""bocal"": ""pequeno e em forma de taça"", ""corpo"": ""tubulação de latão"", ""válvulas"": ""três válvulas para mudança de notas""}","[""Usado desde a Antiguidade em cerimônias e exércitos"", ""Símbolo do jazz e de bandas marciais"", ""Pode alcançar registros agudos brilhantes e notas graves potentes""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
56e32061-7ed6-495d-9bc1-00cdb345b02e,Cajón,Percussão,"Caixa de madeira peruana tocada sentado sobre ela. Som versátil, usado no flamenco e música popular.",https://images.unsplash.com/photo-1565551808976-d3b5e03f8a09?w=1200&q=80,true,203,2025-10-27 13:30:13.154686,Criado por escravos africanos no Peru. Paco de Lucía o introduziu no flamenco nos anos 1970. Pode simular bateria completa.,"Peru, século XVIII",Percussão de Mão,Madeira,Percussão com as mãos,Iniciante,{},"[""Criado por escravos que não tinham tambores"", ""Paco de Lucía o levou ao flamenco"", ""Pode ter bordões internos como caixa""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
56f643e0-a3e2-4067-84ac-334c454426f8,Marimba,Percussão,"Xilofone grande com ressonadores tubulares. Som quente e rico, usado em música clássica e latina.",https://images.unsplash.com/photo-1593697821252-0c9137d9fc45?w=1200&q=80,true,207,2025-10-27 13:30:13.154686,"Origem africana, desenvolvida na Guatemala e México. Tem tubos de ressonância abaixo das teclas. Pode ter até 5 oitavas.",África/América Central,Percussão Melódica,Madeira + tubos de ressonância,Baquetas macias,Avançado,{},"[""Instrumento nacional da Guatemala"", ""Keiko Abe é a maior marimbista do mundo"", ""Bach e Debussy foram transcritos para marimba""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
57d10b2f-c49f-460d-8fab-3da3065c15c2,Theremin,Eletrônico,Instrumento eletrônico tocado sem contato físico. Som etéreo de ficção científica.,https://images.unsplash.com/photo-1598653222000-6b7b7a552625?w=1200&q=80,true,500,2025-10-27 13:32:55.628612,Inventado por Léon Theremin em 1920. Usado em trilhas de terror e ficção científica. Clara Rockmore foi virtuose.,"Rússia, 1920",Eletrônico,Circuito eletrônico + antenas,Movimentação das mãos no campo eletromagnético,Avançado,{},"[""Primeiro instrumento eletrônico da história"", ""Usado em Good Vibrations dos Beach Boys"", ""Clara Rockmore foi a maior virtuose""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
63ebeaeb-be5d-4c26-a5cf-f59b71423401,Alaúde,Corda,Instrumento renascentista com corpo em forma de pera. Popular na música medieval e renascentista europeia.,https://images.unsplash.com/photo-1558037148-28d5b7a3b6c7?w=1200&q=80,true,102,2025-10-27 13:29:39.373938,Chegou à Europa via mundo árabe. Bach transcreveu obras para alaúde. Sting gravou álbum inteiro de músicas de John Dowland.,"Mesopotâmia, aperfeiçoado na Europa medieval",Cordas Dedilhadas,Madeira,Dedilhado das cordas,Avançado,{},"[""Bach compôs suítes para alaúde"", ""John Dowland foi o maior compositor para alaúde"", ""Sting é um entusiasta e gravou Songs from the Labyrinth""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
64b94e98-6ad2-4e7f-9aa0-b57f6bb58df1,Outro,outros,🎵 Outros instrumentos,PENDENTE_UPLOAD,true,23,2025-05-30 00:04:22.250942,História resumida do instrumento Outro (a completar).,Origem a completar (região e contexto histórico).,A definir,A definir,A definir,iniciante,"{""partes"": [{""nome"": ""Parte 1"", ""descricao"": ""A completar""}, {""nome"": ""Parte 2"", ""descricao"": ""A completar""}, {""nome"": ""Parte 3"", ""descricao"": ""A completar""}, {""nome"": ""Parte 4"", ""descricao"": ""A completar""}, {""nome"": ""Parte 5"", ""descricao"": ""A completar""}, {""nome"": ""Parte 6"", ""descricao"": ""A completar""}]}",[],2025-12-16 00:04:52.501355+00,2026-02-13 16:40:07.288861+00,
6925f61b-ba48-473a-b69a-e3548036c1df,Glockenspiel,Percussão,"Xilofone de metal com som de sinos. Som cristalino e brilhante, usado em orquestras e bandas.",https://images.unsplash.com/photo-1564186763535-ebb21ef5277f?w=1200&q=80,true,208,2025-10-27 13:30:13.154686,Nome alemão significa jogo de sinos. Mozart usou em A Flauta Mágica. Som duas oitavas acima do escrito.,"Europa, século XVIII",Percussão Melódica,Metal (aço),Baquetas duras,Iniciante,{},"[""Soa duas oitavas acima do escrito"", ""Mozart usou na Flauta Mágica"", ""Muito usado em trilhas de filmes infantis""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
6b11dc1a-295f-4458-9c08-2bcec09ff3ec,Hang Drum (Handpan),Percussão,"Instrumento moderno de metal em forma de disco côncavo. Som etéreo e meditativo, tocado com as mãos.",https://images.unsplash.com/photo-1614963385733-eb25382d1d3e?w=1200&q=80,true,205,2025-10-27 13:30:13.154686,Inventado em 2000 por Felix Rohner e Sabina Schärer. Som similar ao steel pan mas tocado com as mãos. Virou fenômeno viral.,"Suíça, 2000",Percussão Melódica,Metal (aço nitrogenado),Percussão com as mãos,Intermediário,{},"[""Inventado no ano 2000 na Suíça"", ""Cada hangdrum é feito à mão"", ""Daniel Waples o popularizou no YouTube""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
750450cf-e14e-4f02-944e-b3c1bb0f87a4,Violão,corda,🎸 Instrumento de corda dedilhada,https://images.unsplash.com/photo-1510915361894-db8b60106cb1?w=1200&q=80,true,5,2025-05-30 00:04:22.250942,"O violão tem suas origens na Antiguidade, evoluindo da lira e do alaúde. O violão moderno de 6 cordas foi padronizado no século XIX pelo luthier espanhol Antonio de Torres Jurado. Chegou ao Brasil no século XVI com os colonizadores portugueses e se tornou o instrumento símbolo da música popular brasileira.",Espanha/Mediterrâneo,Cordofones,"Madeira (tampo em cedro ou abeto, laterais e fundo em jacarandá)","Vibração das cordas dedilhadas ou pinçadas, amplificada pela caixa de ressonância",iniciante,"{""boca"": ""Abertura circular no tampo que permite a saída do som"", ""braco"": ""Parte alongada onde ficam os trastes e onde se posicionam os dedos da mão esquerda"", ""tampo"": ""Parte frontal da caixa, geralmente feita de madeira macia como cedro"", ""cabeca"": ""Extremidade superior onde ficam as tarraxas para afinar as cordas"", ""cordas"": ""Seis cordas afinadas em Mi, Lá, Ré, Sol, Si, Mi (da mais grave para a mais aguda)"", ""pestana"": ""Pequena peça que define o espaçamento das cordas no início do braço"", ""trastes"": ""Barras metálicas horizontais que dividem o braço em semitons"", ""cavalete"": ""Peça onde as cordas são fixadas no tampo"", ""tarraxas"": ""Mecanismos que permitem afinar as cordas tensionando-as ou afrouxando-as""}","[""O violão é o segundo instrumento mais tocado no mundo, perdendo apenas para o piano"", ""As cordas de nylon foram inventadas durante a Segunda Guerra Mundial como substituto ao catgut"", ""O violão de 12 cordas produz um som mais cheio devido às cordas duplas"", ""Andrés Segovia foi responsável por elevar o violão ao status de instrumento clássico""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
761a3318-9a5e-46f3-88f2-62159b96100c,Piccolo,Sopro,"Flauta transversal pequena, oitava acima da flauta. É o instrumento mais agudo da orquestra.",https://images.unsplash.com/photo-1619018086942-265ed48a5fcd?w=1200&q=80,true,42,2025-10-27 13:31:23.180063,Usado para efeitos brilhantes e militares na orquestra. Destaca-se em Sousa e Tchaikovsky.,"Europa, século XVIII",Madeiras,Metal ou madeira,Sopro contra borda afiada,Avançado,{},"[""Pode ser ouvido acima de toda a orquestra"", ""John Philip Sousa usava muito em suas marchas"", ""É metade do tamanho da flauta transversal""]",2025-12-16 00:04:52.501355+00,2025-12-16 00:04:52.501355+00,
794f42a6-619a-4ca3-8f1b-c3ac7a9e7a08,Flauta,sopro,🎶 Instrumento de sopro da família das madeiras,https://images.unsplash.com/photo-1563330232-57114bb0823c?w=1200&q=80,true,13,2025-05-30 00:04:22.250942,História resumida do instrumento Flauta (a completar).,Origem a completar (região e contexto histórico).,A definir,A definir,A definir,iniciante,"{""partes"": [{""nome"": ""Parte 1"", ""descricao"": ""A completar""}, {""nome"": ""Parte 2"", ""descricao"": ""A completar""}, {""nome"": ""Parte 3"", ""descricao"": ""A completar""}, {""nome"": ""Parte 4"", ""descricao"": ""A completar""}, {""nome"": ""Parte 5"", ""descricao"": ""A completar""}, {""nome"": ""Parte 6"", ""descricao"": ""A completar""}]}",[],2025-12-16 00:04:52.501355+00,2026-02-13 16:40:07.288861+00,
