id,instrumento_id,titulo,artista,compositor,ano_performance,video_url,audio_url,genero_musical,dificuldade_execucao,partitura_url,descricao_tecnica,visualizacoes,created_at
08039f8c-48f5-473a-a69c-1cd2c4ff734b,35da6877-2528-4f37-9ab4-b44893ad1dbf,Lindsey Stirling - Crystallize,Lindsey Stirling,Lindsey Stirling,2012,https://youtube.com/watch?v=stirling_crystallize,,eletronica,intermediario,,"Fusão inovadora de violino clássico com música eletrônica e dubstep, criando novo subgênero e inspirando uma geração de violinistas.",0,2026-02-13 17:48:24.878397
08414a7b-d315-4492-a814-5a57bfce064e,ac116dcb-4fd4-4ef6-b6fb-f4ff1287bf68,Concerto para Violino de Tchaikovsky,Itzhak Perlman,Tchaikovsky,1978,https://youtube.com/watch?v=perlman_tchaikovsky,,classico,avancado,,"Performance legendária do concerto mais popular do repertório violinístico, demonstrando técnica impecável e interpretação emocional profunda.",0,2026-02-13 17:48:24.878397
08608e92-a00b-4826-82a0-5be75cbc60a5,2abbd218-b737-410e-934b-f9c8f3d2b806,Hilary Hahn - Bach Partita No. 2,Hilary Hahn,Bach,2018,https://youtube.com/watch?v=hahn_bach_partita,,classico,avancado,,"Interpretação moderna de obra barroca clássica, demonstrando como técnicas históricas podem ser revigoradas por artistas contemporâneos.",0,2026-02-13 17:48:24.878397
0870fa13-b4fb-4fe0-87d3-416ca8853fff,9a5e0eac-114e-4173-90af-32b55c870675,Concerto para Violino de Tchaikovsky,Itzhak Perlman,Tchaikovsky,1978,https://youtube.com/watch?v=perlman_tchaikovsky,,classico,avancado,,"Performance legendária do concerto mais popular do repertório violinístico, demonstrando técnica impecável e interpretação emocional profunda.",0,2026-02-13 17:48:24.878397
0870fc05-ec8c-409d-b3ac-5df6e22f2ca9,4c61dc18-2b1e-48c8-8a2e-2c730679d4a5,Celtic Woman - She Moved Through the Fair,Máire Ní Chathasaigh,Tradicional,2005,https://youtube.com/watch?v=celtic_woman_fair,,folk,intermediario,,"Performance emocionante de balada tradicional irlandesa, mostrando o violino como narrador de histórias na tradição celta.",0,2026-02-13 17:48:24.878397
0892c488-920d-4628-9a2e-8d651253c98c,ac116dcb-4fd4-4ef6-b6fb-f4ff1287bf68,Lindsey Stirling - Crystallize,Lindsey Stirling,Lindsey Stirling,2012,https://youtube.com/watch?v=stirling_crystallize,,eletronica,intermediario,,"Fusão inovadora de violino clássico com música eletrônica e dubstep, criando novo subgênero e inspirando uma geração de violinistas.",0,2026-02-13 17:48:24.878397
08d96479-2ce6-4a28-a1e2-2b8474320bd4,35da6877-2528-4f37-9ab4-b44893ad1dbf,Stuff Smith - I se a Muggin,Stuff Smith,Stuff Smith,1936,https://youtube.com/watch?v=stuff_smith_muggin,,jazz,avancado,,"Performance revolucionária que estabeleceu o violino como instrumento legítimo no jazz, com técnicas de swing e improvisação inovadoras.",0,2026-02-13 17:48:24.878397
08e97658-746c-4fb3-8a8b-8117162cf968,36040329-1aa6-428a-ad39-cd85de03493e,As Quatro Estações - Primavera,Anne-Sophie Mutter,Vivaldi,1988,https://youtube.com/watch?v=mutter_vivaldi,,barroco,avancado,,"Interpretação virtuosística da obra mais famosa de Vivaldi, destacando a narrativa musical que retrata sons da natureza através do violino.",0,2026-02-13 17:48:24.878397
094faff0-c314-4f7e-ab81-0232d3f75a8c,7b6ae164-dfdf-452d-a5c3-d01554861444,Jean-Luc Ponty - Enigmatic Ocean,Jean-Luc Ponty,Jean-Luc Ponty,1977,https://youtube.com/watch?v=ponty_enigmatic,,jazz,avancado,,"Performance pioneira de jazz fusion com violino elétrico, expandindo as possibilidades sonoras do instrumento através da eletrônica.",0,2026-02-13 17:48:24.878397
0991e38a-1423-479d-bb94-4d574c738a4a,1b699036-0f72-4c48-9801-e01f6f25e165,Stuff Smith - I se a Muggin,Stuff Smith,Stuff Smith,1936,https://youtube.com/watch?v=stuff_smith_muggin,,jazz,avancado,,"Performance revolucionária que estabeleceu o violino como instrumento legítimo no jazz, com técnicas de swing e improvisação inovadoras.",0,2026-02-13 17:48:24.878397
0a16d664-2e9f-4bc2-bbc5-db3d5e54cdc6,492f792b-8d0c-46b7-a195-c8c32114696d,Stuff Smith - I se a Muggin,Stuff Smith,Stuff Smith,1936,https://youtube.com/watch?v=stuff_smith_muggin,,jazz,avancado,,"Performance revolucionária que estabeleceu o violino como instrumento legítimo no jazz, com técnicas de swing e improvisação inovadoras.",0,2026-02-13 17:48:24.878397
0a9a2355-bf72-42de-b3fd-a8f42a9e5117,35da6877-2528-4f37-9ab4-b44893ad1dbf,As Quatro Estações - Primavera,Anne-Sophie Mutter,Vivaldi,1988,https://youtube.com/watch?v=mutter_vivaldi,,barroco,avancado,,"Interpretação virtuosística da obra mais famosa de Vivaldi, destacando a narrativa musical que retrata sons da natureza através do violino.",0,2026-02-13 17:48:24.878397
0ab6ff5c-61e8-4e58-862b-04607c370bcc,a0f53672-7d87-4ab4-a64f-b551fc1a380d,Orange Blossom Special,Mark O Connor,Ervin Rouse,1991,https://youtube.com/watch?v=oconnor_orange,,bluegrass,avancado,,"Versão definitiva do clássico fiddle americano, demonstrando a versatilidade do violino na música popular e técnicas específicas do bluegrass.",0,2026-02-13 17:48:24.878397
0b3413fb-4077-42ea-8f5b-8b124f294b1f,8ddb4eea-18b9-4b8f-bb85-16a1f5474f87,Celtic Woman - She Moved Through the Fair,Máire Ní Chathasaigh,Tradicional,2005,https://youtube.com/watch?v=celtic_woman_fair,,folk,intermediario,,"Performance emocionante de balada tradicional irlandesa, mostrando o violino como narrador de histórias na tradição celta.",0,2026-02-13 17:48:24.878397
0bca35a2-072a-479f-bf3f-4805babed5ac,df168c2e-275a-44ed-9ee7-af356bf724e5,Lindsey Stirling - Crystallize,Lindsey Stirling,Lindsey Stirling,2012,https://youtube.com/watch?v=stirling_crystallize,,eletronica,intermediario,,"Fusão inovadora de violino clássico com música eletrônica e dubstep, criando novo subgênero e inspirando uma geração de violinistas.",0,2026-02-13 17:48:24.878397
0c47a0b3-e3d2-4df3-8b10-c854325eaead,4bc1c064-fa97-43f5-b6d7-d466ca66635d,Hilary Hahn - Bach Partita No. 2,Hilary Hahn,Bach,2018,https://youtube.com/watch?v=hahn_bach_partita,,classico,avancado,,"Interpretação moderna de obra barroca clássica, demonstrando como técnicas históricas podem ser revigoradas por artistas contemporâneos.",0,2026-02-13 17:48:24.878397
0c92847b-47b5-49a5-87cf-d51572bbda41,9c3a903d-8750-4ded-9341-c876a6d6de93,As Quatro Estações - Primavera,Anne-Sophie Mutter,Vivaldi,1988,https://youtube.com/watch?v=mutter_vivaldi,,barroco,avancado,,"Interpretação virtuosística da obra mais famosa de Vivaldi, destacando a narrativa musical que retrata sons da natureza através do violino.",0,2026-02-13 17:48:24.878397
0ccd8e5b-1244-4594-b825-5eab29b8b4b9,36b9d36d-f65b-4ba1-89be-4ab3707e874c,Fagote Solo Barroco,Maurice Allard,Vivaldi,2000,https://www.youtube.com/watch?v=fagote_perf3,,classico,avancado,,Uso expressivo do legato e ornamentos barrocos.,0,2025-06-20 02:55:51.102555
0cd1eac6-7121-4e9b-8658-b78c69f86dab,ac116dcb-4fd4-4ef6-b6fb-f4ff1287bf68,Hilary Hahn - Bach Partita No. 2,Hilary Hahn,Bach,2018,https://youtube.com/watch?v=hahn_bach_partita,,classico,avancado,,"Interpretação moderna de obra barroca clássica, demonstrando como técnicas históricas podem ser revigoradas por artistas contemporâneos.",0,2026-02-13 17:48:24.878397
0df82c22-f128-4d63-be9e-34833d1090e6,761a3318-9a5e-46f3-88f2-62159b96100c,Concerto para Violino de Tchaikovsky,Itzhak Perlman,Tchaikovsky,1978,https://youtube.com/watch?v=perlman_tchaikovsky,,classico,avancado,,"Performance legendária do concerto mais popular do repertório violinístico, demonstrando técnica impecável e interpretação emocional profunda.",0,2026-02-13 17:48:24.878397
0e01cd4e-00eb-49e4-8bdf-f0ec33657fda,63ebeaeb-be5d-4c26-a5cf-f59b71423401,Lindsey Stirling - Crystallize,Lindsey Stirling,Lindsey Stirling,2012,https://youtube.com/watch?v=stirling_crystallize,,eletronica,intermediario,,"Fusão inovadora de violino clássico com música eletrônica e dubstep, criando novo subgênero e inspirando uma geração de violinistas.",0,2026-02-13 17:48:24.878397
0e0ec764-429c-4171-8300-228f5a9f1a48,3702e3f9-bc82-42b6-ae32-c770081b3ec2,Concerto para Violino de Tchaikovsky,Itzhak Perlman,Tchaikovsky,1978,https://youtube.com/watch?v=perlman_tchaikovsky,,classico,avancado,,"Performance legendária do concerto mais popular do repertório violinístico, demonstrando técnica impecável e interpretação emocional profunda.",0,2026-02-13 17:48:24.878397
0e6395a0-3e58-46fc-90dc-94cb0d54013b,850c53c4-2ed6-4a12-a4ff-3fbaecd6bf73,Suite Clássica,London Symphony Orchestra,Diversos,2016,https://www.youtube.com/watch?v=trombone_perf7,,classico,intermediario,,Execução em conjunto com linhas harmônicas.,0,2025-06-20 15:06:58.188449
0e79bb91-6bee-4654-a87c-b78fbd7e8fee,df49fd27-9bcd-4462-a0f8-b36f0ff9f97f,Animals as Leaders - CAFO,Tosin Abasi,Animals as Leaders,2009,https://youtube.com/watch?v=animals_cafo,,prog,avancado,,"Guitarra de 8 cordas com técnicas extended range, tapping complexo e composição matematicamente precisa do metal progressivo moderno.",0,2025-06-09 04:28:04.425232
0f7ff8a4-4d57-4d2a-af85-e54c4ec481a9,df42056c-8a3e-454c-aeca-73b4d608b85c,Jean-Luc Ponty - Enigmatic Ocean,Jean-Luc Ponty,Jean-Luc Ponty,1977,https://youtube.com/watch?v=ponty_enigmatic,,jazz,avancado,,"Performance pioneira de jazz fusion com violino elétrico, expandindo as possibilidades sonoras do instrumento através da eletrônica.",0,2026-02-13 17:48:24.878397
108c7427-c8e1-4a9d-86ba-7168a3f48142,794f42a6-619a-4ca3-8f1b-c3ac7a9e7a08,Solo em orquestra,James Galway,Debussy,2010,https://www.youtube.com/watch?v=flauta_perf2,,classico,avancado,,Expressividade e uso refinado de vibrato.,0,2025-06-15 19:44:57.490283
11304ac2-7f15-462a-a981-f950c1a6b248,4d78c5a4-04bf-452d-b326-83e7c72c10ef,As Quatro Estações - Primavera,Anne-Sophie Mutter,Vivaldi,1988,https://youtube.com/watch?v=mutter_vivaldi,,barroco,avancado,,"Interpretação virtuosística da obra mais famosa de Vivaldi, destacando a narrativa musical que retrata sons da natureza através do violino.",0,2026-02-13 17:48:24.878397
11550f0d-6230-4a63-b25f-c8b1c711a19e,34f9e29b-3d22-464a-b31c-c3f4fbb73328,Hilary Hahn - Bach Partita No. 2,Hilary Hahn,Bach,2018,https://youtube.com/watch?v=hahn_bach_partita,,classico,avancado,,"Interpretação moderna de obra barroca clássica, demonstrando como técnicas históricas podem ser revigoradas por artistas contemporâneos.",0,2026-02-13 17:48:24.878397
11dfc991-a59b-455c-96a1-7d908ce1a633,11a7bc0c-232f-40dc-92ac-4d15aebd2d52,Concerto para Violino de Tchaikovsky,Itzhak Perlman,Tchaikovsky,1978,https://youtube.com/watch?v=perlman_tchaikovsky,,classico,avancado,,"Performance legendária do concerto mais popular do repertório violinístico, demonstrando técnica impecável e interpretação emocional profunda.",0,2026-02-13 17:48:24.878397
122eaf75-b007-4f95-af8c-a8d79c1c9ae0,8bd473f1-7b35-4b9e-869a-17fb73c6e047,Peça Barroca,András Schiff,Bach,1998,https://www.youtube.com/watch?v=teclado_perf4,,classico,avancado,,Contraponto limpo e articulação precisa.,0,2025-06-15 20:41:08.924393
13813011-14bb-48a9-99e0-22aeab179f6d,cca87ab1-8ad4-4876-a8d8-190f85927952,Hilary Hahn - Bach Partita No. 2,Hilary Hahn,Bach,2018,https://youtube.com/watch?v=hahn_bach_partita,,classico,avancado,,"Interpretação moderna de obra barroca clássica, demonstrando como técnicas históricas podem ser revigoradas por artistas contemporâneos.",0,2026-02-13 17:48:24.878397
138fd079-4b20-4237-a01c-5afec2260575,92ecdeff-3480-4f27-85cd-86f12622cf9f,Celtic Woman - She Moved Through the Fair,Máire Ní Chathasaigh,Tradicional,2005,https://youtube.com/watch?v=celtic_woman_fair,,folk,intermediario,,"Performance emocionante de balada tradicional irlandesa, mostrando o violino como narrador de histórias na tradição celta.",0,2026-02-13 17:48:24.878397
13d9bcf2-7988-40a9-bbcc-ff54e0123b62,850c53c4-2ed6-4a12-a4ff-3fbaecd6bf73,Marcha Militar,Orquestra Jovem do Estado,Sousa,2014,https://www.youtube.com/watch?v=trombone_perf4,,classico,intermediario,,Execução rítmica e precisa nas linhas de marcha.,0,2025-06-20 15:06:58.188449
152acc59-c85c-4bc4-99dd-8f782d8c9c39,6925f61b-ba48-473a-b69a-e3548036c1df,Celtic Woman - She Moved Through the Fair,Máire Ní Chathasaigh,Tradicional,2005,https://youtube.com/watch?v=celtic_woman_fair,,folk,intermediario,,"Performance emocionante de balada tradicional irlandesa, mostrando o violino como narrador de histórias na tradição celta.",0,2026-02-13 17:48:24.878397
15c46fe2-6dce-46b8-93a0-69b071d524ab,3957c464-86dc-4aa2-9f09-57b5eb2a6c6a,Stuff Smith - I se a Muggin,Stuff Smith,Stuff Smith,1936,https://youtube.com/watch?v=stuff_smith_muggin,,jazz,avancado,,"Performance revolucionária que estabeleceu o violino como instrumento legítimo no jazz, com técnicas de swing e improvisação inovadoras.",0,2026-02-13 17:48:24.878397
15f38b69-df04-4acf-ac1e-82cf2df6b022,750450cf-e14e-4f02-944e-b3c1bb0f87a4,Concierto de Aranjuez - Adagio,Paco de Lucía,Joaquín Rodrigo,1991,https://youtube.com/watch?v=aranjuez_paco,,Flamenco/Clássico,avancado,,"Fusão histórica entre flamenco e música clássica. Técnicas: rasgueados flamengos, falsetas, compás complexo.",0,2025-06-08 01:08:28.465107
1658a45a-8fa9-41d6-bdab-8a10fa484b47,e54b748d-3b1b-48ba-b65e-ec1e476e94ad,Jean-Luc Ponty - Enigmatic Ocean,Jean-Luc Ponty,Jean-Luc Ponty,1977,https://youtube.com/watch?v=ponty_enigmatic,,jazz,avancado,,"Performance pioneira de jazz fusion com violino elétrico, expandindo as possibilidades sonoras do instrumento através da eletrônica.",0,2026-02-13 17:48:24.878397
16624b16-9cc0-41a2-ace1-da6d4b44e8ca,9a5e0eac-114e-4173-90af-32b55c870675,Jean-Luc Ponty - Enigmatic Ocean,Jean-Luc Ponty,Jean-Luc Ponty,1977,https://youtube.com/watch?v=ponty_enigmatic,,jazz,avancado,,"Performance pioneira de jazz fusion com violino elétrico, expandindo as possibilidades sonoras do instrumento através da eletrônica.",0,2026-02-13 17:48:24.878397
16e0cd11-cb05-4f6b-977e-0044cd675a5f,13912e91-7b48-4a8d-82b7-b59515c2a0d3,Celtic Woman - She Moved Through the Fair,Máire Ní Chathasaigh,Tradicional,2005,https://youtube.com/watch?v=celtic_woman_fair,,folk,intermediario,,"Performance emocionante de balada tradicional irlandesa, mostrando o violino como narrador de histórias na tradição celta.",0,2026-02-13 17:48:24.878397
1710066b-8466-41f6-b303-3246a91f1735,8fbba87d-39e1-4542-b8bb-7c815fdc2b9a,Orange Blossom Special,Mark O Connor,Ervin Rouse,1991,https://youtube.com/watch?v=oconnor_orange,,bluegrass,avancado,,"Versão definitiva do clássico fiddle americano, demonstrando a versatilidade do violino na música popular e técnicas específicas do bluegrass.",0,2026-02-13 17:48:24.878397
1710870d-1bbd-449b-ae75-1d0bbe772492,bc665a4e-e301-44d3-b8bf-decb09422d71,Orange Blossom Special,Mark O Connor,Ervin Rouse,1991,https://youtube.com/watch?v=oconnor_orange,,bluegrass,avancado,,"Versão definitiva do clássico fiddle americano, demonstrando a versatilidade do violino na música popular e técnicas específicas do bluegrass.",0,2026-02-13 17:48:24.878397
180a6e73-dd41-4784-a4e3-0845fc9e498f,3702e3f9-bc82-42b6-ae32-c770081b3ec2,Lindsey Stirling - Crystallize,Lindsey Stirling,Lindsey Stirling,2012,https://youtube.com/watch?v=stirling_crystallize,,eletronica,intermediario,,"Fusão inovadora de violino clássico com música eletrônica e dubstep, criando novo subgênero e inspirando uma geração de violinistas.",0,2026-02-13 17:48:24.878397
180cd06e-e33b-4634-a0b8-20fd4add01ac,4445b5c9-dcdf-4dd3-8ce6-bb04a22127ce,As Quatro Estações - Primavera,Anne-Sophie Mutter,Vivaldi,1988,https://youtube.com/watch?v=mutter_vivaldi,,barroco,avancado,,"Interpretação virtuosística da obra mais famosa de Vivaldi, destacando a narrativa musical que retrata sons da natureza através do violino.",0,2026-02-13 17:48:24.878397
187f7e1a-382b-4345-8327-de5acf13305f,92ecdeff-3480-4f27-85cd-86f12622cf9f,As Quatro Estações - Primavera,Anne-Sophie Mutter,Vivaldi,1988,https://youtube.com/watch?v=mutter_vivaldi,,barroco,avancado,,"Interpretação virtuosística da obra mais famosa de Vivaldi, destacando a narrativa musical que retrata sons da natureza através do violino.",0,2026-02-13 17:48:24.878397
18c413c0-f3d4-4ead-b336-998bb727a838,36b9d36d-f65b-4ba1-89be-4ab3707e874c,Peça Contemporânea Solo,Rui Lopes,Composição própria,2020,https://www.youtube.com/watch?v=fagote_perf7,,contemporaneo,avancado,,"Mistura de técnicas modernas: slap tongue, harmônicos e glissando.",0,2025-06-20 02:55:51.102555
193a2cc8-2697-4a2e-ac19-0a2b434165cf,8bd473f1-7b35-4b9e-869a-17fb73c6e047,Moonlight Sonata (1º movimento),Daniel Barenboim,Beethoven,2010,https://www.youtube.com/watch?v=teclado_perf1,,classico,avancado,,Uso refinado do pedal e dinâmica expressiva.,0,2025-06-15 20:41:08.924393
1a1d58f6-d8a4-4a08-acd0-4ecf49da4c50,492f792b-8d0c-46b7-a195-c8c32114696d,Concerto para Violino de Tchaikovsky,Itzhak Perlman,Tchaikovsky,1978,https://youtube.com/watch?v=perlman_tchaikovsky,,classico,avancado,,"Performance legendária do concerto mais popular do repertório violinístico, demonstrando técnica impecável e interpretação emocional profunda.",0,2026-02-13 17:48:24.878397
1af5e80d-4ca1-41f4-bd74-fb5ab23a53bf,92ecdeff-3480-4f27-85cd-86f12622cf9f,Stuff Smith - I se a Muggin,Stuff Smith,Stuff Smith,1936,https://youtube.com/watch?v=stuff_smith_muggin,,jazz,avancado,,"Performance revolucionária que estabeleceu o violino como instrumento legítimo no jazz, com técnicas de swing e improvisação inovadoras.",0,2026-02-13 17:48:24.878397
1b042522-14d0-47f8-bcf0-87d519faa6e2,174f6ed4-3c21-444a-acfa-5149f53f2ca0,Celtic Woman - She Moved Through the Fair,Máire Ní Chathasaigh,Tradicional,2005,https://youtube.com/watch?v=celtic_woman_fair,,folk,intermediario,,"Performance emocionante de balada tradicional irlandesa, mostrando o violino como narrador de histórias na tradição celta.",0,2026-02-13 17:48:24.878397
1b3574a8-329d-43de-abec-dad800d4324c,2abbd218-b737-410e-934b-f9c8f3d2b806,Orange Blossom Special,Mark O Connor,Ervin Rouse,1991,https://youtube.com/watch?v=oconnor_orange,,bluegrass,avancado,,"Versão definitiva do clássico fiddle americano, demonstrando a versatilidade do violino na música popular e técnicas específicas do bluegrass.",0,2026-02-13 17:48:24.878397
1b993736-2d8a-436c-87d5-728cdf9bd6b7,9c3a903d-8750-4ded-9341-c876a6d6de93,Jean-Luc Ponty - Enigmatic Ocean,Jean-Luc Ponty,Jean-Luc Ponty,1977,https://youtube.com/watch?v=ponty_enigmatic,,jazz,avancado,,"Performance pioneira de jazz fusion com violino elétrico, expandindo as possibilidades sonoras do instrumento através da eletrônica.",0,2026-02-13 17:48:24.878397
1c6b5b75-5fe6-47b1-8afb-6baf02b7dba0,9edff4db-9ef5-43fc-970a-7d2086de223b,Concerto para Viola em Ré maior,Prof. Almeida,Stamitz,2020,https://youtube.com/watch?v=xxxx,,Clássico,intermediario,,Passagens rápidas no 3º movimento,0,2025-09-22 12:06:41.590946
1cb6e46e-53f6-4789-8109-548fe4b0091c,c75fe646-ff86-4420-98f0-a0f25d39de45,Lindsey Stirling - Crystallize,Lindsey Stirling,Lindsey Stirling,2012,https://youtube.com/watch?v=stirling_crystallize,,eletronica,intermediario,,"Fusão inovadora de violino clássico com música eletrônica e dubstep, criando novo subgênero e inspirando uma geração de violinistas.",0,2026-02-13 17:48:24.878397
1ccaef0f-a489-49e4-9be8-e50f534d7db5,df49fd27-9bcd-4462-a0f8-b36f0ff9f97f,The Thrill is Gone,B.B. King,B.B. King,1969,https://youtube.com/watch?v=bbking_thrill,,blues,intermediario,,"Performance definitiva do blues elétrico. Uso magistral de vibrato, bends expressivos e fraseo minimalista mas profundamente emocional.",0,2025-06-09 04:28:04.425232
1d0f0cdd-e495-44ef-a52b-2c9c686bbd27,174f6ed4-3c21-444a-acfa-5149f53f2ca0,Concerto para Violino de Tchaikovsky,Itzhak Perlman,Tchaikovsky,1978,https://youtube.com/watch?v=perlman_tchaikovsky,,classico,avancado,,"Performance legendária do concerto mais popular do repertório violinístico, demonstrando técnica impecável e interpretação emocional profunda.",0,2026-02-13 17:48:24.878397
1d51a8e7-4bc0-4950-b9b0-282175c2496a,ab9720a5-1973-484e-9a44-d4aa62594336,Revolucionário - Étude Op. 10 No. 12,Frédéric Chopin,Frédéric Chopin,1831,https://youtube.com/watch?v=revolutionnaire,,Romântico,avancado,,"Étude técnico com arpejos rápidos na mão esquerda. Técnicas: arpejos, oitavas, resistência, dramaticidade.",0,2025-06-08 18:58:23.268751
1e53b681-97c1-4af4-9962-e912726d5fc3,df42056c-8a3e-454c-aeca-73b4d608b85c,Lindsey Stirling - Crystallize,Lindsey Stirling,Lindsey Stirling,2012,https://youtube.com/watch?v=stirling_crystallize,,eletronica,intermediario,,"Fusão inovadora de violino clássico com música eletrônica e dubstep, criando novo subgênero e inspirando uma geração de violinistas.",0,2026-02-13 17:48:24.878397
1ec499a8-9f9b-4bdf-82f5-ca40ab5ece5b,761a3318-9a5e-46f3-88f2-62159b96100c,Lindsey Stirling - Crystallize,Lindsey Stirling,Lindsey Stirling,2012,https://youtube.com/watch?v=stirling_crystallize,,eletronica,intermediario,,"Fusão inovadora de violino clássico com música eletrônica e dubstep, criando novo subgênero e inspirando uma geração de violinistas.",0,2026-02-13 17:48:24.878397
1ed01f8f-9d98-42e3-be34-ca0734f4d71d,56f643e0-a3e2-4067-84ac-334c454426f8,Stuff Smith - I se a Muggin,Stuff Smith,Stuff Smith,1936,https://youtube.com/watch?v=stuff_smith_muggin,,jazz,avancado,,"Performance revolucionária que estabeleceu o violino como instrumento legítimo no jazz, com técnicas de swing e improvisação inovadoras.",0,2026-02-13 17:48:24.878397
1edcfc81-9e61-432a-9fb8-7122a8a6cbfe,96b547b5-e685-40f8-952c-9dfce2ad4dc6,Jean-Luc Ponty - Enigmatic Ocean,Jean-Luc Ponty,Jean-Luc Ponty,1977,https://youtube.com/watch?v=ponty_enigmatic,,jazz,avancado,,"Performance pioneira de jazz fusion com violino elétrico, expandindo as possibilidades sonoras do instrumento através da eletrônica.",0,2026-02-13 17:48:24.878397
