id,nome_completo,nome_artistico,data_nascimento,data_falecimento,pais_nascimento,cidade_nascimento,periodo_id,biografia_curta,biografia_completa,principais_obras,estilo_musical,instrumentos_tocados,curiosidades,foto_url,audio_assinatura_url,nivel_importancia,tags,ativo,created_at
3788e175-a745-4d5e-bf98-bd011644db39,Kōsaku Yamada,Yamada,1886-06-09,1965-12-29,Japão,,17bf83a0-e91e-4983-915f-51ace4da29ea,"Pioneiro da música sinfônica japonesa. Estudou em Berlim com Max Bruch. Fundou a primeira orquestra sinfônica profissional do Japão. Compôs óperas, sinfonias e canções.","Kōsaku Yamada foi o arquiteto da música orquestral japonesa moderna. Estudou composição em Berlim com Max Bruch e foi influenciado pelo romantismo alemão. Ao retornar ao Japão, fundou a primeira orquestra sinfônica profissional do país e compôs a primeira ópera japonesa em estilo ocidental. Sua obra ""Kurai Tobira"" (Porta Escura) tornou-se uma das canções mais amadas do Japão. Durante sua longa vida, foi mentor de toda uma geração de compositores japoneses.","[""Kurai Tobira (Porta Escura)"",""Nagauta Symphony""]","Sinfonia, Ópera, Lied",,"[{""texto"": ""Em Berlim, Yamada foi aluno de Max Bruch, compositor alemão famoso pelo Concerto para Violino nº 1. Essa formação europeia foi crucial para sua missão de criar música orquestral japonesa."", ""titulo"": ""Estudou com Max Bruch""}, {""texto"": ""Yamada não apenas compôs, mas construiu a infraestrutura musical do Japão moderno, fundando orquestras e instituições de ensino musical."", ""titulo"": ""Fundador de orquestras""}]",,,5,,true,2025-12-14 20:49:33.510717+00
397a64ad-cf05-411e-b00b-6ba14db292a4,Giacomo Antonio Domenico Michele Secondo Maria Puccini,Puccini,1858-12-29,1924-11-29,Itália,Lucca,e8ce8fcc-5d20-4557-be06-c908b975e141,"Mestre da ópera verista. Criou as heroínas operísticas mais comoventes (Mimì, Tosca, Butterfly, Turandot)","Giacomo Puccini (1858-1924) foi o sucessor de Verdi como maior compositor de ópera italiana. Nasceu em dinastia de músicos de igreja em Lucca. Estudou no Conservatório de Milão. Primeira ópera de sucesso: Manon Lescaut (1893). Depois vieram 3 óperas supremas de um ato (Il Trittico, 1918) e especialmente: La Bohème (1896, vida boêmia em Paris, com soprano Mimì), Tosca (1900, drama político violento), Madama Butterfly (1904, gueixa japonesa abandonada), Turandot (1926, princesa chinesa gélida, inacabada - morreu de câncer de garganta antes de terminar, completada por Franco Alfano). Estilo: verismo (realismo), melodias inesquecíveis, orquestração refinada (influência de Wagner e Debussy), senso dramático aguçado, heroínas comoventes que morrem tragicamente. Árias famosas: Che gelida manina, O mio babbino caro, Nessun dorma, Vissi d'arte. Vida pessoal: escândalos, casos amorosos, paixão por carros e barcos. Morreu em Bruxelas durante tratamento de câncer aos 65 anos.","[""La Bohème (ópera)"",""Tosca (ópera)"",""Madama Butterfly (ópera)"",""Turandot (ópera, com ária Nessun dorma)"",""Gianni Schicchi (com ária O mio babbino caro)"",""Manon Lescaut (ópera)"",""La Rondine (ópera)"",""Il Trittico (3 óperas de um ato)"",""Le Villi (ópera)"",""Edgar (ópera)""]",Verismo operístico italiano,"[""Piano""]","[{""texto"": ""Morreu de câncer de garganta em 1924 antes de completar Turandot. Escreveu até morte de Liù. Na estreia (1926, La Scala), Toscanini parou regência no ponto onde Puccini parou, virou-se para público e disse: Aqui morreu o Mestre."", ""titulo"": ""Turandot inacabada"", ""categoria"": ""morte""}, {""texto"": ""Nessun dorma (de Turandot) tornou-se ária mais popular do mundo após Copa 1990 na Itália, cantada por Pavarotti como tema. Tocada em funerais, casamentos, eventos, comerciais."", ""titulo"": ""Nessun dorma - ária mais popular"", ""categoria"": ""obras""}]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Puccini.jpg/800px-Puccini.jpg,https://www.youtube.com/watch?v=cWc7vYjgnTs,4,"[""romantico"",""italiano"",""opera"",""verismo""]",true,2025-10-09 02:50:34.631005+00
3c106370-db4c-4b34-bfdf-2b995c954036,Gilberto Passos Gil Moreira,Gilberto Gil,1942-06-26,,Brasil,,480e5257-9aca-48e8-971f-f19794fc0dcf,"Cofundador da Tropicália. Mescla rock, reggae, baião e samba. Ex-Ministro da Cultura. Guitarrista virtuoso. Sua obra une tradição e experimentação. Ativista cultural e político.","Gilberto Gil é um dos maiores nomes da música brasileira. Nascido em Salvador, Bahia, foi cofundador do movimento Tropicália ao lado de Caetano Veloso. Mestre em mesclar estilos - do baião ao reggae, do samba ao rock - sua versatilidade musical é impressionante. Guitarrista virtuoso, foi um dos primeiros a usar guitarra elétrica na MPB. Preso e exilado pela ditadura (1969-72), voltou e continuou produzindo obras seminais. Foi Ministro da Cultura (2003-2008), onde defendeu cultura digital livre e software livre. ""Aquele Abraço"" virou hino do Rio. Sua música ""Toda Menina Baiana"" celebra a cultura afro-baiana. Continua em atividade, ícone da cultura brasileira.","[""Aquele Abraço"",""Toda Menina Baiana"",""Refazenda"",""Expresso 2222"",""Parabolicamará""]","Tropicália, MPB, Reggae, Afro-brasileiro",,"[{""texto"": ""Foi Ministro da Cultura do Brasil de 2003 a 2008, defendendo democratização cultural, pontos de cultura e cultura digital livre."", ""titulo"": ""Ministro da Cultura""}, {""texto"": ""Composta em 1969 antes do exílio forçado, a música despede-se do Brasil com ironia e afeto. Tornou-se hino carioca e é tocada em toda festa."", ""titulo"": ""Aquele Abraço""}]",,,5,,true,2025-12-14 20:49:33.510717+00
3c501d98-c0ca-4032-8d4c-4528c1c6a930,Antônio Carlos Gomes,Carlos Gomes,1836-07-11,1896-09-16,Brasil,,b0bef9be-0afc-4319-a8fe-a117f44e2dc9,"Primeiro compositor brasileiro de projeção internacional. Suas óperas, especialmente ""Il Guarany"", foram aclamadas na Europa. Levou temática brasileira para a ópera italiana.","Carlos Gomes nasceu em Campinas, São Paulo, filho de maestro. Estudou no Conservatório do Rio de Janeiro e, com bolsa de Dom Pedro II, foi para a Itália estudar no Conservatório de Milão. Sua ópera ""Il Guarany"" (1870), baseada no romance de José de Alencar, estreou no Teatro alla Scala com sucesso triunfal. Foi o primeiro compositor das Américas a ter uma ópera encenada no Scala. Suas óperas mesclam bel canto italiano com temáticas indigenistas e brasileiras. É patrono da cadeira nº 15 da Academia Brasileira de Música.","[""Il Guarany"",""Lo Schiavo"",""Fosca""]","Ópera, Música sacra",,"[{""texto"": ""Il Guarany foi aclamado no Teatro alla Scala de Milão em 1870. Para um brasileiro conquistar o templo da ópera italiana foi feito histórico sem precedentes."", ""titulo"": ""Sucesso no La Scala""}, {""texto"": ""O imperador Dom Pedro II financiou seus estudos na Itália e sempre apoiou sua carreira. Carlos Gomes ficou devastado com a Proclamação da República que exilou seu patrono."", ""titulo"": ""Protegido de D. Pedro II""}]",,,5,,true,2025-12-14 20:49:33.510717+00
4c5a9cfe-a040-4ee5-9dc9-a479a0bf8876,Giuseppe Fortunino Francesco Verdi,Verdi,1813-10-10,1901-01-27,Itália,Le Roncole,e8ce8fcc-5d20-4557-be06-c908b975e141,Mestre supremo da ópera italiana. Criador dos dramas líricos mais poderosos do século XIX,"Giuseppe Verdi (1813-1901) é o maior compositor de ópera italiana do século XIX e um dos maiores de todos os tempos. Nasceu em família camponesa pobre, estudou música com mecenato local. Primeira ópera, Oberto (1839), foi sucesso moderado em Milão. Após tragédia pessoal (morte da esposa e dois filhos em 1840), entrou em depressão mas retornou triunfalmente com Nabucco (1842), cujo coro Va, pensiero tornou-se hino não-oficial da unificação italiana. Período dos ""anos de galés"" (1843-1850): produziu óperas anualmente. Fase intermediária: Rigoletto (1851), Il Trovatore (1853), La Traviata (1853) - trilogia popular suprema. Fase tardia: óperas cada vez mais sofisticadas (Simon Boccanegra, La Forza del Destino, Don Carlos), culminando em obras-primas shakespearianas Otello (1887, aos 74 anos) e Falstaff (1893, aos 80, ópera cômica genial). Também Requiem (1874), dedicado a Manzoni, uma das maiores obras corais. Verdi foi símbolo do Risorgimento (unificação italiana): seu nome era grito político (Viva VERDI = Viva Vittorio Emanuele Re D'Italia). Eleito senador do Reino da Itália. Casou-se com soprano Giuseppina Strepponi. Últimos anos dedicou-se à filantropia (Casa di Riposo per Musicisti em Milão, casa de repouso para músicos). Morreu aos 87 anos; 300.000 pessoas no funeral.","[""Aida (ópera)"",""La Traviata (ópera)"",""Rigoletto (ópera)"",""Il Trovatore (ópera)"",""Nabucco (ópera, coro Va pensiero)"",""Otello (ópera)"",""Falstaff (ópera)"",""Requiem (Messa da Requiem)"",""Don Carlos (ópera)"",""Un Ballo in Maschera (ópera)""]",Ópera romântica italiana,[],"[{""texto"": ""Durante o Risorgimento (unificação italiana), manifestantes gritavam Viva VERDI como acrônimo político: Viva Vittorio Emanuele Re DItalia (Viva Vittorio Emanuel Rei da Itália). Verdi tornou-se símbolo nacional."", ""titulo"": ""VERDI = Viva Vittorio Emanuele"", ""categoria"": ""politica""}, {""texto"": ""Compôs Otello aos 74 anos e Falstaff aos 80 anos, suas duas obras-primas finais baseadas em Shakespeare. Mostrou que criatividade não tem idade - ambas são revolucionárias e moderníssimas."", ""titulo"": ""Otello aos 74 anos"", ""categoria"": ""genio""}, {""texto"": ""Quando morreu em 1901 aos 87 anos, cerca de 300.000 pessoas compareceram ao funeral em Milão. Arturo Toscanini regeu multidão cantando Va, pensiero. Foi enterrado na Casa di Riposo que ele próprio fundara."", ""titulo"": ""300.000 no funeral"", ""categoria"": ""legado""}]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Giuseppe_Verdi_by_Giovanni_Boldini.jpg/800px-Giuseppe_Verdi_by_Giovanni_Boldini.jpg,https://www.youtube.com/watch?v=6FdQu18mkMg,5,"[""romantico"",""italiano"",""opera"",""bel_canto""]",true,2025-10-09 02:15:02.70535+00
60e9514d-57d1-4d87-860f-d1314507b8d0,Johann Strauss II,Rei da Valsa,1825-10-25,1899-06-03,Áustria,Viena,e8ce8fcc-5d20-4557-be06-c908b975e141,"O Rei da Valsa, criador das valsas vienenses mais famosas e operetas encantadoras","Johann Strauss II (1825-1899), conhecido como ""Rei da Valsa"", foi o mais famoso da dinastia Strauss. Filho de Johann Strauss I (também compositor), contra a vontade do pai estudou música secretamente e formou sua própria orquestra aos 19 anos, rivaliz ando com o pai. Tornou-se o compositor de música de dança mais popular da Europa. Compôs mais de 400 valsas, polcas e marchas, além de 16 operetas. Suas valsas elevaram a dança popular vienense a forma de arte sinfônica. A mais famosa, An der schönen blauen Donau (Danúbio Azul, 1867), tornou-se o hino não-oficial da Áustria. Suas operetas, especialmente Die Fledermaus (O Morcego, 1874), são pilares do repertório até hoje. Foi diretor musical de bailes da corte imperial de Viena e excursionou pela Europa e EUA. Brahms admirava profundamente sua música. Regeu no Jubileu da Rainha Vitória em Londres. Sua música simboliza a alegria e elegância da Viena imperial. Morreu aos 73 anos, com funeral de Estado.","[""An der schönen blauen Donau (Danúbio Azul) Op. 314"",""Opereta Die Fledermaus (O Morcego)"",""Kaiser-Walzer (Valsa do Imperador) Op. 437"",""Wiener Blut (Sangue Vienense) Op. 354"",""Tritsch-Tratsch-Polka Op. 214"",""Rosen aus dem Süden (Rosas do Sul) Op. 388"",""Frühlingsstimmen (Vozes da Primavera) Op. 410"",""Radetzky-Marsch (Marcha Radetzky) Op. 228"",""Geschichten aus dem Wienerwald (Histórias da Floresta Vienense) Op. 325""]","Valsa vienense, Opereta","[""Violino"",""Piano""]","[{""texto"": ""O pai Johann Strauss I não queria que o filho fosse músico. Johann II estudou violino secretamente e formou orquestra rival aos 19 anos. Após morte do pai (1849), uniu as duas orquestras e tornou-se o mais famoso."", ""titulo"": ""Rivalidade com o pai"", ""categoria"": ""familia""}, {""texto"": ""Johannes Brahms, compositor erudito seríssimo, adorava as valsas de Strauss. Certa vez escreveu os compassos iniciais do Danúbio Azul num leque de Strauss com a inscrição: Infelizmente não de Brahms."", ""titulo"": ""Brahms era fã"", ""categoria"": ""admiracao""}, {""texto"": ""Em 1872, regeu em Boston (EUA) um concerto monstro com 100.000 pessoas no público, 20.000 coristas e 1.000 instrumentistas. Usou 100 sub-regentes. Foi um dos maiores concertos da história."", ""titulo"": ""Concerto para 100.000 pessoas em Boston"", ""categoria"": ""turnê""}]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Johann_Strauss_II_by_August_Eisenmenger.jpg/800px-Johann_Strauss_II_by_August_Eisenmenger.jpg,https://www.youtube.com/watch?v=_6fAJa3oVh0,5,"[""romantico"",""valsa"",""viena"",""opereta"",""danca""]",true,2025-10-09 02:04:40.115836+00
66697bd8-3ad7-4e00-82ef-4b35686d41b5,Alfredo da Rocha Viana Filho,Pixinguinha,1897-04-23,1973-02-17,Brasil,,058f61ff-806e-4179-8c5b-2cd597b36d76,Gênio do choro e um dos maiores músicos brasileiros. Flautista e saxofonista virtuoso. Suas composições e arranjos definiram a estrutura do choro moderno. Revolucionou a música instrumental brasileira.,"Pixinguinha é considerado um dos maiores músicos da história do Brasil. Nascido no bairro de Piedade, Rio de Janeiro, filho de músico, aos 14 anos já era flautista profissional. Revolucionou o choro com suas composições sofisticadas e arranjos inovadores. ""Carinhoso"" é uma das músicas mais gravadas da história brasileira. Viajou a Paris com o grupo Os Oito Batutas em 1922, levando música brasileira à Europa. Como arranjador da Rádio Nacional, orquestrou centenas de músicas. Seu estilo único combinou o choro tradicional com influências do jazz, criando a sonoridade que define a música brasileira instrumental.","[""Carinhoso"",""Lamentos"",""Um a Zero"",""Rosa""]","Choro, Samba, Maxixe",,"[{""texto"": ""Em 1922, levou o grupo Os Oito Batutas para tocar em Paris, apresentando choro e samba para a Europa pela primeira vez, seis meses antes da Semana de Arte Moderna."", ""titulo"": ""Os Oito Batutas em Paris""}, {""texto"": ""Orquestrou centenas de sambas e marchinhas para a Rádio Nacional, criando a sonoridade característica da Era de Ouro da música brasileira."", ""titulo"": ""Arranjador da Rádio Nacional""}]",,,5,,true,2025-12-14 20:49:33.510717+00
6aae14ae-1c25-47ed-80d5-8112a9674d2f,Aaron Copland,,1900-11-14,1990-12-02,Estados Unidos,"Brooklyn, Nova York",a8106bcd-4791-46f4-b502-bda5fe19c041,"Criou o som da América: música erudita com espírito do Velho Oeste, jazz e folclore dos EUA","Aaron Copland (1900-1990) é o compositor americano mais importante do século XX, criando som distintamente americano. Filho de imigrantes judeus russos no Brooklyn. Estudou com Nadia Boulanger em Paris (1921-1924). Inicialmente modernista (influência de Stravinsky), depois adotou estilo mais acessível (populismo). Obras principais: balés Appalachian Spring (1944, Prêmio Pulitzer, tema Shaker Simple Gifts), Billy the Kid (1938, faroeste), Rodeo (1942, rodeio, Hoe-Down famoso), Fanfare for the Common Man (1942, 2ª Guerra), sinfonia Sinfonia nº 3 (incorpora Fanfare), Concerto para Clarinete (para Benny Goodman, fusão com jazz), música de câmara, canções. Estilo: harmonias abertas (quartas e quintas), melodias simples folclóricas, ritmos de dança americana, orquestração clara. Também compositor de cinema (Of Mice and Men, The Heiress - Oscar). Professor influente, escritor sobre música. Abertamente homossexual em época repressiva. Viveu 90 anos.","[""Appalachian Spring (balé)"",""Fanfare for the Common Man"",""Rodeo (balé, com Hoe-Down)"",""Billy the Kid (balé)"",""Sinfonia nº 3"",""Concerto para Clarinete"",""El Salón México"",""Quiet City"",""Lincoln Portrait"",""Piano Variations""]","Americanismo, modernismo acessível","[""Piano""]","[{""texto"": ""Copland criou o som da América erudita: espaços abertos do Velho Oeste, harmonias quartas/quintas, melodias folclóricas simples. Suas obras são trilha sonora do espírito americano."", ""titulo"": ""Som da América"", ""categoria"": ""estilo""}, {""texto"": ""Appalachian Spring (pioneiros Shakers), Billy the Kid (faroeste), Rodeo (rodeio) capturaram mitologia americana. Hoe-Down de Rodeo é usado em comerciais, filmes como símbolo dos EUA."", ""titulo"": ""Balés definem América"", ""categoria"": ""obras""}]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Aaron_Copland_1970.JPG/800px-Aaron_Copland_1970.JPG,https://www.youtube.com/watch?v=z_6G2r5j8Tc,4,"[""modernismo"",""americano"",""bale"",""folclorico""]",true,2025-10-09 02:50:34.631005+00
6ab9f4fb-93a2-441a-a97f-ee974eef8838,Franz Joseph Haydn,Papa Haydn,1732-03-31,1809-05-31,Áustria,Rohrau,f8ed8ab3-ef44-47e5-8a3f-80b4dd60f89a,Pai da Sinfonia e do Quarteto de Cordas. Estabeleceu as formas clássicas que Mozart e Beethoven seguiram,"Joseph Haydn (1732-1809) estabeleceu as formas da sinfonia e quarteto de cordas clássicos. Nasceu em família modesta, menino soprano na Catedral de Viena. Aos 29 anos, entrou ao serviço dos Príncipes Esterházy (1761-1790), uma das famílias mais ricas da Europa, onde teve orquestra à disposição por 30 anos para experimentar. Compôs 104 sinfonias, 68 quartetos de cordas, concertos, óperas, missas. Estabeleceu a forma sonata de 4 movimentos, desenvolveu minueto e scherzo. Foi mentor de Mozart (amizade mútua admiração) e professor de Beethoven. Visitou Londres duas vezes (1791-1792, 1794-1795), onde escreveu 12 Sinfonias de Londres (últimas e melhores). Morreu em Viena durante bombardeio napoleônico aos 77 anos. Apelidado Papa Haydn pela bondade paternal.","[""Sinfonia nº 94 Surpresa"",""Sinfonia nº 101 O Relógio"",""Sinfonia nº 45 Despedida"",""Quarteto de Cordas Op. 76 nº 3 Imperador"",""A Criação (oratório)"",""As Estações (oratório)"",""Concerto para Trompete em Mi bemol"",""Concerto para Violoncelo em Dó maior"",""Quarteto de Cordas Op. 20"",""Quarteto de Cordas Op. 33""]",Classicismo vienense,"[""Piano"",""Violino""]","[{""texto"": ""Serviu Príncipes Esterházy por 30 anos em Eszterháza (palácio isolado). Tinha orquestra própria para experimentar. Dizia: Fui forçado a ser original pois estava isolado do mundo."", ""titulo"": ""30 anos a serviço dos Esterházy"", ""categoria"": ""carreira""}, {""texto"": ""Mozart (24 anos mais novo) e Haydn tinham admiração mútua. Mozart dedicou 6 quartetos (Haydn Quartets) a ele. Haydn disse ao pai de Mozart: Seu filho é o maior compositor que conheço."", ""titulo"": ""Amizade com Mozart"", ""categoria"": ""relacoes""}]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Joseph_Haydn.jpg/800px-Joseph_Haydn.jpg,https://www.youtube.com/watch?v=VOLy6JxEDLw,4,"[""classico"",""sinfonia"",""quarteto"",""pai_sinfonia""]",true,2025-10-09 02:50:34.631005+00
6bdf2c72-6099-4fc5-9294-a887f79ac000,Ryuichi Sakamoto,Sakamoto,1952-01-17,2023-03-28,Japão,,bf731274-4647-4e61-aa72-2ac8a0b3944c,"Músico visionário. Pioneiro da música eletrônica com Yellow Magic Orchestra. Oscar por trilha de ""O Último Imperador"". Ativista ambiental. Mesclou eletrônica, clássico e experimental.","Ryuichi Sakamoto foi um dos músicos mais influentes e inovadores do Japão. Começou como pioneiro da música eletrônica nos anos 1970 com o Yellow Magic Orchestra, que influenciou techno, hip-hop e música eletrônica mundial. Venceu o Oscar de Melhor Trilha Sonora por ""O Último Imperador"" (1987). Sua carreira solo explorou fusões únicas de eletrônica, música clássica contemporânea e sons ambientais. Ativista anti-nuclear após Fukushima, usou sua música para causas humanitárias. Continuou criando até sua morte em 2023, deixando legado imenso.","[""Merry Christmas Mr. Lawrence"",""Energy Flow"",""Async""]","Música eletrônica, Avant-garde, Trilhas sonoras",,"[{""texto"": ""Nos anos 1970-80, YMO foi pioneiro absoluto da música eletrônica, influenciando Kraftwerk, hip-hop e techno. Foram os primeiros a usar sintetizadores e samplers de forma criativa."", ""titulo"": ""Yellow Magic Orchestra""}, {""texto"": ""Ganhou Oscar por \""O Último Imperador\"" e usou sua fama para ativismo ambiental e anti-nuclear, especialmente após o desastre de Fukushima."", ""titulo"": ""Oscar e ativismo""}]",,,5,,true,2025-12-14 20:49:33.510717+00
83c61d11-1558-4af3-b50d-4bc83f83a934,Yatsuhashi Kengyō,Yatsuhashi,1614-01-01,1685-01-01,Japão,,8c167784-6592-4f6f-bb74-422c863439ec,"Considerado fundador da escola de koto moderna. Revolucionou a técnica e composição para koto, criando o estilo danmono e adaptando músicas populares.","Yatsuhashi Kengyō nasceu em Kyoto durante o início do período Edo. Cego desde a infância, dedicou-se completamente à música do koto. Revolucionou o instrumento ao criar o estilo danmono (composições em seções) e ao adaptar músicas populares para koto solo, antes tocado apenas como acompanhamento. Suas inovações permitiram que o koto se tornasse um instrumento de concerto. Fundou a escola Yatsuhashi de koto, que influencia músicos até hoje.","[""Rokudan no Shirabe"",""Midare""]","Música de corte japonesa, Koto clássico",,"[{""texto"": ""Antes de Yatsuhashi, o koto tinha principalmente papel de acompanhamento. Ele desenvolveu técnicas que permitiram ao instrumento de 13 cordas contar histórias musicais complexas sozinho."", ""titulo"": ""O koto de 13 cordas""}, {""texto"": ""Como muitos músicos japoneses da época, Yatsuhashi era cego. A tradição de músicos cegos (mōsō) era respeitada no Japão, e muitos dos maiores mestres de koto eram cegos."", ""titulo"": ""Cegueira e genialidade""}]",,,5,,true,2025-12-14 20:49:33.510717+00
83e3fcb3-ef41-434e-96f3-179028ff2957,Mamoru Fujisawa,Joe Hisaishi,1950-12-06,,Japão,,bf731274-4647-4e61-aa72-2ac8a0b3944c,Compositor das trilhas dos filmes de Hayao Miyazaki (Studio Ghibli). Suas melodias emocionantes definem a sonoridade dos animes japoneses. Minimalismo orquestral com toques japoneses.,"Joe Hisaishi (nome artístico de Mamoru Fujisawa) é o compositor por trás da magia sonora do Studio Ghibli. Sua parceria com Hayao Miyazaki produziu algumas das trilhas de anime mais amadas: ""Meu Amigo Totoro"", ""A Viagem de Chihiro"", ""O Castelo Animado"", ""Princesa Mononoke"". Seu estilo combina minimalismo inspirado em Philip Glass com melodias profundamente emotivas e toques da música tradicional japonesa. Suas trilhas não apenas acompanham os filmes - elas contam histórias paralelas que capturam a essência mágica dos mundos de Miyazaki.","[""Tonari no Totoro Theme"",""One Summer's Day (A Viagem de Chihiro)"",""The Wind Forest""]","Trilhas sonoras, Orquestral, Minimalismo",,"[{""texto"": ""Hisaishi e Miyazaki têm uma das parcerias mais icônicas da história do cinema. Hisaishi compôs para praticamente todos os filmes de Miyazaki desde Nausicaä."", ""titulo"": ""Parceria com Miyazaki""}, {""texto"": ""Começou carreira compondo música minimalista influenciada por Philip Glass e Steve Reich, antes de se tornar o compositor definitivo do anime."", ""titulo"": ""Influência de Philip Glass""}]",,,5,,true,2025-12-14 20:49:33.510717+00
85e30fba-02f7-4cf9-af4b-d2cf3389a1b9,Robert Alexander Schumann,,1810-06-08,1856-07-29,Alemanha,Zwickau,e8ce8fcc-5d20-4557-be06-c908b975e141,"Poeta do piano romântico, crítico musical visionário e mestre do Lied. Vida trágica de genialidade e loucura","Robert Schumann (1810-1856) é um dos compositores mais românticos e literários. Inicialmente estudou direito mas dedicou-se à música. Tentou carreira de virtuose do piano mas lesionou mão permanentemente (aparelho de fortalecimento de dedos). Voltou-se para composição e crítica musical, fundando Neue Zeitschrift für Musik (1834), revista onde defendeu jovens talentos (Chopin, Brahms) e atacou filisteus. Apaixonou-se por Clara Wieck (filha de seu professor), mas o pai dela opôs-se violentamente. Só conseguiram casar após processo judicial (1840). Clara tornou-se pianista mais famosa da Europa, interpretando obras de Robert. Fases criativas: anos 1830s (piano: Carnaval, Estudos Sinfônicos, Cenas Infantis, Kreisleriana), 1840 (ano das canções: 140 Lieder, incluindo Dichterliebe, Frauenliebe und Leben), 1841 (sinfonias), 1842 (câmara), 1843 (oratórios). 4 sinfonias, Concerto para Piano (dedicado a Clara), música de câmara. Sofria de transtorno mental progressivo (possivelmente bipolar + sífilis + depressão). Tentou suicídio em 1854 atirando-se no Reno e foi resgatado. Internado voluntariamente em asilo (Endenich), onde morreu aos 46 anos. Clara dedicou resto da vida (40 anos) a promover sua música. Brahms era amigo íntimo do casal.","[""Carnaval Op. 9 (piano)"",""Dichterliebe (Amor de Poeta, ciclo de 16 Lieder)"",""Cenas Infantis Op. 15 (Kinderszenen, com Träumerei)"",""Concerto para Piano em Lá menor Op. 54"",""Sinfonia nº 1 Primavera"",""Kreisleriana Op. 16 (piano)"",""Estudos Sinfônicos Op. 13"",""Frauenliebe und Leben (Amor e Vida de Mulher, ciclo)"",""Fantasiestücke (Peças Fantásticas)"",""Quinteto para Piano Op. 44""]",Romantismo alemão,"[""Piano""]","[{""texto"": ""Usou aparelho mecânico para fortalecer dedos mas lesionou a mão permanentemente. Fim do sonho de virtuose, mas nascimento de compositor genial."", ""titulo"": ""Lesão na mão acabou carreira de virtuose"", ""categoria"": ""tragedia""}, {""texto"": ""O pai de Clara Wieck opôs-se ferozmente ao casamento. Schumann processou-o judicialmente. Só em 1840 puderam se casar. Clara tornou-se sua grande intérprete."", ""titulo"": ""Batalha judicial para casar com Clara"", ""categoria"": ""amor""}, {""texto"": ""Em 1854, em surto psicótico, atirou-se no Rio Reno. Foi internado voluntariamente em asilo, onde morreu 2 anos depois aos 46 anos."", ""titulo"": ""Suicídio no Reno e morte em asilo"", ""categoria"": ""morte""}]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Robert_Schumann_1850.jpg/800px-Robert_Schumann_1850.jpg,https://www.youtube.com/watch?v=6z82w0l6kwE,5,"[""romantico"",""alemao"",""piano"",""lied"",""critico""]",true,2025-10-09 02:22:14.349741+00
86b7ff25-1dbb-4827-b29c-3b7d3a4b8709,Antônio Carlos Brasileiro de Almeida Jobim,Tom Jobim,1927-01-25,1994-12-08,Brasil,,798ce272-a0af-40a3-97c5-11b83fe0addb,"Maior compositor brasileiro. Criador da bossa nova com João Gilberto. Suas canções são standards mundiais do jazz. ""Garota de Ipanema"" é a segunda música mais gravada da história.","Tom Jobim é o compositor brasileiro mais importante de todos os tempos. Pianista, compositor e arranjador, criou a bossa nova ao lado de João Gilberto e Vinicius de Moraes no final dos anos 1950. ""Garota de Ipanema"", composta com Vinicius, é a segunda música mais gravada da história (depois de Yesterday dos Beatles). Suas composições são standards do jazz mundial, gravadas por Frank Sinatra, Ella Fitzgerald, Stan Getz e inúmeros outros. Mestre das harmonias sofisticadas, influenciado por Debussy e Villa-Lobos, criou um idioma musical único que definiu o Brasil para o mundo. O Aeroporto Internacional do Rio de Janeiro leva seu nome.","[""Garota de Ipanema"",""Chega de Saudade"",""Águas de Março"",""Desafinado"",""Wave""]","Bossa Nova, MPB, Jazz brasileiro",,"[{""texto"": ""Segunda música mais gravada da história mundial, atrás apenas de Yesterday dos Beatles. Já foram registradas mais de 3000 versões em dezenas de idiomas."", ""titulo"": ""Garota de Ipanema""}, {""texto"": ""Tom Jobim estudou profundamente Debussy e Villa-Lobos, trazendo harmonias impressionistas francesas para o ritmo do samba, criando a sofisticação única da bossa nova."", ""titulo"": ""Harmonias de Debussy no samba""}]",,,5,,true,2025-12-14 20:49:33.510717+00
