id,instrumento_id,titulo,conteudo,categoria,imagem_url,video_url,fonte,created_at
0307192d-cec2-45dc-b80b-b29ac87fd863,56e32061-7ed6-495d-9bc1-00cdb345b02e,Evolução,O progresso vem em ondas: registre e compare para enxergar melhor.,interessante,,,seed_padrao,2026-02-13 18:05:22.013093
031db773-2f24-4058-9dd4-7281e1021d4b,492f792b-8d0c-46b7-a195-c8c32114696d,Performance,Peças curtas (solos) ajudam a desenvolver presença e segurança musical.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
0321a3f7-da0b-4dac-924b-ac02e093c729,174f6ed4-3c21-444a-acfa-5149f53f2ca0,Ritmo,Treinar subdivisões e acentuação muda totalmente a clareza rítmica.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
03801d75-4cbd-41e9-8143-ff609414faf4,82052c70-0a9d-4d94-873e-3b402e032f55,Coordenação,Separar movimentos (lento → rápido) melhora precisão e controle.,cultural,,,seed_padrao,2026-02-13 18:05:22.013093
03929b45-4196-489b-abe4-a3a21fb15c8f,850c53c4-2ed6-4a12-a4ff-3fbaecd6bf73,Evolução,O progresso vem em ondas: registre e compare para enxergar melhor.,interessante,,,seed_padrao,2026-02-13 18:05:22.013093
03a04c1d-169f-4fb8-a624-1550d95885b9,d7c80fe1-ab43-4920-b2aa-d9b4f3ace166,Afinação,"Afinação e estabilidade dependem de técnica, clima e manutenção.",historia,,,seed_padrao,2026-02-13 18:05:22.013093
03ec6a90-e11b-4df0-b55f-8d6467254210,11a7bc0c-232f-40dc-92ac-4d15aebd2d52,Repertório,Há repertório clássico e popular que explora diferentes funções do instrumento.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
040f9f98-ce63-4fa8-b794-817333db0fe4,ab9720a5-1973-484e-9a44-d4aa62594336,O Piano Preparado,"John Cage revolucionou o piano colocando objetos entre as cordas (parafusos, borrachas, papel), criando timbres percussivos únicos em obras como ""Sonatas and Interludes"".",cultural,/images/curiosidades/piano_preparado.jpg,,John Cage Foundation,2025-06-08 18:58:13.529143
041d12b0-9a3f-4d59-9d24-6b17285e8859,34f9e29b-3d22-464a-b31c-c3f4fbb73328,Técnica,Pequenos ajustes de postura e coordenação melhoram muito o som e a fluidez.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
0423cb06-8236-47b5-ac89-080dec44ae11,2abbd218-b737-410e-934b-f9c8f3d2b806,Audição,Ouvir bons intérpretes ajuda a formar referência de som e musicalidade.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
04539418-50d9-4504-9d54-cb84ec4b0555,36b9d36d-f65b-4ba1-89be-4ab3707e874c,Ritmo,Treinar subdivisões e acentuação muda totalmente a clareza rítmica.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
045b8540-5bd9-4018-8ff8-b7630f05b2c3,6b11dc1a-295f-4458-9c08-2bcec09ff3ec,Ritmo,Treinar subdivisões e acentuação muda totalmente a clareza rítmica.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
04f279c5-34a8-4247-863e-303da2a79295,9b42a23b-ac7f-42e1-8a04-bde4c525fbde,Repertório,Há repertório clássico e popular que explora diferentes funções do instrumento.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
04fd6c30-135d-489d-a9f6-7670de0a700d,13912e91-7b48-4a8d-82b7-b59515c2a0d3,Curiosidade,Muitos estilos usam o instrumento de formas bem diferentes — explore isso.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
0509888c-743d-43f6-97b6-4511c0f5cc22,8fbba87d-39e1-4542-b8bb-7c815fdc2b9a,Técnica,Pequenos ajustes de postura e coordenação melhoram muito o som e a fluidez.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
055d2440-fc78-4f52-b20e-3af522420aef,36040329-1aa6-428a-ad39-cd85de03493e,Dica,Use metrônomo e grave pequenos trechos para acompanhar sua evolução.,cultural,,,seed_padrao,2026-02-13 18:05:22.013093
059c6479-5d9c-45ff-9f72-f571c9c55313,0b9c8c6b-0e47-471c-b83b-01c931410692,Evolução,O progresso vem em ondas: registre e compare para enxergar melhor.,interessante,,,seed_padrao,2026-02-13 18:05:22.013093
05c94d2c-4aae-4919-a929-326a9e0626c8,e54b748d-3b1b-48ba-b65e-ec1e476e94ad,Técnica,Pequenos ajustes de postura e coordenação melhoram muito o som e a fluidez.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
06010eed-e1a9-4445-b4ad-f6f5e2027e43,11a7bc0c-232f-40dc-92ac-4d15aebd2d52,Aprendizado,"Prática curta e consistente, com objetivo claro, evolui mais rápido.",historia,,,seed_padrao,2026-02-13 18:05:22.013093
06582607-b0ba-4666-a99b-1c3b62242b33,32705505-7727-4d27-b7bd-b08e7c90c233,Afinação,"Afinação e estabilidade dependem de técnica, clima e manutenção.",historia,,,seed_padrao,2026-02-13 18:05:22.013093
06772560-150c-468d-ac4e-42e2cccfa6ae,9edff4db-9ef5-43fc-970a-7d2086de223b,Amplificação,Captadores de contato preservam timbre com pouco vazamento.,historia,,,Editor,2025-09-22 11:47:10.900437
06b2ae1c-69cb-4af7-8be8-07b4a71562f9,82052c70-0a9d-4d94-873e-3b402e032f55,Expressão,Controle de dinâmica e fraseado dá “voz” ao instrumento.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
06c7527a-44bb-4b34-8efc-49d688e67cc3,56f643e0-a3e2-4067-84ac-334c454426f8,Técnica,Pequenos ajustes de postura e coordenação melhoram muito o som e a fluidez.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
07333d78-043e-48aa-9cb5-692330ed38b4,36b9d36d-f65b-4ba1-89be-4ab3707e874c,Evolução,O progresso vem em ondas: registre e compare para enxergar melhor.,interessante,,,seed_padrao,2026-02-13 18:05:22.013093
078e9feb-2c80-4114-a452-412406cdf2d5,df42056c-8a3e-454c-aeca-73b4d608b85c,Evolução,O progresso vem em ondas: registre e compare para enxergar melhor.,interessante,,,seed_padrao,2026-02-13 18:05:22.013093
07b67293-e1a2-47a6-a6fc-51b28b2f3289,d7c80fe1-ab43-4920-b2aa-d9b4f3ace166,História,A história do instrumento acompanha mudanças de estilos e necessidades musicais.,interessante,,,seed_padrao,2026-02-13 18:05:22.013093
07bb5be5-bce0-47af-9efa-4d51c76640ef,56f643e0-a3e2-4067-84ac-334c454426f8,Origem,A origem do instrumento se conecta a contextos culturais e musicais específicos.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
07ca656d-3984-4d9b-a1f3-5bc4bec24676,3957c464-86dc-4aa2-9f09-57b5eb2a6c6a,Manutenção,Cuidados de armazenamento e limpeza aumentam a vida útil e a estabilidade sonora.,factual,,,seed_padrao,2026-02-13 18:05:22.013093
082761dc-fdec-4b01-b9b5-f71ed64e11be,df168c2e-275a-44ed-9ee7-af356bf724e5,Você sabia?,Este instrumento aparece em várias culturas e estilos musicais.,historia,,,seed_padrao,2026-02-13 18:05:22.013093
0840cb8a-d695-4266-b46c-b7c2f9bcb1eb,1f8c0a22-f3fc-4f51-8938-6e1cc6e24f85,Expressão,Controle de dinâmica e fraseado dá “voz” ao instrumento.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
08b2077e-8320-4164-a4cb-3661987ae4d1,ac116dcb-4fd4-4ef6-b6fb-f4ff1287bf68,Em conjunto,"Em grupo, ele pode assumir base, melodia, contraponto ou efeitos sonoros.",interessante,,,seed_padrao,2026-02-13 18:05:22.013093
08cf5eab-17df-40a7-bf9b-b12548175962,b7425269-f2bb-454c-8c61-e3e9d028c9b4,Técnica,Pequenos ajustes de postura e coordenação melhoram muito o som e a fluidez.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
093e1636-f97c-4b5c-9485-599dd961ac31,56e32061-7ed6-495d-9bc1-00cdb345b02e,Audição,Ouvir bons intérpretes ajuda a formar referência de som e musicalidade.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
095ddeb0-1906-476b-b946-6e0410f0aecd,9b42a23b-ac7f-42e1-8a04-bde4c525fbde,Curiosidade,Muitos estilos usam o instrumento de formas bem diferentes — explore isso.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
0966faf2-9cc7-4021-a881-f4268e8891cc,35da6877-2528-4f37-9ab4-b44893ad1dbf,Manutenção,Cuidados de armazenamento e limpeza aumentam a vida útil e a estabilidade sonora.,factual,,,seed_padrao,2026-02-13 18:05:22.013093
098b4dd8-b185-478a-8791-c65795ab5d20,bee0f63a-e248-4f2c-9325-0a23cb3c5a8e,Origem,A origem do instrumento se conecta a contextos culturais e musicais específicos.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
09b7da6c-b761-42b9-ba2f-6b25edad733a,8bd473f1-7b35-4b9e-869a-17fb73c6e047,Em conjunto,"Em grupo, ele pode assumir base, melodia, contraponto ou efeitos sonoros.",interessante,,,seed_padrao,2026-02-13 18:05:22.013093
09d99e42-45a0-4183-ab94-5c33aa03046c,96b547b5-e685-40f8-952c-9dfce2ad4dc6,Dica,Use metrônomo e grave pequenos trechos para acompanhar sua evolução.,cultural,,,seed_padrao,2026-02-13 18:05:22.013093
09ed89ff-b98e-468a-aa35-6924a36c221d,11a7bc0c-232f-40dc-92ac-4d15aebd2d52,Afinação,"Afinação e estabilidade dependem de técnica, clima e manutenção.",historia,,,seed_padrao,2026-02-13 18:05:22.013093
09ee31dc-af08-4837-a28c-8de92621f9e5,36040329-1aa6-428a-ad39-cd85de03493e,Som,O “bom som” é a soma de técnica + ouvido + consistência.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
0a283e93-58b7-4abc-b964-0f650d8899c1,34f9e29b-3d22-464a-b31c-c3f4fbb73328,Manutenção,Cuidados de armazenamento e limpeza aumentam a vida útil e a estabilidade sonora.,factual,,,seed_padrao,2026-02-13 18:05:22.013093
0a32a0ef-33fa-481c-82ae-7e656bc0f443,8bd473f1-7b35-4b9e-869a-17fb73c6e047,Curiosidade,Muitos estilos usam o instrumento de formas bem diferentes — explore isso.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
0a4e222d-9694-4cfc-8965-762f747f6a15,11a7bc0c-232f-40dc-92ac-4d15aebd2d52,Origem,A origem do instrumento se conecta a contextos culturais e musicais específicos.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
0a4f6d35-ceef-45e2-80c3-cc645fbef2e5,56f643e0-a3e2-4067-84ac-334c454426f8,História,A história do instrumento acompanha mudanças de estilos e necessidades musicais.,interessante,,,seed_padrao,2026-02-13 18:05:22.013093
0a53989b-003d-4027-adda-523a8367ffc9,26cadf44-6d7b-4f9b-85d6-6b2c40715f45,Repertório,Há repertório clássico e popular que explora diferentes funções do instrumento.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
0a9c3885-41ee-4605-af5a-d7916e2f4f00,8bd473f1-7b35-4b9e-869a-17fb73c6e047,Origem,A origem do instrumento se conecta a contextos culturais e musicais específicos.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
0b33bc63-4d7a-45cb-a04d-3d1d56a64b54,174f6ed4-3c21-444a-acfa-5149f53f2ca0,Aprendizado,"Prática curta e consistente, com objetivo claro, evolui mais rápido.",historia,,,seed_padrao,2026-02-13 18:05:22.013093
0b4f81dc-e696-41f6-99d4-1864205b18fb,a0f53672-7d87-4ab4-a64f-b551fc1a380d,Evolução,O progresso vem em ondas: registre e compare para enxergar melhor.,interessante,,,seed_padrao,2026-02-13 18:05:22.013093
0c2c076c-862a-4b01-83d7-3014d9d5b95a,0e52514e-58c3-463a-a6e4-f71a1439f9b7,Performance,Peças curtas (solos) ajudam a desenvolver presença e segurança musical.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
0caa064f-bad0-4203-a0af-946e9c4acb51,4d78c5a4-04bf-452d-b326-83e7c72c10ef,Aprendizado,"Prática curta e consistente, com objetivo claro, evolui mais rápido.",historia,,,seed_padrao,2026-02-13 18:05:22.013093
0cb52883-ba82-45cb-bede-d6adab2ec7ab,35aff373-706c-47d8-8004-d8edcddb1e0c,Afinação,"Afinação e estabilidade dependem de técnica, clima e manutenção.",historia,,,seed_padrao,2026-02-13 18:05:22.013093
0ce7df34-9a6d-46b4-9bc2-7bfa676f60c4,9c3a903d-8750-4ded-9341-c876a6d6de93,Repertório,Há repertório clássico e popular que explora diferentes funções do instrumento.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
0d49ea5e-c5da-4fde-9eb0-4fdb1b9aff54,9c3a903d-8750-4ded-9341-c876a6d6de93,Manutenção,Cuidados de armazenamento e limpeza aumentam a vida útil e a estabilidade sonora.,factual,,,seed_padrao,2026-02-13 18:05:22.013093
0dac3070-3955-4a54-874c-e96d6525945b,fb125188-c48e-4d89-a46e-11c3b600dabd,Curiosidade,Muitos estilos usam o instrumento de formas bem diferentes — explore isso.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
0dcab705-d50b-4feb-8ff8-5dfaf79676cf,850c53c4-2ed6-4a12-a4ff-3fbaecd6bf73,Repertório,Há repertório clássico e popular que explora diferentes funções do instrumento.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
0dcc3612-0cb4-4ce8-864d-f13959a7be8b,35da6877-2528-4f37-9ab4-b44893ad1dbf,Expressão,Controle de dinâmica e fraseado dá “voz” ao instrumento.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
0dd39d03-6b24-4722-ae4e-393217faf90b,8fbba87d-39e1-4542-b8bb-7c815fdc2b9a,Construção,"Materiais e formato influenciam projeção, brilho e resistência.",factual,,,seed_padrao,2026-02-13 18:05:22.013093
0df2b35c-6cdd-44d1-89b5-a8e17eb98f67,c75fe646-ff86-4420-98f0-a0f25d39de45,Em conjunto,"Em grupo, ele pode assumir base, melodia, contraponto ou efeitos sonoros.",interessante,,,seed_padrao,2026-02-13 18:05:22.013093
0df95faa-72d9-4843-8d4d-d05957d967f7,80436b4f-15c1-452f-9442-34e42b5117e4,A Importância da Alma,"A ""alma"" do violino é um pequeno bastão de madeira posicionado internamente entre o tampo e o fundo. Sua posição milimétrica afeta drasticamente o timbre e a projeção do som.",tecnica,,,Manual de Luteria,2025-06-09 03:36:30.827266
0e296683-84e5-4431-abc9-cb0c7947bce1,9a5e0eac-114e-4173-90af-32b55c870675,Construção,"Materiais e formato influenciam projeção, brilho e resistência.",factual,,,seed_padrao,2026-02-13 18:05:22.013093
0e7f6b14-295e-42b4-9ba5-2586c1e82dea,e54b748d-3b1b-48ba-b65e-ec1e476e94ad,Origem,A origem do instrumento se conecta a contextos culturais e musicais específicos.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
0e8d2956-e42b-416d-bbba-ec2539971d0b,92ecdeff-3480-4f27-85cd-86f12622cf9f,Técnica,Pequenos ajustes de postura e coordenação melhoram muito o som e a fluidez.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
0f0b8521-ce1c-4d43-9980-fdd19ecfd104,3702e3f9-bc82-42b6-ae32-c770081b3ec2,Performance,Peças curtas (solos) ajudam a desenvolver presença e segurança musical.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
0f297f00-1379-4747-af4b-64b57295e767,34f9e29b-3d22-464a-b31c-c3f4fbb73328,Som,O “bom som” é a soma de técnica + ouvido + consistência.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
0f2d0179-d3c2-47c2-8607-b1864f8bcab4,412c40b6-f4fc-4379-9d6f-5ce0ec2d669d,Curiosidade,Muitos estilos usam o instrumento de formas bem diferentes — explore isso.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
0fa3b011-dd9d-47da-a984-7e29b66cfb9c,6b11dc1a-295f-4458-9c08-2bcec09ff3ec,Origem,A origem do instrumento se conecta a contextos culturais e musicais específicos.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
0fb322b9-d1eb-4e00-b655-97b2598e3598,3957c464-86dc-4aa2-9f09-57b5eb2a6c6a,Construção,"Materiais e formato influenciam projeção, brilho e resistência.",factual,,,seed_padrao,2026-02-13 18:05:22.013093
103c2f6c-af1b-408d-8ead-257822d95599,3957c464-86dc-4aa2-9f09-57b5eb2a6c6a,Você sabia?,Este instrumento aparece em várias culturas e estilos musicais.,historia,,,seed_padrao,2026-02-13 18:05:22.013093
104db6e4-4dd7-48be-92a1-98d35ec951b1,82052c70-0a9d-4d94-873e-3b402e032f55,Curiosidade,Muitos estilos usam o instrumento de formas bem diferentes — explore isso.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
104f5f47-ff7b-48d6-9d42-59e345923d1e,11a7bc0c-232f-40dc-92ac-4d15aebd2d52,Dica,Use metrônomo e grave pequenos trechos para acompanhar sua evolução.,cultural,,,seed_padrao,2026-02-13 18:05:22.013093
1063eb5f-3080-4de2-8802-2a9af44bffba,df42056c-8a3e-454c-aeca-73b4d608b85c,Afinação,"Afinação e estabilidade dependem de técnica, clima e manutenção.",historia,,,seed_padrao,2026-02-13 18:05:22.013093
10666a01-ffad-45b3-bc44-cb4178f3be4d,2abbd218-b737-410e-934b-f9c8f3d2b806,Manutenção,Cuidados de armazenamento e limpeza aumentam a vida útil e a estabilidade sonora.,factual,,,seed_padrao,2026-02-13 18:05:22.013093
10abe0b7-0896-40d8-8bb5-32ddec356863,412c40b6-f4fc-4379-9d6f-5ce0ec2d669d,História,A história do instrumento acompanha mudanças de estilos e necessidades musicais.,interessante,,,seed_padrao,2026-02-13 18:05:22.013093
10f515fa-9dde-4d23-b806-65a0499086a3,87ee66bf-bb70-4e70-9aa3-4bff514ced4e,Construção,"Materiais e formato influenciam projeção, brilho e resistência.",factual,,,seed_padrao,2026-02-13 18:05:22.013093
10fabb3c-e6a1-40a7-97af-f4c1ac893127,3e02292d-bd2f-46ed-9b9e-a0c8b0acd996,História,A história do instrumento acompanha mudanças de estilos e necessidades musicais.,interessante,,,seed_padrao,2026-02-13 18:05:22.013093
1118c8ef-f468-417b-9093-7c064cf7e7e4,3957c464-86dc-4aa2-9f09-57b5eb2a6c6a,Dica,Use metrônomo e grave pequenos trechos para acompanhar sua evolução.,cultural,,,seed_padrao,2026-02-13 18:05:22.013093
115be054-114e-4c0d-857b-911403ecff59,e54b748d-3b1b-48ba-b65e-ec1e476e94ad,Expressão,Controle de dinâmica e fraseado dá “voz” ao instrumento.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
1197e7ad-f154-4c97-8967-f1a1a5c3fbcd,86f83611-c0db-470c-87e7-31ee81b1a009,Audição,Ouvir bons intérpretes ajuda a formar referência de som e musicalidade.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
11d7e1f4-dfdd-4e5e-9c89-8364553b0783,4c61dc18-2b1e-48c8-8a2e-2c730679d4a5,Som,O “bom som” é a soma de técnica + ouvido + consistência.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
1201b4c7-f2e1-4687-b760-7d526d9c0966,4bc1c064-fa97-43f5-b6d7-d466ca66635d,Ritmo,Treinar subdivisões e acentuação muda totalmente a clareza rítmica.,ciencia,,,seed_padrao,2026-02-13 18:05:22.013093
1206afd0-7dc8-43a5-92f9-72dbc23d4b01,509d6a26-159a-4976-aa46-83f914f930aa,Audição,Ouvir bons intérpretes ajuda a formar referência de som e musicalidade.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
12172af8-1fda-4385-84a7-caf2ab7bf18f,8bd473f1-7b35-4b9e-869a-17fb73c6e047,Repertório,Há repertório clássico e popular que explora diferentes funções do instrumento.,curiosa,,,seed_padrao,2026-02-13 18:05:22.013093
1236af9a-30ce-4e42-8378-5a78f95e01ee,6925f61b-ba48-473a-b69a-e3548036c1df,Em conjunto,"Em grupo, ele pode assumir base, melodia, contraponto ou efeitos sonoros.",interessante,,,seed_padrao,2026-02-13 18:05:22.013093
1292d30c-27cd-47cc-8096-e3227eb82913,96b547b5-e685-40f8-952c-9dfce2ad4dc6,Em conjunto,"Em grupo, ele pode assumir base, melodia, contraponto ou efeitos sonoros.",interessante,,,seed_padrao,2026-02-13 18:05:22.013093
129eb5d6-5c79-4e1c-97c1-bc099fdaf42b,ee709f67-e4e4-4f9c-9001-7574e4d8dfa0,Audição,Ouvir bons intérpretes ajuda a formar referência de som e musicalidade.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
12a05ea9-a5d7-47d7-bdf4-a154b94948f5,34f9e29b-3d22-464a-b31c-c3f4fbb73328,Performance,Peças curtas (solos) ajudam a desenvolver presença e segurança musical.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
12a93633-340f-4ecd-9ea2-c82bb081dff4,9c3a903d-8750-4ded-9341-c876a6d6de93,Você sabia?,Este instrumento aparece em várias culturas e estilos musicais.,historia,,,seed_padrao,2026-02-13 18:05:22.013093
12e8e3e7-7d72-4e80-8cfb-2e403aa22e41,56e32061-7ed6-495d-9bc1-00cdb345b02e,Aprendizado,"Prática curta e consistente, com objetivo claro, evolui mais rápido.",historia,,,seed_padrao,2026-02-13 18:05:22.013093
13496db6-03fb-4e1b-8d75-cac63f32b66c,3957c464-86dc-4aa2-9f09-57b5eb2a6c6a,Aprendizado,"Prática curta e consistente, com objetivo claro, evolui mais rápido.",historia,,,seed_padrao,2026-02-13 18:05:22.013093
13a0ec4b-a585-4ed9-acd1-ac51a2c9681e,509d6a26-159a-4976-aa46-83f914f930aa,Coordenação,Separar movimentos (lento → rápido) melhora precisão e controle.,cultural,,,seed_padrao,2026-02-13 18:05:22.013093
13bd98dd-7ff5-4c8b-9a5c-ab58bae8fa2a,9edff4db-9ef5-43fc-970a-7d2086de223b,Harmônicos naturais,Facilitados nas regiões próximas às metades/terços da corda.,historia,,,Editor,2025-09-22 11:47:10.900437
13c9f3a4-01e8-4af0-88fe-d28530cca049,df49fd27-9bcd-4462-a0f8-b36f0ff9f97f,Guitar Hero e Gaming,"O jogo Guitar Hero, lançado em 2005, introduziu uma nova geração à guitarra. Estudos mostram que jogadores do Guitar Hero têm 2x mais probabilidade de aprender guitarra real.",cultural,,,Entertainment Software Association,2025-06-09 04:27:54.332572
13cccb01-edca-4762-b170-c9a4a38a80b6,9edff4db-9ef5-43fc-970a-7d2086de223b,Técnicas estendidas,"Sul ponticello, col legno, tremolo de efeito, etc.",historia,,,Editor,2025-09-22 11:47:10.900437
13d3e322-fd66-4f1e-adf0-6947c5aaa7d8,509d6a26-159a-4976-aa46-83f914f930aa,História,A história do instrumento acompanha mudanças de estilos e necessidades musicais.,interessante,,,seed_padrao,2026-02-13 18:05:22.013093
14116bb3-3fd4-4ae3-929a-cd1e61f03f0f,d7c80fe1-ab43-4920-b2aa-d9b4f3ace166,Origem,A origem do instrumento se conecta a contextos culturais e musicais específicos.,tecnica,,,seed_padrao,2026-02-13 18:05:22.013093
145fe259-b873-446b-9fa8-2945a802480f,2abbd218-b737-410e-934b-f9c8f3d2b806,Você sabia?,Este instrumento aparece em várias culturas e estilos musicais.,historia,,,seed_padrao,2026-02-13 18:05:22.013093
