id,nome,periodo_inicio,periodo_fim,descricao_curta,descricao_completa,contexto_historico,caracteristicas_principais,imagem_capa_url,cor_tematica,ordem_cronologica,ativo,created_at
a202d11a-4152-4640-acc4-b538109b0a44,Rock e Música Popular,1950,2024,"Revolução cultural juvenil: do rock'n'roll ao hip-hop, música eletrônica e fusões globais","Música Popular do século XX-XXI abrange múltiplos gêneros nascidos da revolução cultural juvenil pós-1950. Rock'n'Roll (1950s: Elvis Presley, Chuck Berry, Little Richard) funde rhythm & blues negro com country branco, chocando moralidade conservadora. Rock evolui: British Invasion (1964: Beatles, Rolling Stones), Rock Psicodélico (1967: Hendrix, Pink Floyd), Hard Rock/Heavy Metal (Led Zeppelin, Black Sabbath), Punk Rock (1975: Sex Pistols, Ramones: anti-establishment cru), New Wave (1980s: Talking Heads, The Cure), Grunge (1990s: Nirvana, Pearl Jam). Soul/R&B (1960s: Aretha Franklin, Marvin Gaye, Stevie Wonder) expressa experiência afro-americana. Funk (James Brown, Parliament-Funkadelic) cria groove sincopado supremo. Disco (1970s: Donna Summer, Bee Gees) domina pistas de dança. Hip-Hop/Rap (1970s Bronx: DJ Kool Herc, Grandmaster Flash) revoluciona com samples, breakbeats, MCs rimando. Música Eletrônica: House (Chicago 1980s), Techno (Detroit 1980s: Juan Atkins, Derrick May), Drum and Bass, Dubstep (2000s). Pop mainstream (Michael Jackson ""Rei do Pop"", Madonna, Prince) domina MTV (1981-). Anos 2000s-2020s: indie rock, emo, post-rock, EDM (electronic dance music), trap, K-pop (Coreia do Sul conquista mundo), Afrobeats (Nigéria: Burna Boy, Wizkid), fusões globais via internet/streaming. Características comuns: importância de gravação/produção como arte, cultura juvenil, dança, amplificação elétrica, bateria rock, guitarra/baixo elétricos, sintetizadores, samplers, autotune (2000s), streaming (Spotify 2008, revoluciona distribuição).","Baby boom pós-2ª Guerra, juventude com poder de compra, Guerra Fria, movimentos contraculturais (beatniks, hippies 1960s), direitos civis, feminismo, Stonewall (1969: direitos LGBT), queda Muro de Berlim (1989), globalização, 11/09, redes sociais (Facebook 2004, Twitter 2006, Instagram 2010, TikTok 2016). Cultura de massa, televisão (difusão em massa), rádios de rock, MTV (1981: videoclipes), festivais (Woodstock 1969, Glastonbury, Coachella), clubes noturnos, raves (1990s), streaming, influencers. Pop Art (Andy Warhol), contracultura, moda juvenil (jeans, couro, piercings), cultura de drogas (LSD, cannabis), videogames, cinema blockbuster. Amplificação de guitarra (Leo Fender: Stratocaster 1954, Gibson Les Paul), gravação multipista (8-16-24 pistas), sintetizadores (Moog, ARP), drum machines (Roland TR-808, TR-909), samplers (Akai MPC), ProTools (gravação digital 1991), Auto-Tune (1997), DAWs (Digital Audio Workstations), streaming (Spotify, Apple Music).","{""ritmo"": ""Backbeat (acentos 2 e 4 na bateria), groove funk (síncopes complexas), breakbeats (hip-hop), pulsos eletrônicos 4/4 (house: 120-130 bpm, techno: 120-150 bpm), trap hi-hats triplets"", ""formas"": ""Verso-refrão-ponte (pop/rock), formato de single (3 minutos para rádio), extended mixes (EDM: 6-10 minutos), albums conceituais (Pink Floyd), mixtapes (hip-hop)"", ""timbre"": ""Guitarra elétrica com distorção/efeitos, baixo elétrico, bateria acústica ou eletrônica, sintetizadores analógicos e digitais, vozes processadas (reverb, delay, autotune), scratching (hip-hop)"", ""melodia"": ""Rock: riffs melódicos curtos, pentatônica (blues scale), power chords. Pop: melodias cativantes comerciais, hooks memoráveis. Hip-hop: rimas rítmicas (flow). Eletrônica: melodias sintéticas, drops"", ""textura"": ""Banda rock (guitarra-baixo-bateria-vocal), produção em camadas (overdubs), samples e loops, sintetizadores em pads, baixos sub-graves (EDM), autotune em vozes"", ""harmonia"": ""Rock: I-IV-V (herança blues), progressões simples, power chords (quintas sem terça). Pop: progressões comerciais (I-V-vi-IV ubíqua). Hip-hop/Eletrônica: loops harmônicos simples, samples, baixos sub"", ""inovacoes"": [""Guitarra elétrica sólida (Leo Fender 1950)"", ""Gravação multipista (8-24 pistas)"", ""Sintetizadores portáteis"", ""Drum machines (TR-808, TR-909)"", ""Samplers"", ""MIDI (1983)"", ""Auto-Tune (1997)"", ""Streaming digital (Spotify 2008)""]}",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Beatles_ad_1965_just_the_beatles_crop.jpg/800px-Beatles_ad_1965_just_the_beatles_crop.jpg,#FF1493,12,true,2025-10-09 02:09:20.82561+00
a456e639-d38c-4098-8915-427e2fe80de8,Jazz,1895,2024,"Improvisação, swing, blue notes e síncope. Fusão de tradições africanas, europeias e afro-americanas nascida nos EUA","O Jazz nasceu em Nova Orleans no final do século XIX, da fusão explosiva de blues rural, ragtime pianístico, música de brass band europeia, gospel protestante e tradições rítmicas africanas preservadas por escravizados. Características definidoras: improvisação sobre progressões harmônicas (changes), swing (subdivisão ternária fluida do tempo), blue notes (terças e sétimas abaixadas microtonalmente), síncope constante, call-and-response entre solista e grupo. Evolui em múltiplos estilos cronológicos: Dixieland/New Orleans Jazz (1900-1920: coletivo), Swing/Era das Big Bands (1930-1945: Count Basie, Duke Ellington, Benny Goodman, arranjos escritos), Bebop (1940s: Charlie Parker, Dizzy Gillespie, velocidade virtuosística, harmonias complexas), Cool Jazz (1950s: Miles Davis Birth of the Cool, West Coast Jazz), Hard Bop (1950s-60s: reação ao cool, volta às raízes blues/gospel), Modal Jazz (1959: Miles Davis Kind of Blue, John Coltrane, escalas modais ao invés de changes), Free Jazz (1960s: Ornette Coleman, Cecil Taylor, completa liberdade harmônica/rítmica), Jazz Fusion (1970s: Miles Davis Bitches Brew, combinação com rock, funk, eletrônica), Jazz Contemporâneo (1980s-2024: ecletismo total). Grandes inovadores: Louis Armstrong (primeiro grande solista improvisador, 1920s), Duke Ellington (compositor-bandleader supremo), Charlie Parker (revolucionou com bebop), Miles Davis (reinventou o jazz 5 vezes), John Coltrane (espiritualidade modal e free), Herbie Hancock (fusão eletrônica). O Jazz se internacionalizou, influenciando e sendo influenciado por músicas de todo o mundo (bossa nova brasileira, jazz europeu, afrobeat). Continua vivo e evoluindo no século XXI.","Segregação racial nos EUA (leis Jim Crow), Harlem Renaissance (1920s: explosão cultural negra), Grande Migração afro-americana do Sul para Norte (1916-1970), movimento de direitos civis (1950s-60s: Martin Luther King, Malcolm X), contracultura, Black Power, Black Lives Matter. Grande Migração, Proibição/Lei Seca (1920-1933: speakeasies, gangsters), clubes noturnos de jazz (Cotton Club Harlem, Green Mill Chicago), cultura urbana, movimento hippie (1960s), hip-hop (1970s-). Literatura do Jazz Age (F. Scott Fitzgerald: The Great Gatsby 1925), cinema noir (filmes de gângster), Beat Generation (Jack Kerouac), Blaxploitation cinema, Black Arts Movement. Gravações elétricas (1925: microfone), rádio comercial (disseminação do jazz), LP de vinil (1948), amplificação de instrumentos, síntese eletrônica (fusion), sampling digital.","{""ritmo"": ""Swing: subdivisão ternária do tempo (triplet feel), síncope constante, shuffle, backbeat (acentos nos tempos 2 e 4), polirritmia afro-cubana (Latin Jazz: clave), tempo rubato em baladas"", ""formas"": ""Blues de 12 compassos, Standard de 32 compassos forma AABA (Tin Pan Alley), Modal Jazz (vamps modais), Free Jazz (forma aberta coletiva), Jazz Fusion (formas do rock/funk)"", ""timbre"": ""Saxofone (alto, tenor) com vibrato, trompete com técnicas (growl, flutter, surdinas: plunger, Harmon), trombone, piano percussivo, contrabaixo pizzicato walking bass, bateria com vassouras/baquetas, guitarra elétrica (fusion), vibrafone"", ""melodia"": ""Improvisada espontaneamente sobre changes (progressões de acordes), uso expressivo de blue notes (terças e sétimas abaixadas), cromatismos, bebop lines (linhas velozes cromáticas), scat singing (vocalização instrumental)"", ""textura"": ""Solo + acompanhamento (seção rítmica: piano ou guitarra + baixo + bateria fornece harmonia e ritmo), arranjos complexos de big band (seções de saxes, trompetes, trombones), interação coletiva"", ""harmonia"": ""Blues de 12 compassos (I-IV-V com sétimas), progressão II-V-I onipresente, substituições tritônicas (bVII7 substitui V7), extensões harmônicas (9ª, 11ª, 13ª), acordes alterados (#9, b9, #11), reharmonizações"", ""inovacoes"": [""Gravação elétrica com microfone (1925)"", ""Amplificação de guitarra (Charlie Christian 1930s)"", ""Piano elétrico (Fender Rhodes 1965, Wurlitzer)"", ""Sintetizadores em fusion (1970s)"", ""Sampling e loops (jazz contemporâneo)""]}",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Louis_Armstrong_restored.jpg/800px-Louis_Armstrong_restored.jpg,#FFD700,9,true,2025-10-09 02:09:20.82561+00
a8106bcd-4791-46f4-b502-bda5fe19c041,Modernismo,1900,1950,"Atonalidade, dodecafonismo, politonalidade e experimentação radical. Ruptura definitiva com a tonalidade tradicional","O Modernismo musical (1900-1950) representa a ruptura mais radical com a tradição tonal milenar. Arnold Schoenberg desenvolve a atonalidade livre (Três Peças para Piano Op. 11, 1909) e depois o método dodecafônico ou serialismo (1921): composição com série de 12 sons sem hierarquia tonal, onde cada nota deve aparecer antes de qualquer repetição. Alban Berg e Anton Webern (Segunda Escola de Viena) estendem a técnica de maneiras distintas - Berg com expressionismo lírico (ópera Wozzeck), Webern com concisão aforística extrema. Igor Stravinsky choca Paris com ritmos irregulares, dissonâncias, politonalidade e primitivismo (A Sagração da Primavera, 1913, causou tumulto). Béla Bartók integra música folclórica húngara e romena autêntica em linguagem modernista (Música para Cordas, Percussão e Celesta). Neoclassicismo surge como reação ao romantismo e expressionismo: Stravinsky, Hindemith, Poulenc voltam a formas clássicas com linguagem moderna. Edgard Varèse explora organização de sons como massas e timbres, antecipando a música eletrônica (Ionisation para percussão). Charles Ives nos EUA experimenta com politonalidade e citações colagens décadas antes. Webern antecipa o serialismo integral do pós-guerra. Olivier Messiaen incorpora ritmos indianos e transcrições de canto de pássaros. Primeira e Segunda Guerras Mundiais influenciam profundamente a produção, com muitos compositores no exílio (Schoenberg, Stravinsky, Bartók, Hindemith fogem do nazismo).","Primeira Guerra Mundial (1914-1918, 17 milhões de mortos), Revolução Russa (1917), ascensão de fascismos (Mussolini 1922, Hitler 1933), Guerra Civil Espanhola, Segunda Guerra Mundial (1939-1945, 70 milhões de mortos), Holocausto, bombas atômicas (1945). Vanguardas artísticas europeias, urbanização acelerada, Jazz Age americano (anos 20), Grande Depressão (1929-1939), êxodo massivo de intelectuais europeus para EUA. Cubismo (Picasso: Les Demoiselles d'Avignon 1907), Expressionismo alemão (Munch, Kirchner), Surrealismo (Dalí, Magritte), Bauhaus (design funcionalista), cinema expressionista alemão (Nosferatu, Metrópolis). Relatividade geral de Einstein (1915), mecânica quântica (Bohr, Heisenberg, Schrödinger), descoberta do elétron e núcleo atômico, psicanálise de Freud, penicilina de Fleming (1928).","{""ritmo"": ""Extremamente irregular, assimétrico (compassos de 5/8, 7/8, 11/8), polirritmia complexa, métrica aditiva, mudanças constantes de compasso, ostinatos mecânicos (Stravinsky)"", ""formas"": ""Miniaturas aforísticas (Webern: peças de 30 segundos), formas livres atonais, serialização de todos os parâmetros (altura, duração, dinâmica, timbre), colagens (Ives)"", ""timbre"": ""Exploração radical de sons não-convencionais, percussão expandida enormemente, clusters pianísticos (braços, punhos), Sprechgesang (canto-fala), sons preparados"", ""melodia"": ""Atonal (sem centro tonal), angular (grandes saltos), ausência de melodias cantáveis tradicionais, fragmentação extrema"", ""textura"": ""Pontilhista (Webern: Klangfarbenmelodie - melodia de timbres), massas sonoras (Varèse), contraponto dissonante linear"", ""harmonia"": ""Atonalidade livre, dodecafonismo (série de 12 tons), clusters (blocos de notas adjacentes), politonalidade (múltiplas tonalidades simultâneas), quartas empilhadas ao invés de terças"", ""inovacoes"": [""Método dodecafônico (Schoenberg 1921)"", ""Notação não-convencional"", ""Piano preparado com parafusos e borrachas (John Cage)"", ""Primeiras composições eletroacústicas"", ""Thérémin (1920), Ondas Martenot (1928)"", ""Gravação elétrica em disco""]}",https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Vassily_Kandinsky%2C_1913_-_Composition_7.jpg/800px-Vassily_Kandinsky%2C_1913_-_Composition_7.jpg,#FF6347,7,true,2025-10-09 02:09:20.82561+00
b0bef9be-0afc-4319-a8fe-a117f44e2dc9,Brasil Imperial,1822,1889,"Consolidação do choro, modinha e música de salão","Com a independência, o Brasil desenvolve identidade musical própria. Surgem o choro no Rio de Janeiro e a modinha romântica. Influências europeias mesclam-se com ritmos afro-brasileiros. Carlos Gomes leva ópera brasileira à Europa.",Independência. Monarquia. Café como motor econômico. Urbanização do Rio de Janeiro. Abolição gradual da escravidão.,"{""topicos"": [""Choro carioca nascente"", ""Modinha romântica"", ""Óperas de Carlos Gomes"", ""Música de salão""], ""compositores_destaque"": [""Carlos Gomes"", ""Chiquinha Gonzaga"", ""Joaquim Callado""], ""instrumentos_principais"": [""cavaquinho"", ""violão"", ""flauta"", ""piano""]}",,#1abc9c,20,true,2025-12-14 20:49:33.510717+00
bf731274-4647-4e61-aa72-2ac8a0b3944c,J-Pop Contemporâneo,1990,2025,"J-Pop, J-Rock, música anime e influência global","O J-Pop torna-se fenômeno global. Música para anime e games atinge audiência mundial. Artistas como Hikaru Utada, Perfume e BABYMETAL reinventam o pop japonês. Vocaloid e música eletrônica ganham destaque.",Bolha econômica e recessão. Era digital. Internet e streaming. Cool Japan. Globalização cultural.,"{""topicos"": [""J-Pop mainstream"", ""Anime music"", ""Vocaloid (Hatsune Miku)"", ""Visual Kei e J-Rock""], ""compositores_destaque"": [""Yoko Kanno"", ""Yuki Kajiura"", ""Hiroyuki Sawano""], ""instrumentos_principais"": [""sintetizadores"", ""DAW digital"", ""guitarra"", ""bateria eletrônica""]}",,#e91e63,18,true,2025-12-14 20:49:33.510717+00
cb79f2bb-813a-485c-a6c8-2000fced9334,Shōwa Pós-Guerra (Japão),1945,1989,"Reconstrução, enka e primeiros passos do J-Pop","Após a Segunda Guerra, o Japão reconstrói sua identidade musical. O enka preserva tradições melódicas japonesas. Surgem as primeiras influências do rock e pop ocidental. Desenvolvimento da indústria musical moderna.",Ocupação americana. Reconstrução. Milagre econômico japonês. Influências culturais ocidentais. Modernização tecnológica.,"{""topicos"": [""Enka tradicional"", ""Primeiras bandas de rock"", ""Influências do jazz americano"", ""TV e rádio nacionais""], ""compositores_destaque"": [""Masao Koga"", ""Ryōichi Hattori""], ""instrumentos_principais"": [""guitarra elétrica"", ""piano"", ""bateria"", ""shamisen no enka""]}",,#16a085,17,true,2025-12-14 20:49:33.510717+00
d8c30e03-788e-4a90-970c-7585963b3949,Barroco,1600,1750,"Época do baixo contínuo, nascimento da ópera e desenvolvimento do concerto. Ornamentação, drama e retórica musical","O período Barroco (1600-1750) é marcado pela dramaticidade, contraste dinâmico e ornamentação exuberante. Nasce a ópera em Florença (1600) com a Camerata Fiorentina (Peri, Caccini, Monteverdi), revolucionando a música dramática. O sistema tonal maior-menor se consolida definitivamente, substituindo os modos eclesiásticos. O baixo contínuo (basso continuo) torna-se a base harmônica obrigatória, com o cravo ou órgão realizando a harmonia cifrada sobre uma linha de baixo. Desenvolvem-se formas instrumentais: concerto grosso (Corelli, Vivaldi), sonata trio, suite de danças. A fuga atinge sua perfeição absoluta com J.S. Bach. A música serve à retórica dos afetos (Affektenlehre alemã): cada emoção tem sua representação musical codificada. O violino atinge maturidade técnica e acústica com os luthiers Stradivarius e Guarneri del Gesù. A música sacra luterana floresce (Bach, cantatas e paixões) enquanto a católica mantém tradição com música sacra italiana. Três estilos nacionais: italiano (ópera, concerto), francês (tragédie lyrique, suite), alemão (contraponto, música sacra). Compositores supremos: Monteverdi, Vivaldi, Handel, J.S. Bach.","Absolutismo (Luís XIV ""Rei Sol"", Versalhes), Guerra dos 30 Anos (1618-1648), colonização das Américas, ascensão da Prússia e Rússia como potências. Consolidação do sistema de cortes europeias, salões aristocráticos, primeiros teatros públicos de ópera (Veneza 1637). Caravaggio, Rembrandt, Velázquez, Rubens; arquitetura e escultura de Bernini, Palácio de Versalhes. Revolução científica: Galileu, Kepler, Newton (Principia 1687), Leibniz, telescópio, cálculo diferencial, física newtoniana, Harvey (circulação sanguínea).","{""ritmo"": ""Motórico (motor rítmico constante), ostinato rítmico, hemiola (3/2 vs 6/4), ritmos de dança estilizados (sarabanda grave, giga rápida, allemande, courante)"", ""formas"": ""Fuga, Concerto Grosso, Sonata Trio (2 violinos + continuo), Suite de danças, Ópera seria/buffa, Oratório, Cantata, Paixão"", ""timbre"": ""Violino substitui definitivamente as violas, orquestra barroca padrão (cordas + continuo + sopros dobrados), castrati na ópera italiana, trompete natural"", ""melodia"": ""Fortemente ornamentada (trinados, mordentes, apogiaturas, gruppetti), contínua (técnica Fortspinnung: fiação contínua), sequências melódicas modulantes"", ""textura"": ""Contraste tutti/soli (concerto grosso), terraced dynamics (mudanças súbitas de volume), policoralidade veneziana (Gabrieli), contrapontística (fuga)"", ""harmonia"": ""Tonalismo consolidado (escala maior/menor), baixo contínuo cifrado, harmonia funcional (Tônica-Dominante-Subdominante), círculo de quintas, modulações para tons vizinhos"", ""inovacoes"": [""Notação de baixo cifrado"", ""Desenvolvimento da família do violino (Stradivarius 1644-1737, Guarneri del Gesù 1698-1744)"", ""Sistema de afinação mesotônica evoluindo para temperamento igual"", ""Codificação da notação de ornamentos""]}",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Antonio_Stradivari.jpg/800px-Antonio_Stradivari.jpg,#4B0082,3,true,2025-10-09 02:04:21.44846+00
db0214a5-ccf3-4068-ac3a-681450eaf06c,Medieval,500,1400,"Música da Idade Média, dominada pelo Cantochão e polifonia sacra da Igreja Católica","O período medieval da música ocidental abrange quase mil anos de desenvolvimento musical, desde a queda do Império Romano até o início do Renascimento. Caracteriza-se pela predominância da música litúrgica católica, com o desenvolvimento gradual do Cantochão (canto gregoriano) até formas polifônicas mais complexas como o organum e o moteto. A notação musical começou a ser sistematizada neste período por Guido d'Arezzo (século XI), permitindo a preservação e transmissão das obras. Os monastérios e catedrais eram os principais centros de criação musical, e a Igreja exercia controle absoluto sobre a produção musical erudita. A música secular também existia (trovadores, trouvères, Minnesänger), mas foi menos documentada. Compositores notáveis: Hildegard von Bingen, Léonin, Pérotin, Guillaume de Machaut.","Feudalismo, Cruzadas, surgimento de reinos nacionais, conflitos entre papado e império. Sociedade estamental, predominância da Igreja, surgimento de universidades medievais, Peste Negra (1347-1353). Arte românica e gótica, iluminuras de manuscritos, arquitetura de catedrais. Escolástica, tradução de textos árabes e gregos, desenvolvimento da medicina medieval.","{""ritmo"": ""Livre e fluido no cantochão; desenvolvimento de modos rítmicos na polifonia (ars antiqua e ars nova no século XIV)"", ""formas"": ""Cantochão/Canto Gregoriano, Organum, Moteto, Missa, Madrigal primitivo, formas seculares (balada, rondeau, virelai)"", ""timbre"": ""Vozes masculinas predominantes, instrumentos de corda (vielle, alaúde) e sopro (flauta doce, charamela)"", ""melodia"": ""Monódica (uma única linha melódica), modal (8 modos eclesiásticos), movimento predominante por graus conjuntos, âmbito melódico limitado"", ""textura"": ""Monodia no canto gregoriano; desenvolvimento progressivo de polifonia de 2, 3 e até 4 vozes no final do período"", ""harmonia"": ""Inicialmente inexistente; desenvolvimento gradual do organum (quintas e oitavas paralelas nos séculos IX-X), depois terças e sextas"", ""inovacoes"": [""Notação neumática (séculos IX-X)"", ""Sistema de tetragrama de Guido d'Arezzo (século XI)"", ""Notação mensural (século XIII)"", ""Solmização (ut-re-mi-fa-sol-la)""]}",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Meister_der_Manessischen_Liederhandschrift_004.jpg/800px-Meister_der_Manessischen_Liederhandschrift_004.jpg,#8B4513,1,true,2025-10-09 02:04:21.44846+00
e5fdb4e4-69c0-44fa-82f7-3fa21888bfd9,MPB - Música Popular Brasileira,1960,2024,"Fusão sofisticada de samba, bossa nova, jazz, rock e tradições regionais brasileiras. Poesia e engajamento político","MPB (Música Popular Brasileira) é termo cunhado nos anos 1960s para designar a música popular brasileira sofisticada pós-bossa nova, que incorpora elementos de samba, jazz, bossa nova, baião, rock, música erudita e tradições regionais. Surge no contexto de festivais de música (TV Record/TV Excelsior 1960s), ditadura militar (1964-1985: censura, exílio) e tropicalismo. Características: harmonias sofisticadas (influência de bossa nova e jazz), letras poéticas com consciência social, fusão de regional e cosmopolita, arranjos elaborados. Diferencia-se do samba tradicional pela complexidade harmônica e do rock pela manutenção de raízes brasileiras. Principais artistas: Chico Buarque (poesia urbana, resistência política), Caetano Veloso e Gilberto Gil (Tropicália: antropofagia cultural, fusão com rock psicodélico), Elis Regina (intérprete suprema), Milton Nascimento (Clube da Esquina: fusão mineira com jazz), Gal Costa, Maria Bethânia, Tom Jobim (transição bossa-MPB), Vinicius de Moraes, Baden Powell, João Bosco, Ivan Lins, Djavan (fusion com funk/soul). Movimentos internos: Tropicália (1967-68: Caetano, Gil, Mutantes, vanguarda), Clube da Esquina (1970s: Milton Nascimento, Beto Guedes, rock progressivo mineiro), Vanguarda Paulista (1980s: Arrigo Barnabé, Itamar Assumpção, experimentação). MPB resiste durante ditadura com metáforas (Cálice de Chico, Apesar de Você). Pós-redemocratização (1985-), MPB se diversifica enormemente: incorpora pop, funk carioca, música eletrônica, rap. Continua como espinha dorsal da música brasileira de qualidade.","Ditadura militar brasileira (1964-1985: censura, exílio de artistas, AI-5 1968), Festivais de Música na TV (1960s: vitrine nacional), Tropicália (1967-68: vanguarda antropofágica), exílio de Caetano e Gil (1969-1972 em Londres), abertura política (1979: anistia), redemocratização (1985), Constituição de 1988, Plano Real (1994), governos Lula e Dilma, impeachment, polarização. Efervescência cultural urbana (São Paulo, Rio), Teatro de Arena, Cinema Novo (Glauber Rocha), contracultura brasileira, universidades como centros de resistência, festivais de música, exílio de intelectuais. Concretismo poético (Augusto de Campos), Cinema Novo, Tropicália (Hélio Oiticica artes plásticas), teatro experimental, literatura de repressão. Gravação multipista, estúdios profissionais (Eldorado SP), LPs conceituais, sintetizadores, samplers, produção digital (ProTools), streaming (Spotify 2010s).","{""ritmo"": ""Fusão de ritmos brasileiros: samba, bossa nova, baião, maracatu, frevo, samba-rock, com influências de jazz, funk, rock; síncopes características; subdivisão binária (samba/bossa) vs ternária (baião)"", ""formas"": ""Forma canção (verso-refrão), sambas de forma livre, suites conceituais (álbuns como obra), influência de música erudita (Villa-Lobos), formas abertas (tropicália)"", ""timbre"": ""Violão de nylon (emblema), violão de aço, percussão brasileira (pandeiro, agogô, cuíca, berimbau), flauta transversal, piano, guitarra elétrica com reverb, metais (Pixinguinha), cordas, sintetizadores (1980s-)"", ""melodia"": ""Melódica e cantável (influência de bossa nova), fraseado sofisticado, cromatismos jazzísticos, influência de modas regionais (nordestinas, mineiras)"", ""textura"": ""Arranjos elaborados (cordas, metais), base rítmica brasileira (violão, cavaquinho, percussão), influência de rock (guitarra elétrica, baixo), camadas complexas"", ""harmonia"": ""Harmonias sofisticadas: acordes de 7ª, 9ª, 11ª, 13ª (herança de bossa nova/jazz), modulações frequentes, rearmonizações criativas, bitonalidade ocasional (vanguarda paulista)"", ""inovacoes"": [""Fusão criativa de regional e cosmopolita"", ""Letra como poesia de resistência (metáforas para driblar censura)"", ""Álbum conceitual brasileiro (Tropicália ou Panis et Circensis 1968)"", ""Vanguarda Paulista: atonalidade e experimentação na canção popular""]}",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Chico_Buarque_1966.jpg/800px-Chico_Buarque_1966.jpg,#228B22,10,true,2025-10-09 02:09:20.82561+00
e8ce8fcc-5d20-4557-be06-c908b975e141,Romântico,1820,1900,"Expressão individual, emoção intensa, nacionalismo musical e cromatismo expandido. Apogeu do Lied, poema sinfônico e grande ópera","O Romantismo musical (1820-1900) enfatiza a subjetividade emocional, a imaginação, a expressão pessoal e o nacionalismo. Beethoven (fase tardia, sinfonias 6-9) abre o caminho para a liberdade formal. O Lied (canção de arte alemã) atinge sofisticação sublime com Schubert (mais de 600 lieds), Schumann e Brahms. O piano se torna instrumento virtuosístico supremo (Chopin poeta do piano, Liszt virtuose transcendental), capaz de grande expressividade e volume. Desenvolve-se o poema sinfônico (Liszt inventa o termo), música programática (Berlioz: Sinfonia Fantástica 1830) e o leitmotiv wagneriano (motivos musicais associados a personagens/ideias). A harmonia se expande com cromatismo intenso, modulações a tons distantes e ambiguidade tonal crescente (Wagner: Tristão e Isolda 1865, ""acorde de Tristão""). Surgem escolas nacionais fortes: alemã (Brahms, Wagner), francesa (Berlioz, Franck, Saint-Saëns), russa (Grupo dos Cinco: Mussorgsky, Rimsky-Korsakov, Borodin, Cui, Balakirev + Tchaikovsky), checa (Smetana, Dvořák), escandinava (Grieg, Sibelius), cada uma com características próprias. A orquestra se expande enormemente: mais metais (tuba, trompete a pistões), percussão variada, harpa, até 100 músicos. A ópera se divide em grandes tradições nacionais: italiana (Verdi, Puccini: verismo), francesa (grand opéra, Berlioz), alemã (Wagner: Gesamtkunstwerk, ""obra de arte total""), culminando nas tetralogias wagnerianas monumentais (O Anel do Nibelungo, 1876). O compositor romântico é visto como gênio inspirado, profeta incompreendido pelo público burguês.","Revoluções liberais de 1848, unificações italiana (1861-1870) e alemã (1871), colonialismo europeu (África, Ásia), Belle Époque (1871-1914), imperialismo. Industrialização acelerada, urbanização massiva, surgimento da classe média burguesa, salões burgueses, concertos públicos para massas, editoras musicais. Romantismo literário (Byron, Victor Hugo, Goethe: Fausto), pintura de Delacroix e Turner, realismo social de Courbet e Millet, impressionismo (Monet). Evolução de Darwin (Origem das Espécies 1859), eletromagnetismo de Maxwell, termodinâmica, teoria atômica de Dalton, medicina moderna (anestesia, antissepsia).","{""ritmo"": ""Extremamente flexível (rubato), síncopes, polirritmia ocasional, ritmos folclóricos nacionais (mazurca polonesa, czardas húngara, tarantela italiana), métricas incomuns (5/4, 7/8)"", ""formas"": ""Liberdade formal crescente, formas cíclicas (temas recorrentes entre movimentos), Poema Sinfônico de forma livre (Liszt), Balada, Rapsódia, Fantasia, Improviso, Lied com piano, Ciclo de canções"", ""timbre"": ""Orquestra expandida (80-100 músicos), novos instrumentos (tuba, saxofone, trombone baixo, harpa), exploração de registros extremos, timbres \""mágicos\"""", ""melodia"": ""Lírica e expressiva, grandes saltos intervalares, cromatismo abundante, rubato (flexibilidade agógica), melodia infinita wagneriana"", ""textura"": ""Densa e complexa, orquestração elaboradíssima, uso de toda extensão do piano (7+ oitavas), pedal como elemento fundamental de cor"", ""harmonia"": ""Cromatismo intenso, acordes alterados (sexta aumentada italiana/francesa/alemã, nona diminuta), modulações a tons distantes, tonalidade suspensa (Tristão), enarmonia"", ""inovacoes"": [""Piano de concerto Steinway (1853) e Bösendorfer Imperial (1828)"", ""Válvulas nos metais permitindo cromatismo completo"", ""Sistema Boehm para clarinete e flauta (digitação moderna)"", ""Saxofone inventado por Adolphe Sax (1840)"", ""Tuba (1835)""]}",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Caspar_David_Friedrich_-_Wanderer_above_the_sea_of_fog.jpg/800px-Caspar_David_Friedrich_-_Wanderer_above_the_sea_of_fog.jpg,#DC143C,5,true,2025-10-09 02:04:21.44846+00
